gene_id	baseMean	log2FC_MLE	lfcSE	stat	pvalue	padj	log2FC_shr	delta_counts	median_TPM_A	median_TPM_B
ENSG00000000003.15	ENSG00000000003.15	1002.07270623945	-0.188264103029237	0.0941910612288027	3.99456299974871	0.0456472880299673	0.108705995666953	-0.177572112664948	-172.519590963234	18.4270479172958	21.1251592473927
ENSG00000000419.14	ENSG00000000419.14	3367.39757484238	0.304019266525819	0.0793511956920835	14.6611333776883	0.000128672353630669	0.000684579195599721	0.293614431387044	710.024563055993	281.039390458688	225.100592145426
ENSG00000000457.14	ENSG00000000457.14	426.949957657445	-0.828757656762	0.13183746435414	39.2497729043577	3.72911743727764e-10	4.60102060951732e-09	-0.797841956981658	-242.882742759932	5.81376922650885	10.7269720807919
ENSG00000000460.17	ENSG00000000460.17	470.049637931872	-0.650842098526231	0.126745752529443	26.271010499213	2.96709179971222e-07	2.51233165132495e-06	-0.620017110528849	-191.735823246762	11.3388465513026	17.2330002407017
ENSG00000000971.17	ENSG00000000971.17	522.28503331304	0.367225496810212	0.115391079013189	10.1190871544898	0.00146741659747053	0.0059640414181116	0.343386523453298	107.67515384359	14.9117423056305	11.7024955925489
ENSG00000001036.14	ENSG00000001036.14	2071.77025014276	0.120508003283711	0.0727800232041124	2.74044734536069	0.0978373745463275	0.19871698780993	0.116161563743926	105.317140446077	60.5533301538502	56.8120201201011
ENSG00000001084.13	ENSG00000001084.13	1393.66763699628	1.13216321305689	0.0964683244774938	135.477938631147	2.59535426690847e-31	1.41074746270486e-29	1.11853028230101	1019.44590154431	43.538019375688	20.125199672504
ENSG00000001167.15	ENSG00000001167.15	536.942309401028	-0.12559580173899	0.11023748068742	1.29786697147499	0.254603213664912	0.40825802574881	-0.115424616851586	-48.2144696223988	8.38892198200958	9.14853780398142
ENSG00000001460.18	ENSG00000001460.18	239.697150207756	-0.263118319034719	0.156371506853168	2.83140696194745	0.092437344423495	0.19036043931748	-0.227831899581379	-35.7936465603797	6.89068261286992	7.83638255402493
ENSG00000001461.17	ENSG00000001461.17	901.754706747857	0.162329472536864	0.0989471957051677	2.68992936086224	0.100984290820959	0.203618908573622	0.152110454324799	117.044040186692	13.4029625140368	11.5309019489792
ENSG00000001497.18	ENSG00000001497.18	852.336336510521	0.206646826791456	0.105926459945779	3.80373734381368	0.0511383188688476	0.119207723067192	0.192497300111867	125.774998712751	27.743994602118	23.7349289470465
ENSG00000001561.7	ENSG00000001561.7	946.429262273218	0.177144006180915	0.109352696785483	2.6220660397417	0.105387143353448	0.21020638062262	0.163869365190998	121.458539184601	13.5071032367585	11.7827783576249
ENSG00000001617.12	ENSG00000001617.12	133.408460957176	-0.211874667281928	0.240667001831566	0.773667170075115	0.37908496931353	0.541228877736355	-0.150698090122422	-23.6580912694873	2.83145694718589	3.29093530676002
ENSG00000001626.18	ENSG00000001626.18	918.673315771005	1.53929210837605	0.115334034182079	173.635836008452	1.18880742647724e-39	9.52639188248202e-38	1.52377566656827	925.838674852438	17.5318688349518	5.51656296895257
ENSG00000001629.10	ENSG00000001629.10	3640.98906859998	-0.156137190618203	0.0604197356028891	6.6751248959693	0.00977676612116889	0.0305875641214916	-0.152132596278962	-348.596650789966	39.0376316368704	42.527793182643
ENSG00000001630.18	ENSG00000001630.18	11019.2199728146	-0.223645053116616	0.0554268737814493	16.2653422735128	5.50619189101896e-05	0.000315398891443555	-0.219263438808005	-1869.19356623315	254.35420008634	296.136915672523
ENSG00000001631.17	ENSG00000001631.17	1429.87123058313	-0.0785482772184384	0.0891606925556859	0.776014181900464	0.378362923362893	0.540627757959516	-0.0740986455745367	-70.7709576583247	28.2002007143379	29.8360552153869
ENSG00000002016.18	ENSG00000002016.18	153.069089429765	-0.407457551508074	0.23108276274255	3.10044185589874	0.0782710475199752	0.166868034112114	-0.31465286157493	-24.2443825903552	5.79206379055309	6.6987984466923
ENSG00000002330.14	ENSG00000002330.14	459.826018607185	-0.192096320647971	0.121899750718963	2.48459725997984	0.114965773764292	0.224840598684072	-0.174454280700539	-46.7791081214051	42.1460287295521	46.3712923005301
ENSG00000002549.13	ENSG00000002549.13	1188.53690452188	0.193378116146786	0.0876689556737527	4.86371672912723	0.0274271893743193	0.0719755378145118	0.184037453556333	155.163109134864	45.9612548555175	39.8667937096281
ENSG00000002586.20	ENSG00000002586.20	404.918248753867	-0.605137900701378	0.139767173180949	18.6904617498938	1.53749664988078e-05	9.73601748230005e-05	-0.567306338958862	-157.623290911554	23.1883377437472	34.5998773458867
ENSG00000002587.10	ENSG00000002587.10	665.178981916982	0.555709302255081	0.395148639110333	1.96458828684467	0.161023458352608	0.29159761411738	0.295287541626283	101.216372222626	10.1714839208116	8.56402435934707
ENSG00000002726.21	ENSG00000002726.21	345.015791979493	-0.320402994413546	0.14235690257771	5.063668229212	0.024432471433075	0.0655665805107171	-0.286807380713302	-49.0112934900846	8.30017923832338	9.45639107740507
ENSG00000002745.13	ENSG00000002745.13	15.3681980130658	-0.608439809605216	0.599023713446197	1.02406224029141	0.311557368499125	0.471930965753701	-0.176171250091012	-8.55470150056729	0.430725403110845	0.722126547252578
ENSG00000002746.15	ENSG00000002746.15	44.0897852780713	2.49250414588578	0.424178700454224	33.7194692841557	6.36603511401072e-09	6.67339055174718e-08	2.34482009686898	55.0463345030997	3.47091553121625	0.640317286921223
ENSG00000002822.16	ENSG00000002822.16	478.650066157129	-0.456900387664546	0.139024846723845	10.7769111361839	0.00102774045199375	0.0043298788798631	-0.419975122975049	-164.838065791174	11.4149906569273	15.7260044473686
ENSG00000002834.18	ENSG00000002834.18	13903.2088459582	0.279573595344948	0.0578545850732284	23.3179141257336	1.37315102810341e-06	1.03626242149979e-05	0.274397522027913	3110.46557885574	253.270994158033	198.000678374014
ENSG00000002919.15	ENSG00000002919.15	1053.48632269564	0.100298875161425	0.094805667245671	1.11918018296623	0.290095050241191	0.448336579287162	0.0944575548786009	135.897091925948	41.5065206583517	35.961983181735
ENSG00000002933.9	ENSG00000002933.9	121.332652994687	-0.20438079098404	0.228341824706643	0.800430527092637	0.370964680172812	0.533439729716635	-0.149718130216649	-17.4766150283223	8.03316546883061	9.18589305037991
ENSG00000003056.8	ENSG00000003056.8	2702.78942292287	0.184614546981384	0.0652095521667204	8.01128318817888	0.00464867859559519	0.0162913339601269	0.179555898387796	339.194635235925	84.2886541491578	74.9873260793933
ENSG00000003096.15	ENSG00000003096.15	70.6746607638763	-0.49409075069697	0.417528965215672	1.37687959396762	0.240633381869642	0.392218524480652	-0.231792819748903	-38.5446789268624	0.972984389932763	1.92906948745011
ENSG00000003137.9	ENSG00000003137.9	227.483734443517	-0.355734429428484	0.198783274080939	3.18943070991521	0.0741158182453744	0.159977593920905	-0.289608699821124	-28.8074297464884	4.59279874007674	5.13778608835907
ENSG00000003147.19	ENSG00000003147.19	1411.73502763604	-0.433086520068511	0.0892762071757498	23.4676440064378	1.27032315673002e-06	9.63808872353582e-06	-0.417882165524171	-422.276257861855	53.7381099176578	71.6311286666431
ENSG00000003249.15	ENSG00000003249.15	1292.39584882871	-0.727240285151939	0.0964688579164272	56.4347535659369	5.80944389779614e-14	1.04267927432598e-12	-0.709974881868013	-592.053023459153	31.9513169187793	50.7011803114899
ENSG00000003393.16	ENSG00000003393.16	1303.01001250231	0.147709832267505	0.0959546985244775	2.3682460413248	0.123826106639806	0.23907111945137	0.138889219953312	185.960214983341	21.5721823207094	18.4687769347786
ENSG00000003400.16	ENSG00000003400.16	530.45103866592	0.374735806859071	0.11449744650137	10.6961362401442	0.00107359515833487	0.00450596931195299	0.351122805206674	142.731414042168	9.59994754915787	7.28395179844935
ENSG00000003402.21	ENSG00000003402.21	2254.16249728932	0.570855033726356	0.0787193846376769	52.340189955182	4.66724256687474e-13	7.67798443858568e-12	0.558935459701026	873.769914347631	92.8613729119469	63.8645405150909
ENSG00000003436.16	ENSG00000003436.16	2708.69914864061	-0.521663850158591	0.0690727968127316	56.8211625271055	4.7730217382608e-14	8.67852584128683e-13	-0.512335557765546	-903.428592004746	68.7216974221025	97.4093401986522
ENSG00000003509.16	ENSG00000003509.16	307.176713986018	0.0216984482461148	0.150975503390515	0.0207834924260197	0.885370328213455	0.93176056880628	0.0186955744204364	9.90258384960481	12.3485671770314	11.6346583998443
ENSG00000003756.17	ENSG00000003756.17	1136.25668258957	-0.358093682631034	0.103400579271164	11.962727885713	0.00054275352120054	0.002464985755356	-0.338914432299095	-328.188935182302	31.3987404202645	42.6289053397948
ENSG00000003987.14	ENSG00000003987.14	20.9963542359314	0.11096985651821	0.523360515106185	0.0455820469260573	0.830937360027817	0.896941549714792	0.0367060757239675	0.0110747012495978	0.27977516106543	0.280629164756263
ENSG00000003989.18	ENSG00000003989.18	922.713968274449	0.514157302230832	0.0943664946602966	29.5989905351973	5.3132602622494e-08	4.96692387474018e-07	0.496975526291627	333.600563951605	9.59854526276061	6.69595222634579
ENSG00000004059.11	ENSG00000004059.11	1538.12831583799	-0.223341906998309	0.0743716442479531	9.01333195835907	0.00268017374430566	0.0100569589739261	-0.215607346273074	-264.800228130461	127.144792576469	148.460090641375
ENSG00000004139.14	ENSG00000004139.14	552.765753009433	0.468817294126607	0.16641937231889	7.9125856605651	0.00490920525495399	0.0170773114552506	0.416624921122184	177.468534601192	12.100103404173	8.88762765385544
ENSG00000004142.12	ENSG00000004142.12	3841.01980501298	0.368653579944862	0.0618879608591045	35.4065289691062	2.67588396509756e-09	2.9254073221805e-08	0.361743784908602	992.913538279179	120.097878319364	91.0073396356065
ENSG00000004399.13	ENSG00000004399.13	206.982050091451	1.00768907722924	0.278243435259746	12.8405833054304	0.000339181862442859	0.00162343634037459	0.875925905135118	166.581166205475	7.29413487109521	3.39365994946676
ENSG00000004455.18	ENSG00000004455.18	4828.6414943401	0.0185146589107943	0.0599279046302395	0.0954837014262466	0.757318201696622	0.848637747199713	0.0180766465368619	-9.3787588545274	276.797926095407	267.971788446956
ENSG00000004478.8	ENSG00000004478.8	6658.46670738581	0.0920914580693121	0.053617589887317	2.94961844203681	0.0858978363196462	0.179871735375164	0.0901893861284694	437.93052276195	124.900487003354	116.773039631321
ENSG00000004487.18	ENSG00000004487.18	1982.41515900904	-0.197553527874641	0.071451464287239	7.64101225930754	0.00570558894973676	0.0194113496890017	-0.191053909478265	-267.042051961898	39.7851118688597	43.987201710701
ENSG00000004534.15	ENSG00000004534.15	976.064773765421	-0.671572351297192	0.0996665966390969	45.220497967119	1.76052734274248e-11	2.50404007962256e-10	-0.652733882826295	-403.312320203828	19.7224262804233	29.4845641689452
ENSG00000004660.15	ENSG00000004660.15	72.7580187204697	-0.367202060476306	0.313654249877371	1.36999582534272	0.241812600969505	0.393635465410672	-0.226045973199211	-19.2311799635165	1.22209644886787	1.54426505088393
ENSG00000004700.16	ENSG00000004700.16	1198.23760141249	0.0688125766415262	0.094016178781634	0.5357178574464	0.464212823436223	0.618446529534624	0.0646740229980699	55.0085537696143	34.3184234255718	32.6607768491553
ENSG00000004766.17	ENSG00000004766.17	2216.73540973327	-0.108296306892611	0.086610473291591	1.56287209457427	0.211245185440324	0.356803308654419	-0.102630713967201	-246.427347429329	62.836436534427	69.6498885598475
ENSG00000004777.19	ENSG00000004777.19	48.6781134459497	-0.994457036769225	0.59600837701968	2.72686958198155	0.0986725189219594	0.19991697890796	-0.33567708855407	-21.3639886211588	1.01818914577188	1.84962733951913
ENSG00000004779.10	ENSG00000004779.10	2340.70672233115	0.0719201314495302	0.0718285299401605	1.00258072746253	0.316686852112004	0.476916962407558	0.0693341364707581	82.6954791599901	373.518587073971	351.755590273013
ENSG00000004799.8	ENSG00000004799.8	259.831031084966	-0.369270819791732	0.154450071600347	5.70532025564374	0.0169135692616014	0.0484589656728448	-0.327105057629024	-53.3609103617219	4.1806032910892	5.17889228008063
