gene_id	baseMean	log2FC_MLE	lfcSE	stat	pvalue	padj	log2FC_shr	delta_counts	median_TPM_A	median_TPM_B
ENSG00000104327.7	ENSG00000104327.7	2481.52345935454	5.61029147323391	0.110076097291194	2896.26691965023	0	0	5.60619615731185	4699.16248582091	284.757228053426	6.05193944439126
ENSG00000171747.9	ENSG00000171747.9	1808.00931350327	-5.0694438582697	0.136134229970251	1316.24696221658	3.3307787827727e-288	2.57069506454397e-284	-5.06171250192851	-3549.66667550215	8.12465359025664	302.673061317367
ENSG00000184489.13	ENSG00000184489.13	2276.38712938393	-2.53459585334924	0.073324955156789	1145.39591832364	4.49283473080487e-251	2.3117132301568e-247	-2.53018012997337	-3205.74997626369	20.2378119664714	120.511171990111
ENSG00000146674.16	ENSG00000146674.16	10303.3633127608	1.77383896585273	0.0541880460803767	1020.85015212135	5.27522170708191e-224	2.03570805676291e-220	1.77087254757976	11365.6499077698	432.807377875511	126.138030573004
ENSG00000165376.12	ENSG00000165376.12	2062.27534823731	2.49030106519918	0.0769420896149755	1000.68927336104	1.27187011418614e-219	3.92651741651546e-216	2.48579822006216	2912.58571118677	80.6565883576302	14.1895331835842
ENSG00000119922.11	ENSG00000119922.11	3362.98355258627	2.17820297570917	0.0677760767178377	980.911317563659	2.53219611698513e-215	6.51449654363041e-212	2.17423553163706	4321.11074921285	104.611666765816	23.6775621357093
ENSG00000102837.7	ENSG00000102837.7	11237.9226502531	3.52935560349607	0.104596456827538	948.198954113851	3.26773438037068e-208	7.20582112791454e-205	3.52258657555383	19882.053322401	507.606916776879	45.76247932816
ENSG00000196188.12	ENSG00000196188.12	3179.14238392821	-2.5124224852414	0.0801397656971769	916.845309195724	2.13742240635552e-201	4.12415653306298e-198	-2.5074175612236	-4526.96679972666	36.4882563323309	202.862902974119
ENSG00000185745.10	ENSG00000185745.10	2138.59252551018	2.25096621991706	0.0737143885499197	895.754913707565	8.21587628294212e-197	1.40911407003883e-193	2.24635447214861	2809.79117564045	53.0467042203881	11.3541562552098
ENSG00000261780.3	ENSG00000261780.3	379.524688553926	5.71023921134238	0.244565913775738	847.944104185888	2.03480629139536e-186	3.14092699139788e-183	5.69038772246796	733.526901541376	44.3989532754049	0.843788800702871
ENSG00000182985.18	ENSG00000182985.18	391.015341668076	5.68365015309546	0.242424107481107	806.663306650434	1.92019692063098e-177	2.69455996971453e-174	5.66354320530234	740.372603765828	16.0047584959879	0.329766806704477
ENSG00000198074.10	ENSG00000198074.10	6583.32038222768	2.80141512902424	0.0933614999936804	800.448926660429	4.30979310239936e-176	5.54383052738638e-173	2.79544325432274	10175.7011630214	531.527507610708	80.8927015043738
ENSG00000141682.12	ENSG00000141682.12	2397.86301422027	2.14722695106984	0.0747860511112602	788.116340949759	2.069219643403e-173	2.45695957042837e-170	2.14244830523717	3045.17625934193	146.772784535694	33.9679857312705
ENSG00000160182.3	ENSG00000160182.3	2078.72421444206	-2.51237467134281	0.0869656697150607	786.492427872737	4.66532173580586e-173	5.14385045099281e-170	-2.5065039373325	-3017.92073405279	168.838253059657	991.560595177489
ENSG00000135114.14	ENSG00000135114.14	3400.11662515216	2.29128851281724	0.0802367811869921	762.881890559734	6.34521400095555e-168	6.52964822124999e-165	2.2859661601913	4575.724846462	217.214965236408	46.0835146640223
ENSG00000163286.9	ENSG00000163286.9	1765.84550766136	2.45557063036302	0.0871351836332853	754.761187223584	3.69957968615925e-166	3.56916950222214e-163	2.44947678525676	2437.08935092815	81.8402905218808	15.8448089881828
ENSG00000162344.4	ENSG00000162344.4	679.553629205458	3.29901905527684	0.122284488833992	736.29232056074	3.83690575723464e-162	3.48391042756905e-159	3.29028096951343	1110.9885433344	47.9454636846085	5.21935468940717
ENSG00000214814.7	ENSG00000214814.7	375.000691294437	-6.0342153667807	0.286926337756931	731.893451964824	3.47121084866317e-161	2.97675614777582e-158	-6.00745390444242	-766.879737789593	0.106786845410033	8.19823868039986
ENSG00000021355.13	ENSG00000021355.13	3770.12273381097	-1.68710403167075	0.0614064195666682	730.545587888223	6.81655812332779e-161	5.53791532587831e-158	-1.68285978581283	-3950.73693533751	65.1109693408382	210.47868605498
ENSG00000249859.14	ENSG00000249859.14	2467.85285781908	-1.8888740504638	0.0696821218040027	708.925562482855	3.42609456604464e-156	2.64425978607326e-153	-1.88396339338799	-2839.10296533973	124.387852716704	471.186746358513
