gene_id	baseMean	log2FC_MLE	lfcSE	stat	pvalue	padj	log2FC_shr	delta_counts	median_TPM_A	median_TPM_B
ENSG00000000003.15	ENSG00000000003.15	1325.19407394968	0.718700736540681	0.092526794047647	59.9464851738203	9.74719119118827e-15	3.42458016284223e-14	0.714120292666474	-568.980895980995	21.1251592473927	32.1034909411961
ENSG00000000419.14	ENSG00000000419.14	2021.4505902553	-1.18397719053604	0.0914443014624719	164.47385100674	1.19192011698567e-37	9.50560941970478e-37	-1.17819107842356	1601.858597624	225.100592145426	96.9418967562227
ENSG00000000457.14	ENSG00000000457.14	394.28686062703	-0.890364831517362	0.133255598667827	44.4107582771235	2.66220100703671e-11	7.78853770391357e-11	-0.879268762773615	223.959778031866	10.7269720807919	5.60930418573943
ENSG00000000460.17	ENSG00000000460.17	545.801138402844	0.109663143072852	0.121855514646616	0.810390598337776	0.368004795378979	0.420076035871383	0.10827019987813	-42.1726335177264	17.2330002407017	17.7725571377951
ENSG00000000971.17	ENSG00000000971.17	495.821793330819	0.0937333416769204	0.12117665141331	0.598624432876328	0.439103349064945	0.491682897288259	0.0926103412811533	-13.9934054406708	11.7024955925489	11.8814365212841
ENSG00000001036.14	ENSG00000001036.14	4060.2324744276	1.74599311469187	0.0577305144647576	883.488714981014	3.81252327618793e-194	2.48803646653694e-192	1.74378206229746	-4337.69699142264	56.8120201201011	185.843227608757
ENSG00000001084.13	ENSG00000001084.13	1298.7140011386	1.05792597384189	0.0950523011413104	122.197666281505	2.08948099086706e-28	1.25663845003675e-27	1.05205738660398	-946.372539480034	20.125199672504	40.5116980095474
ENSG00000001167.15	ENSG00000001167.15	732.217734753202	0.961154800775754	0.10369748778369	85.234861874438	2.64949148347519e-20	1.17198158034541e-19	0.954409626559403	-437.55457911983	9.14853780398142	16.6258619818771
ENSG00000001460.18	ENSG00000001460.18	255.181368239794	0.0854951545776316	0.169103234127247	0.255741155007527	0.613061253088781	0.660431819146498	0.0834504755499742	-40.5516307397386	7.83638255402493	8.78409652389238
ENSG00000001461.17	ENSG00000001461.17	684.177455600883	-0.252901267596967	0.116710713349265	4.69350731734255	0.0302767864914051	0.0419065701834105	-0.249284566577065	122.905242136391	11.5309019489792	9.38247863676136
ENSG00000001497.18	ENSG00000001497.18	869.732431961303	0.508248014646362	0.0987028714188982	26.4399228207816	2.71863059367038e-07	6.18222401905826e-07	0.504110840330428	-297.31181044463	23.7349289470465	31.5554788000626
ENSG00000001561.7	ENSG00000001561.7	1202.01328468923	0.937483562528821	0.104342480318865	79.7948456601205	4.15374902969861e-19	1.7433468834006e-18	0.930786885906662	-780.645162702775	11.7827783576249	21.8069325841112
ENSG00000001617.12	ENSG00000001617.12	332.165245872153	1.90915084145652	0.153769297854701	151.431128079282	8.43643112893026e-35	6.17570920254293e-34	1.89357774040902	-388.944879459998	3.29093530676002	12.2513027585066
ENSG00000001626.18	ENSG00000001626.18	196.864034431174	-2.93900691516086	0.232525748958265	160.27083943385	9.87355355749475e-37	7.65524860251463e-36	-2.90861887466377	280.482515668005	5.51656296895257	0.727988962859907
ENSG00000001629.10	ENSG00000001629.10	2674.32982178916	-1.01744592093994	0.0703859462549111	206.247573866372	9.04843055913926e-47	9.11739363041785e-46	-1.01415376917427	1748.5780993011	42.527793182643	20.5087256120889
ENSG00000001630.18	ENSG00000001630.18	7174.5137513544	-2.07760614584411	0.0665853550393154	912.988546229203	1.47329316438898e-200	1.05581420416212e-198	-2.07457346404698	9033.78203964271	296.136915672523	64.8179411537855
