baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_id	gene_name	biotype	description2	medianTPM_WT	medianTPM_HET
ENSG00000183722	490.245040982665	4.71055423251808	0.251632654078385	314.410465601234	2.39031947520253e-70	4.55838117464062e-68	ENSG00000183722	LHFPL6	protein_coding	LHFPL tetraspan subfamily member 6 	1.02742650618517	28.1371674709167
ENSG00000196549	429.487858681443	9.19768551770583	0.871076701619253	311.649573544094	9.54727044976376e-70	1.78929016877469e-67	ENSG00000196549	MME	protein_coding	membrane metalloendopeptidase 	0.0378336585866108	20.1994531746217
ENSG00000074706	1533.53235656807	-3.38485908760458	0.177991164326354	311.451066069773	1.05468327447946e-69	1.94311986332063e-67	ENSG00000074706	IPCEF1	protein_coding	interaction protein for cytohesin exchange factors 1 	45.6633679122885	4.55916488225408
ENSG00000272872	192.643145386669	9.21421286496083	1.05398592703751	304.388458215258	3.64499425202119e-68	6.60351458657839e-66	ENSG00000272872		lncRNA	novel transcript, sense intronic to novel transcript	0.0660490970396403	47.0741704842597
ENSG00000039560	444.339155760811	8.29100794723904	0.532276288505815	300.808286017459	2.19620991680134e-67	3.91357406485748e-65	ENSG00000039560	RAI14	protein_coding	retinoic acid induced 14 	0.0514951670228145	14.5216094722706
ENSG00000290445	275.799571841549	7.8686240972254	0.582229275041217	298.485466437071	7.04271252949414e-67	1.23474653541292e-64	ENSG00000290445	CCNYL2	lncRNA	cyclin Y like 2 (pseudogene) 	0.0431514398038509	11.1167096447927
ENSG00000226530	213.515512289041	6.79414699344844	0.440644394090206	290.567235910534	3.74077127365391e-65	6.4543148800981e-63	ENSG00000226530		lncRNA	novel transcript	0.032333684110643	4.41253220395606
ENSG00000188906	475.363069199679	-3.46740876771008	0.196997460354565	290.47495230009	3.91803936838869e-65	6.65454498974766e-63	ENSG00000188906	LRRK2	protein_coding	leucine rich repeat kinase 2 	10.4988646020508	0.995875646892386
ENSG00000187537	183.54726637911	8.60123921839731	0.877623828857348	288.66534812343	9.71330783216718e-65	1.62436394054857e-62	ENSG00000187537	POTEG	protein_coding	POTE ankyrin domain family member G 	0	12.0201293648595
ENSG00000174749	683.189060178118	3.56656505223801	0.198670188359188	285.587086843403	4.55108764101907e-64	7.4955034330117e-62	ENSG00000174749	FAM241A	protein_coding	family with sequence similarity 241 member A 	0.739916456206293	9.30458020016717
ENSG00000290415	192.004680942816	9.03447077214494	1.05431532123905	284.079248614195	9.69794472716268e-64	1.57338297289938e-61	ENSG00000290415		lncRNA	novel transcript	0.0756194872358088	48.1148275558507
ENSG00000170430	256.374923983915	5.23402248360817	0.31956699077549	281.586681495828	3.38714803832298e-63	5.4144557612604e-61	ENSG00000170430	MGMT	protein_coding	O-6-methylguanine-DNA methyltransferase 	0.568369138039633	26.515544930873
ENSG00000151136	219.095115524842	11.2572655806154	1.21598335799033	281.108086835874	4.30652024310601e-63	6.78432971631338e-61	ENSG00000151136	ABTB3	protein_coding	ankyrin repeat and BTB domain containing 3 	0	5.18140520594582
ENSG00000291130	373.025294883103	4.8692257713044	0.282029070746614	274.617021750586	1.11861447098163e-61	1.73704847136719e-59	ENSG00000291130		lncRNA	novel transcript	0.757703307790804	25.8476428112997
ENSG00000010278	1463.39662103692	2.10955394608626	0.124740700077118	269.393096760742	1.5387983398712e-60	2.35587858512675e-58	ENSG00000010278	CD9	protein_coding	CD9 molecule 	31.2830080963422	140.076740860348
ENSG00000244405	166.304123994988	-10.7802156736251	1.2136511135324	264.2845096692	1.99813158236087e-59	3.01662365281426e-57	ENSG00000244405	ETV5	protein_coding	ETS variant transcription factor 5 	10.6996035541618	0
ENSG00000154080	307.198024362959	5.36307257582025	0.32797025379495	261.171872591587	9.52967453985495e-59	1.41900770203046e-56	ENSG00000154080	CHST9	protein_coding	carbohydrate sulfotransferase 9 	0.345489467770347	12.3983959470179
ENSG00000137766	2051.62258281869	2.31550064596148	0.137679653243334	261.040369856103	1.01798661157393e-58	1.49533979294711e-56	ENSG00000137766	UNC13C	protein_coding	unc-13 homolog C 	25.9576602438834	132.712076910807
ENSG00000196664	958.319722342463	-3.1711190539185	0.185011701429271	260.484756840764	1.34539899228396e-58	1.94993160615022e-56	ENSG00000196664	TLR7	protein_coding	toll like receptor 7 	22.770465830693	2.41396446853426
ENSG00000154263	949.766978837652	4.10997518177104	0.233022331486134	259.074310142011	2.73083702318303e-58	3.90581558447362e-56	ENSG00000154263	ABCA10	protein_coding	ATP binding cassette subfamily A member 10 	3.47399453342602	52.8100621403405
ENSG00000198062	221.105820386284	9.41025914651413	1.0675538365874	253.490692690834	4.50254278453331e-57	6.35618702180222e-55	ENSG00000198062	POTEH	protein_coding	POTE ankyrin domain family member H 	0	13.1888484935311
ENSG00000182195	177.747339871478	10.9547996414132	1.21831990977863	252.677821029393	6.7711545814672e-57	9.4362115769934e-55	ENSG00000182195	LDOC1	protein_coding	LDOC1 regulator of NFKB signaling 	0	19.7623542891821
ENSG00000156052	745.53011701747	3.12924260813593	0.186913168911087	250.958392578942	1.60510343195828e-56	2.20854105131475e-54	ENSG00000156052	GNAQ	protein_coding	G protein subunit alpha q 	1.61258353963521	13.2762107957189
ENSG00000188848	460.963866422597	-3.80573853978777	0.228769128575049	249.768125863811	2.91736268725958e-56	3.96396655131396e-54	ENSG00000188848	BEND4	protein_coding	BEN domain containing 4 	6.50122679227914	0.416529529482777
ENSG00000138449	175.671556992068	10.0669139363817	1.21841476563511	248.390038508871	5.82680188854962e-56	7.81942426278202e-54	ENSG00000138449	SLC40A1	protein_coding	solute carrier family 40 member 1 	0	9.04288395766989
ENSG00000129116	1466.79462438274	-4.71609763325637	0.265373375510647	247.296598338919	1.00883050312422e-55	1.33731555719028e-53	ENSG00000129116	PALLD	protein_coding	palladin, cytoskeletal associated protein 	62.9265873462339	2.36327548691012
ENSG00000179873	187.604809571371	5.56762629118198	0.385908072830622	244.867957498611	3.41441951922794e-55	4.47165544265153e-53	ENSG00000179873	NLRP11	protein_coding	NLR family pyrin domain containing 11 	0.170661667527297	7.32019188835874
