baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000206195.11	2125.95007679829	8.36416630908622	0.269284369984542	1666.88710385845	0	0
ENSG00000222036.8	1761.31307115717	9.10703474403385	0.342611807617344	1884.09465560995	0	0
ENSG00000274827.4	1248.27132594502	10.9563964291	0.738977567585762	1114.82031826924	1.98514694629373e-244	7.19284910207095e-241
ENSG00000101680.16	1953.6374731457	7.47965504508342	0.238034140489781	1112.74446796327	5.60998653480352e-244	1.52451384083286e-240
ENSG00000103187.8	4088.41739543635	-3.3841770697111	0.100426278951622	987.493348382396	9.39243559483122e-217	2.04191549831631e-213
ENSG00000140937.14	883.367183938117	7.7382461440252	0.325498250124231	813.105117451966	7.63486513258782e-179	1.38318306652049e-175
ENSG00000183580.10	771.094554083362	9.85766792479771	0.670018282720768	799.328236821926	7.55291518716471e-176	1.17285982977829e-172
ENSG00000134909.19	550.45700990285	11.8797018812219	1.19231031785773	772.828392710188	4.36299959394514e-170	5.92822569827296e-167
ENSG00000151276.24	1380.48008224496	7.5181203201698	0.288209534910582	766.637328619459	9.68054266007626e-169	1.16919443016699e-165
ENSG00000272620.2	1583.77912975687	7.81414138859344	0.289799236616902	765.769803296578	1.49460234175002e-168	1.62463274548227e-165
ENSG00000005249.13	938.639731224821	6.88004224678292	0.272332352007445	714.525499102478	2.07531860578879e-157	2.05079211317492e-154
ENSG00000167306.21	1618.93721989485	7.33552700647607	0.267441871313649	680.583193686066	4.99000419152926e-150	4.52011213016025e-147
ENSG00000156299.15	572.778310839327	7.90120236169872	0.453188968525603	643.89928371584	4.74139681847427e-142	3.96453718590887e-139
ENSG00000072840.13	583.154683073221	7.18754992287653	0.342398246910892	618.181617976231	1.8588722784528e-136	1.44328154762728e-133
ENSG00000102935.12	936.9028579255	7.94710614504643	0.359478535077197	606.382015251621	6.849707933043e-134	4.65352032701109e-131
ENSG00000116667.15	557.693074656734	10.8792452983332	1.04406699985929	606.470060924036	6.55423116972457e-134	4.65352032701109e-131
ENSG00000134369.16	975.654170907103	6.8575588187251	0.283592893393943	584.473704425899	3.9899306550948e-129	2.55120860122826e-126
ENSG00000239887.6	403.787867487691	9.76508663427857	0.857146835596229	581.538563037459	1.73545242436114e-128	1.04802043626698e-125
ENSG00000185904.12	579.254814667676	7.0839820214153	0.350881402627763	573.888068806027	8.00870354335067e-127	4.5818214482222e-124
ENSG00000164142.16	607.11202635715	9.84563038229303	0.684636823269057	548.968119806404	2.11089374549647e-121	1.14727075067733e-118
ENSG00000157827.20	994.650611977663	5.79261980850027	0.233544079597389	535.209784260802	2.07750637658466e-118	1.07535687207025e-115
ENSG00000152990.14	1016.52733081504	4.43481959078107	0.18189546442049	534.003290683746	3.8020459038719e-118	1.87855631704943e-115
ENSG00000101144.13	364.576796540975	10.1094430255176	0.862927600574206	531.630553339878	1.24799868582521e-117	5.89815031083479e-115
ENSG00000119698.12	329.444198135555	9.61767762823128	0.860426152057267	515.571398334511	3.89090548754841e-114	1.69176570598605e-111
ENSG00000163347.6	485.010722847825	9.97361375160644	0.86300665308061	515.593435716186	3.84818621235269e-114	1.69176570598605e-111
ENSG00000168961.17	2021.79979360908	-4.30937926911542	0.17215627407149	514.763855318481	5.8310329639779e-114	2.43782031993999e-111
ENSG00000086717.19	483.271884388404	7.88099485508691	0.469633391469862	505.65139489478	5.60214694552082e-112	2.2553828628819e-109
ENSG00000170627.11	381.605094117747	8.14905675665342	0.550053068747987	503.81848447001	1.40330282669399e-111	5.44782204505846e-109
ENSG00000164023.15	522.968387730855	7.76331813800743	0.429660420042588	487.695096930063	4.52204789703796e-108	1.69498829795871e-105
ENSG00000155093.19	416.80728673111	9.32436512241325	0.756315892767358	476.640693711341	1.15007592210272e-105	4.16710842441884e-103
ENSG00000115183.15	484.273320633173	7.69755610743057	0.442779993341799	470.55136696429	2.43101357672237e-104	8.52423147708778e-102
ENSG00000196581.11	253.539376998853	11.1392277481676	1.10489376586739	465.385804029286	3.2349080523199e-103	1.09885782902242e-100
ENSG00000154655.16	334.55345666999	7.69878348575579	0.457289964613864	461.84231705883	1.90973443983942e-102	6.29054950334983e-100
ENSG00000260073.2	264.789407663524	11.532002323906	1.19950338523379	442.997107465166	2.41082173019015e-98	7.70753888446085e-96
ENSG00000162374.18	255.790689045784	11.482362496046	1.20062877427454	423.171931682841	4.97787436273096e-94	1.54598555208244e-91
ENSG00000149294.17	728.475982408238	9.32907809122266	0.641257114647766	415.897075407442	1.90768494350033e-92	5.76014870440237e-90
ENSG00000101311.17	674.439038271962	6.47443349986385	0.308436291519844	404.711308839231	5.19226377881925e-90	1.52540289934501e-87
ENSG00000206190.13	339.021249851621	6.92366067703252	0.413804152713463	399.137598353094	8.48533805960525e-89	2.42725328178708e-86
ENSG00000197959.15	557.351604643594	3.59964107811588	0.179781918602877	370.937960031535	1.16942351852621e-82	3.25939324266152e-80
ENSG00000189337.17	687.346567048051	6.39526204781893	0.312594224984243	366.030818480312	1.36905343221576e-81	3.72040270204634e-79
ENSG00000107130.10	452.158837446093	4.9990463964958	0.258589506616264	365.594400483485	1.70390361259573e-81	4.51742250461355e-79
ENSG00000261115.7	1024.99379057278	2.63495448245518	0.133062291210867	364.833522744355	2.49526962881801e-81	6.45799544410758e-79
ENSG00000104723.21	352.270336652174	5.55656264728036	0.317339429224571	362.192419470808	9.37982846725626e-81	2.37113338230408e-78
ENSG00000187134.14	310.560410285321	8.99710272581564	0.771198758469677	360.452304911404	2.2443781731715e-80	5.5446342596305e-78
ENSG00000162733.19	627.335207668536	4.76284203823434	0.2369184492262	358.817929666669	5.09304523871522e-80	1.23025337210743e-77
ENSG00000123892.12	879.777959022797	-3.01730235372229	0.153442628904998	354.8357607121	3.75063252614267e-79	8.86290773025454e-77
ENSG00000157657.15	348.751196299761	5.60485569989572	0.309141354240412	354.396675508743	4.67431560271772e-79	1.0810598000328e-76
ENSG00000218336.9	647.957848979464	5.14120274176832	0.262279121209354	346.208840149786	2.8361621446111e-77	6.42272552331721e-75
ENSG00000134775.16	834.713839623708	3.58757133165835	0.182150390052248	343.411784151761	1.153069424364e-76	2.55793155976259e-74
ENSG00000198929.13	212.194834783364	8.48397828740315	0.764369293042233	336.795190101052	3.18295697460675e-75	6.91974846279507e-73
ENSG00000169083.18	258.095608885148	10.4994827618771	1.2082988846477	335.368639443833	6.50906514242728e-75	1.38732427643499e-72
ENSG00000291205.1	264.943883595848	9.04906320432462	0.875153344411052	326.221719600152	6.39316687496828e-73	1.33641776790202e-70
ENSG00000139946.11	225.477063241327	8.85560525812552	0.872547810606737	325.953844964342	7.31242766673089e-73	1.4997375233465e-70
ENSG00000115232.14	4078.64157080076	-5.2141819780881	0.246184152839898	324.63836969283	1.41444550843139e-72	2.8472264216017e-70
ENSG00000172020.13	439.551954170569	8.07785320767441	0.537341852114986	321.09203222045	8.37595290732303e-72	1.65539287459275e-69
ENSG00000205045.12	620.502061481548	-3.9533403075466	0.208268394316126	320.606441481248	1.06857630890604e-71	2.07418294246584e-69
ENSG00000183722.9	490.245040982665	4.71055423251808	0.251632654078385	314.410465601234	2.39031947520253e-70	4.55838117464062e-68
ENSG00000196549.13	429.487858681443	9.19768551770583	0.871076701619253	311.649573544094	9.54727044976375e-70	1.78929016877469e-67
ENSG00000074706.14	1533.53235656807	-3.38485908760458	0.177991164326354	311.451066069773	1.05468327447946e-69	1.94311986332063e-67
ENSG00000272872.1	192.643145386669	9.21421286496083	1.05398592703751	304.388458215258	3.64499425202119e-68	6.60351458657839e-66
ENSG00000039560.14	444.339155760811	8.29100794723904	0.532276288505815	300.808286017459	2.19620991680134e-67	3.91357406485748e-65
ENSG00000290445.1	275.799571841549	7.8686240972254	0.582229275041217	298.485466437071	7.04271252949394e-67	1.23474653541289e-64
ENSG00000226530.4	213.515512289041	6.79414699344844	0.440644394090206	290.567235910534	3.74077127365391e-65	6.45431488009809e-63
ENSG00000188906.17	475.363069199679	-3.46740876771008	0.196997460354565	290.47495230009	3.91803936838869e-65	6.65454498974766e-63
ENSG00000187537.13	183.54726637911	8.60123921839731	0.877623828857348	288.66534812343	9.71330783216718e-65	1.62436394054857e-62
ENSG00000174749.6	683.189060178118	3.56656505223801	0.198670188359188	285.587086843403	4.55108764101907e-64	7.49550343301171e-62
ENSG00000290415.1	192.004680942816	9.03447077214494	1.05431532123905	284.079248614195	9.69794472716268e-64	1.57338297289938e-61
ENSG00000170430.10	256.374923983915	5.23402248360817	0.31956699077549	281.586681495828	3.38714803832298e-63	5.4144557612604e-61
ENSG00000151136.15	219.095115524842	11.2572655806154	1.21598335799033	281.108086835874	4.30652024310613e-63	6.78432971631357e-61
ENSG00000291130.1	373.025294883103	4.8692257713044	0.282029070746614	274.617021750586	1.1186144709816e-61	1.73704847136714e-59
ENSG00000010278.15	1463.39662103692	2.10955394608626	0.124740700077118	269.393096760742	1.5387983398712e-60	2.35587858512675e-58
ENSG00000244405.8	166.304123994988	-10.7802156736251	1.2136511135324	264.2845096692	1.99813158236087e-59	3.01662365281426e-57
ENSG00000154080.14	307.198024362959	5.36307257582025	0.32797025379495	261.171872591587	9.52967453985522e-59	1.4190077020305e-56
ENSG00000137766.18	2051.62258281869	2.31550064596148	0.137679653243334	261.040369856103	1.0179866115739e-58	1.49533979294707e-56
ENSG00000196664.5	958.319722342463	-3.1711190539185	0.185011701429271	260.484756840764	1.34539899228396e-58	1.94993160615022e-56
ENSG00000154263.18	949.766978837652	4.10997518177104	0.233022331486134	259.074310142011	2.73083702318303e-58	3.90581558447362e-56
ENSG00000198062.16	221.105820386284	9.41025914651413	1.0675538365874	253.490692690834	4.50254278453331e-57	6.35618702180222e-55
ENSG00000182195.9	177.747339871478	10.9547996414132	1.21831990977863	252.677821029393	6.7711545814672e-57	9.4362115769934e-55
ENSG00000156052.11	745.53011701747	3.12924260813593	0.186913168911087	250.958392578942	1.60510343195828e-56	2.20854105131475e-54
ENSG00000188848.17	460.963866422597	-3.80573853978777	0.228769128575049	249.768125863811	2.91736268725967e-56	3.96396655131407e-54
ENSG00000138449.11	175.671556992068	10.0669139363817	1.21841476563511	248.390038508871	5.82680188854962e-56	7.81942426278203e-54
ENSG00000129116.20	1466.79462438274	-4.71609763325637	0.265373375510647	247.296598338919	1.00883050312419e-55	1.33731555719024e-53
ENSG00000179873.14	187.604809571371	5.56762629118198	0.385908072830622	244.867957498611	3.41441951922794e-55	4.47165544265153e-53
ENSG00000172380.6	160.78845039783	10.81078892401	1.21853201263442	243.841324138794	5.71679328153033e-55	7.39780273455175e-53
ENSG00000060709.16	364.780851954268	7.25054393735983	0.510652979191923	243.349461187735	7.31802860203959e-55	9.35846716519651e-53
ENSG00000027075.17	1862.86555937205	-2.05095698730932	0.127578481225755	243.008519093267	8.68421823723426e-55	1.09764479347368e-52
ENSG00000151948.12	454.42128771722	-5.43272205649132	0.32940623047857	242.124905201479	1.35328626346779e-54	1.6908300786086e-52
ENSG00000010810.17	1322.02390682246	-3.09927752597975	0.187617594599005	241.068896570704	2.29953739537383e-54	2.84045130542199e-52
ENSG00000168952.16	452.577627891796	3.49947853728094	0.217614798207185	235.496558562527	3.77306987341683e-53	4.60823253079111e-51
ENSG00000119042.18	525.436337310956	4.20659722307888	0.256184772000227	235.350271142788	4.06064072419184e-53	4.90435163021837e-51
