baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionko	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0030594	1451.80226874298	-1.70715071110539	0.251276835860334	43.8235910066267	3.59347373358749e-11	1.28375757996664e-09	12.2986932279585	53.2166491223796	FBgn0030594	fezzik	protein_coding	32420
FBgn0011834	119.307280230009	1.75836249729575	0.263090986808771	43.6981807723389	3.83127757800536e-11	1.36319328017417e-09	10.7153109408959	4.66267270365646	FBgn0011834	Serine protease 6	protein_coding	33073
FBgn0053465	90.7141541862915	2.15000226289424	0.320296071352821	43.6765904322947	3.87377851267438e-11	1.37277998376862e-09	3.97621441594892	1.316203746898	FBgn0053465		protein_coding	3885587
FBgn0030073	5691.73769929205	2.46882193337618	0.354566956671254	43.5521478540224	4.12810858866282e-11	1.45705720745443e-09	452.060291806905	121.508454745843	FBgn0030073		protein_coding	31824
FBgn0002773	69466.2609853345	1.70472762390962	0.251440280089621	43.5200014009276	4.1964816307147e-11	1.47528900037556e-09	1806.48241738568	920.919100067578	FBgn0002773	Myosin light chain 2	protein_coding	43587
FBgn0263390	366.973448267868	1.44216790689848	0.215620741795452	43.4541265931704	4.34015424161076e-11	1.51974289793545e-09	11.7654384398991	5.39286914509236	FBgn0263390	Na[+]/H[+] hydrogen antiporter 2	protein_coding	42710
FBgn0033304	649.262709659837	-1.25711686679898	0.188517871318895	43.3937859127283	4.47607335706867e-11	1.56114115821241e-09	10.3176090249161	35.4499387756462	FBgn0033304	Cytochrome P450 6a13	protein_coding	35837
FBgn0031703	515.681688599797	1.99091302577128	0.293538804414431	43.1268734396103	5.13027321961499e-11	1.77637633429751e-09	17.8389190424703	5.41226434582026	FBgn0031703	Acyl-CoA synthetase family member 2	protein_coding	33766
FBgn0034756	384.133890041495	2.5923827576768	0.374661526964412	43.1256608323854	5.13345382191598e-11	1.77637633429751e-09	14.157780768541	3.61721221425064	FBgn0034756	Cytochrome P450 6d2	protein_coding	37594
FBgn0266486	643.541482574513	1.14657430483038	0.17289148660703	43.1154139545719	5.16040975164523e-11	1.77872873627021e-09	20.0138937649484	12.4487132594953	FBgn0266486		protein_coding	19834931
FBgn0032282	4592.33849588317	2.93407305943207	0.415682725801686	43.0987194237348	5.20463097705658e-11	1.7869908070641e-09	605.383142489388	126.630052848919	FBgn0032282		protein_coding	34468
FBgn0002571	2082.95475361704	2.67886205666342	0.384607228477571	42.9305045680308	5.67193148532126e-11	1.93239858789478e-09	91.7512903070364	17.6042815565872	FBgn0002571	Maltase A3	protein_coding	35826
FBgn0036606	73.3274596803819	3.72120323786743	0.538058241641106	42.9332044148991	5.66410934402708e-11	1.93239858789478e-09	12.8132608039364	1.94680022725054	FBgn0036606		protein_coding	39802
FBgn0052499	1540.18776117477	1.6470611924459	0.246386615820636	42.5575231913652	6.86337787478666e-11	2.32932486027375e-09	50.6888214528677	23.9874214336726	FBgn0052499	Chitin deacetylase-like 4	protein_coding	33144
FBgn0033836	357.284153571387	-1.40216014449544	0.21247115152105	42.4689892627137	7.18118125290537e-11	2.42784457377919e-09	5.41937246068284	18.3374117547892	FBgn0033836		protein_coding	36487
FBgn0032066	575.512243863484	1.92245869608611	0.286706390251405	42.2962110561156	7.84443876609512e-11	2.64195907145127e-09	10.4774468806426	4.83640327454153	FBgn0032066	Lysosomal alpha-mannosidase III	protein_coding	34203
FBgn0266490	403.621436203242	1.16138171832577	0.177076293706039	42.2878456363493	7.87806448740029e-11	2.64319547668518e-09	92.2810274362447	54.9190705175992	FBgn0266490		protein_coding	19835262
FBgn0261675	1116.95921610523	2.03982929847989	0.303282013371818	42.0652646575436	8.82773965756269e-11	2.95060510372474e-09	16.5354201345015	5.8489025797466	FBgn0261675	Niemann-Pick type C-1b	protein_coding	33072
FBgn0027356	1092.62682875169	1.0472965765489	0.160217060205886	41.9670285083167	9.28254838390424e-11	3.09091346941778e-09	19.2484761873758	14.2507726800837	FBgn0027356	Amphiphysin	protein_coding	36383
FBgn0030478	5623.7822674136	1.18379382924479	0.180374133820478	41.9410945054864	9.4064814243565e-11	3.1204057176136e-09	137.741588205084	86.518478957933	FBgn0030478		protein_coding	32292
FBgn0033033	2287.2200090763	1.65081415170403	0.248905465621828	41.8490879543108	9.85967523074664e-11	3.25849341708271e-09	47.7383863996585	19.681504854769	FBgn0033033	scarface	protein_coding	35505
FBgn0035742	917.313326577786	2.6862044250654	0.392014785353732	41.6520189388565	1.09052719196628e-10	3.59060147086212e-09	651.102528356822	127.277158755839	FBgn0035742	Acyl-CoA binding protein 4	protein_coding	38781
FBgn0035929	212.611170006245	1.53364554570201	0.234653206842409	41.6083046973571	1.115185499202e-10	3.6445914240587e-09	32.4179589346223	18.8785743558361	FBgn0035929		protein_coding	39008
FBgn0031801	304.803078976612	2.1865457704989	0.32747295090367	41.4789434536625	1.19147384340135e-10	3.87954435209356e-09	17.2165245178747	5.01872697689416	FBgn0031801		protein_coding	33885
FBgn0051198	10876.6378396054	1.96961690581619	0.295954600616909	41.2425263641124	1.34464988152123e-10	4.36220240975858e-09	241.088124615841	77.4780428239033	FBgn0051198		protein_coding	318622
FBgn0034468	1425.08292795876	2.18834815692362	0.327016521919305	41.1775754824327	1.39008218199042e-10	4.49307149226501e-09	280.514818150171	84.3099381481654	FBgn0034468	Odorant-binding protein 56a	protein_coding	37264
FBgn0011455	1303.7215619356	1.00309693006679	0.155214940435362	41.0659405669611	1.47178879308395e-10	4.73980449276377e-09	140.13771347023	102.862120583801	FBgn0011455	NADH dehydrogenase (ubiquinone) SGDH subunit	protein_coding	46260
FBgn0039613	105.682910663113	1.84117455402345	0.284014841523179	41.0358008001758	1.49466108979956e-10	4.79595980232412e-09	3.5956004241365	1.27111186779133	FBgn0039613	Neprilysin-like 20	protein_coding	43412
FBgn0033308	134.075899307244	2.76285700223397	0.412115004988176	40.9567860519437	1.55632677980932e-10	4.97573460327444e-09	18.333029594384	2.99272898469383	FBgn0033308		protein_coding	35841
FBgn0266448	1497.03750847961	1.61851150039507	0.247047669327409	40.9469139514471	1.56420815666407e-10	4.98287825790749e-09	50.8123767850883	24.9307850858987	FBgn0266448		protein_coding	19836061
FBgn0000064	34359.3044301006	1.60680618534681	0.245674501279216	40.7371745245338	1.74142633927591e-10	5.50765090242675e-09	1591.88983706223	742.92274358857	FBgn0000064	Aldolase 1	protein_coding	43183
FBgn0038074	4148.05198437329	3.31834093325715	0.47567646159124	40.7168438022153	1.75963868594489e-10	5.54537563027777e-09	436.449872946929	44.1134072092526	FBgn0038074	Glycine N-methyltransferase	protein_coding	41561
FBgn0037167	93.8497034254451	1.74081598675982	0.271116823749788	40.6839569447436	1.78950341620904e-10	5.61942282726994e-09	6.19213760712973	3.17914359605454	FBgn0037167		protein_coding	40472
FBgn0025709	328.590512410537	1.49180032595912	0.230363930383627	40.6769749196579	1.7959088390696e-10	5.61953886381212e-09	9.33848771803045	5.6628014541257	FBgn0025709	Concentrative nucleoside transporter 2	protein_coding	35914
FBgn0039873	256.158078641956	2.73624576160418	0.406379763807965	40.6567074244133	1.81463287734155e-10	5.65806378433282e-09	10.8509699853989	1.65514992697716	FBgn0039873	Sodium-dependent multivitamin transporter	protein_coding	43744
FBgn0038858	446.161713284374	2.10423744754085	0.319762424291263	40.3110626595065	2.16579125362289e-10	6.72920493731281e-09	42.5913761673093	17.6419723476063	FBgn0038858		protein_coding	42505
FBgn0004117	21882.798246163	1.5527399588179	0.239515198336648	40.149524889761	2.35248698128771e-10	7.28362986767817e-09	1243.81943084772	666.036132625338	FBgn0004117	Tropomyosin 2	protein_coding	41853
FBgn0001091	35000.9958703778	1.55977427793377	0.240855983553879	40.0459235892195	2.48061859360406e-10	7.64080849631992e-09	1874.03435233046	910.009555724498	FBgn0001091	Glyceraldehyde 3 phosphate dehydrogenase 1	protein_coding	35728
FBgn0038294	18868.4490992366	1.50732635319788	0.233117116618642	40.0423445608638	2.48516776795537e-10	7.64080849631992e-09	1000.36013701393	570.954502781997	FBgn0038294	Myofilin	protein_coding	41824
FBgn0038938	536.550386910379	2.21536671991494	0.336734460899148	39.9163571009159	2.65074069276572e-10	8.09347262040301e-09	13.7479129135872	3.84380646008344	FBgn0038938		protein_coding	42606
FBgn0262531	335.169793880091	-2.63899802754235	0.396737730797313	39.8959936963298	2.6785203249422e-10	8.12208362449828e-09	5.16138885028793	49.7770902860829	FBgn0262531		protein_coding	12797926
FBgn0001128	4279.11219661923	1.36716793235174	0.212760806162103	39.8653867867117	2.72082329101049e-10	8.2221043561221e-09	178.275867800493	81.4098555125883	FBgn0001128	Glycerol-3-phosphate dehydrogenase 1	protein_coding	33824
FBgn0038662	948.047332282652	1.38490209097327	0.21587474439077	39.815953526129	2.79056394793835e-10	8.40407381454197e-09	65.6540789333656	33.8023658947109	FBgn0038662	Mitochondrial pyruvate carrier	protein_coding	42268
FBgn0028532	467.276878026186	1.8985556646337	0.292415256448484	39.7660696551042	2.86275463683681e-10	8.59215881477824e-09	43.951312539555	18.2247397433466	FBgn0028532		protein_coding	34802
FBgn0030956	187.672968084056	-1.35519902388463	0.214078382367405	39.6682403036523	3.00980466440213e-10	9.00288690124894e-09	1.98341122130848	8.40925060348339	FBgn0030956		protein_coding	32866
FBgn0034755	82.0134523576916	1.90772364322734	0.300757236347936	39.5587834384461	3.18331431301504e-10	9.48971807366376e-09	16.3789633079916	6.51757817968625	FBgn0034755		protein_coding	37593
FBgn0039674	2213.9659694929	1.3044295434352	0.20439158759776	39.4730031130141	3.32626284217005e-10	9.88247249808367e-09	82.1758400876497	50.8259021777131	FBgn0039674		protein_coding	43483
FBgn0036992	92.9102501488671	2.75049846123049	0.424122064853138	38.9297845867773	4.39326210951873e-10	1.29652658375897e-08	6.16171579073361	1.1575511014197	FBgn0036992	4-hydroxyphenylpyruvate dioxygenase	protein_coding	40263
FBgn0034645	1094.29619027485	1.02552788366468	0.163070309732005	38.8715272467635	4.52634686923943e-10	1.33134949247229e-08	332.144754658871	236.551116288156	FBgn0034645	NADH dehydrogenase (ubiquinone) B12 subunit	protein_coding	37466
FBgn0038412	1193.84556299952	1.52061470774048	0.239039187115173	38.8309966593575	4.62130975138057e-10	1.35476535701602e-08	37.2088612113479	18.2756196665693	FBgn0038412	Zinc/iron regulated transporter-related protein 89B	protein_coding	41975
FBgn0039428	47.6629696813141	3.81505534921977	0.591461361196336	38.7641270072562	4.78236493843496e-10	1.39272568372112e-08	24.3217419892012	2.23356177924126	FBgn0039428		protein_coding	43194
FBgn0019952	3832.45870629338	-1.44856447339595	0.228825296263363	38.5398518001157	5.36469914885887e-10	1.55717451610298e-08	39.2303738172478	151.974207918999	FBgn0019952	Organic cation transporter	protein_coding	42891
FBgn0037758	3351.82235897339	1.17576072073824	0.18718529888307	38.445801722633	5.62955548585386e-10	1.62869500351392e-08	65.8533216045186	37.2374369832431	FBgn0037758		protein_coding	41207
FBgn0286222	4275.57289627083	1.11006012538053	0.177140237937239	38.3640907183061	5.87026915991093e-10	1.69278611330242e-08	151.344761924692	103.409311802531	FBgn0286222	Fumarase 1	protein_coding	31605
FBgn0250814	3983.34814399716	1.08514860054318	0.174260271408398	37.9323485719795	7.32407222410528e-10	2.09829913329562e-08	147.201551972657	103.920813432662	FBgn0250814	Ubiquinol-cytochrome c reductase core protein 2	protein_coding	39846
FBgn0050187	214.131571687743	1.78816867513365	0.284291682576758	37.910094769621	7.40809302873931e-10	2.11550203513255e-08	9.63519887533591	3.81807152967869	FBgn0050187		protein_coding	246509
FBgn0033968	2275.0870229758	1.54133147456599	0.24503870353765	37.8707820383074	7.55888620400185e-10	2.1516003827133e-08	266.695246326398	132.09157810997	FBgn0033968	hase und igel	protein_coding	36648
FBgn0037912	1854.57779760818	1.17913985803237	0.190243775181309	37.4611395030241	9.32525706262717e-10	2.64585428683672e-08	96.1063693335976	56.9032661675181	FBgn0037912	scheggia	protein_coding	3772221
FBgn0011361	1578.69801912512	1.00997715065919	0.163561217253765	37.4509340769136	9.37417923668328e-10	2.65121017899017e-08	179.502587374011	128.04700409746	FBgn0011361	NADH dehydrogenase (ubiquinone) acyl carrier protein	protein_coding	38154
FBgn0032162	339.555493725051	1.09470488353618	0.177699904336323	37.4184359016413	9.53168571926345e-10	2.68714360341152e-08	22.6222940226129	14.9347196125619	FBgn0032162		protein_coding	34317
FBgn0038130	318.041048861246	2.07102720594308	0.328037942910798	37.3030909330546	1.01124203054761e-09	2.84178333680005e-08	10.044553819674	3.75065293260144	FBgn0038130		protein_coding	41629
FBgn0031860	300.689683127745	2.02121774591385	0.320945376910879	37.2474914197386	1.04048750451365e-09	2.91468626661221e-08	17.4029171425584	6.52006356974367	FBgn0031860	D-amino acid oxidase 2	protein_coding	33955
FBgn0004654	4610.26463661884	1.03428297681473	0.16798708550113	37.1456079407725	1.0962938974096e-09	3.06129662998174e-08	162.213541156256	114.600762145384	FBgn0004654	Phosphogluconate dehydrogenase	protein_coding	31185
FBgn0001285	3340.77586958435	2.1359665579908	0.33685292223194	37.0409048752573	1.1567689243565e-09	3.21997759890278e-08	247.625568259633	112.516542758433	FBgn0001285	Jonah 44E	protein_coding	35853
FBgn0027657	706.380555665404	2.35322956958992	0.369223641224884	36.9984110017476	1.18225554364597e-09	3.27212806321252e-08	50.2812751109124	16.3549333197529	FBgn0027657	globin 1	protein_coding	41930
FBgn0031522	555.373977887171	1.65239875722221	0.265537826365521	36.9973150046631	1.18292027670534e-09	3.27212806321252e-08	20.9600333513649	11.2925223423866	FBgn0031522		protein_coding	33547
FBgn0016675	773.245080674447	1.23739631350864	0.201130534159775	36.8918869799655	1.24864451876826e-09	3.44313726050347e-08	88.0737297771469	53.5362322805959	FBgn0016675	Galactose-specific C-type lectin	protein_coding	35216
FBgn0262559	10190.9283386497	1.1985420366934	0.194788698092949	36.8291885824335	1.28945205567601e-09	3.54458720850003e-08	504.998305839592	330.360417616234	FBgn0262559	Malate dehydrogenase 2	protein_coding	42185
FBgn0259238	1342.99216301565	1.20263682790531	0.196441254086324	36.5265328846207	1.50602214901591e-09	4.1270619387939e-08	255.89295138288	145.234743870218	FBgn0259238		protein_coding	36205
FBgn0038795	263.574489162573	2.30021714843212	0.365770918156047	36.5100055800674	1.51884595387836e-09	4.14931786285532e-08	15.4806883363986	4.66302310053503	FBgn0038795		protein_coding	42421
FBgn0032603	241.664479723576	1.77994576515062	0.288460295887165	36.4016663906036	1.60565881036998e-09	4.37294238972366e-08	9.05343270629258	4.11062575844364	FBgn0032603		protein_coding	35009
FBgn0038017	372.344612125253	1.35009435420814	0.221003671348761	36.3678503287772	1.63376027307788e-09	4.42217811338627e-08	25.4592995829723	13.4932842587402	FBgn0038017		protein_coding	41499
FBgn0038098	1493.46911841008	1.73129416413891	0.279487451703269	36.3514151760851	1.64759534505333e-09	4.4459881727066e-08	37.8659756992159	16.7752489241816	FBgn0038098		protein_coding	41589
FBgn0035046	682.250628073805	1.11687902794505	0.183535372372501	36.3235917684819	1.67128495562511e-09	4.49616416110854e-08	82.4131085563085	55.8468981005555	FBgn0035046	NADH dehydrogenase (ubiquinone) 19 kDa subunit	protein_coding	37946
FBgn0029848	518.672665330789	1.65431714849016	0.268464069200894	36.2896581151618	1.70063912654481e-09	4.54740595534286e-08	18.6516915695383	8.61422136188023	FBgn0029848	Biotinidase	protein_coding	31552
FBgn0050424	67.2495321115844	-2.05888080328509	0.341826133296186	36.2943599225664	1.69654124052074e-09	4.54740595534286e-08	1.26520857359896	9.05551497489034	FBgn0050424	cGAS-like receptor 2	protein_coding	246606
FBgn0062565	24.5359362032368	8.26773356685302	1.43627506498073	36.2677534638834	1.71986127576749e-09	4.5849111472424e-08	2.04580642555183	0	FBgn0062565	Odorant receptor 19b	protein_coding	260693
FBgn0033769	91.6834585238771	1.80794805117615	0.297305349225899	36.2174951797323	1.76479103711502e-09	4.69051690105509e-08	5.42504825584885	2.17426226463393	FBgn0033769		protein_coding	36400
FBgn0038257	630.715267421357	2.52834925642164	0.39877309489658	36.16276702043	1.81505457347999e-09	4.79522202287048e-08	51.0768977889279	13.6901074275907	FBgn0038257	Senescence marker protein-30	protein_coding	41786
FBgn0028699	294.666329444638	1.76607773049331	0.28710776891903	36.1281298613928	1.84760426366572e-09	4.86664478286158e-08	11.9419741711583	4.43790557240376	FBgn0028699	Rh50	protein_coding	38589
FBgn0052379	116.817241046826	2.46039945110436	0.39504578177987	36.104319339262	1.87031817882955e-09	4.91181178868808e-08	6.59284007719302	1.96813469117857	FBgn0052379		protein_coding	326211
FBgn0051087	620.746743655374	1.45921897062651	0.238664442828638	36.0925403988465	1.88165779487225e-09	4.92692830325006e-08	31.3509814306344	14.7051686348076	FBgn0051087		protein_coding	43062
FBgn0053307	637.031613360502	1.85293529040151	0.300337148747092	35.9019428734551	2.07501699810755e-09	5.41714496784054e-08	105.834474697294	46.2723347789715	FBgn0053307		protein_coding	2768914
FBgn0002569	204.386344309261	1.88765540225417	0.307714665756577	35.8497524365035	2.13135113127257e-09	5.54780011278736e-08	7.64380619764178	2.20125052382302	FBgn0002569	Maltase A2	protein_coding	35825
FBgn0052241	7144.01219339432	2.28998598834985	0.365597174907369	35.7171357648895	2.28148378286239e-09	5.90375744867383e-08	425.371734206245	110.21260837117	FBgn0052241		protein_coding	317934
FBgn0030745	1033.17793909582	1.16445201767438	0.192751274373404	35.6501005323248	2.36135697339852e-09	6.08241442351236e-08	34.3609229093589	21.316693335861	FBgn0030745		protein_coding	32606
FBgn0052284	106.500368850344	2.00701539960409	0.329763866681181	35.6476649437069	2.36431113697273e-09	6.08241442351236e-08	28.816308961018	11.1063756931639	FBgn0052284		protein_coding	317956
FBgn0035041	130.584662601599	-2.61860930694702	0.42429580728324	35.4315874241627	2.64167829550537e-09	6.7762119998661e-08	0.375540844794427	4.74812295472539	FBgn0035041		protein_coding	37940
FBgn0026268	60.22692514057	4.34180100646943	0.686445927733135	35.0142980426738	3.27293181740347e-09	8.37111604544006e-08	4.23848494635263	0.496648425798343	FBgn0026268	Antennal dehydrogenase	protein_coding	32058
FBgn0050054	26.459557321349	-3.99479834877764	0.711187717163062	34.9432955472483	3.39448216231597e-09	8.65691057811449e-08	0.11519246912329	3.87687517612625	FBgn0050054		protein_coding	246420
FBgn0083167	1100.76297382741	1.35085663273579	0.225056443622167	34.8872861364877	3.49354692504492e-09	8.88387840535918e-08	384.796069247315	214.425772276181	FBgn0083167	Neb-cGP	protein_coding	50417
FBgn0038701	2127.15966487746	2.04427743301126	0.333454752427281	34.8642252240246	3.53517182162173e-09	8.94634932082684e-08	91.5121067800192	27.4911476172742	FBgn0038701		protein_coding	42319
FBgn0052302	11788.8987962048	-1.58447453756938	0.26352120592147	34.4799056891729	4.30674564660929e-09	1.08269867765471e-07	296.121128422258	1226.8461539813	FBgn0052302		protein_coding	38293
FBgn0261534	1513.60547173147	1.84392546485015	0.305034405392283	34.3708620509119	4.55491658826769e-09	1.14183477201347e-07	225.14271276312	81.9448331537619	FBgn0261534	lethal (2) 34Fc	protein_coding	34838
FBgn0031470	100.723759640087	-1.55803351719504	0.265425488577217	34.3458563640374	4.61381624198955e-09	1.1533233574877e-07	2.08546553364338	9.8890784314007	FBgn0031470		protein_coding	33483
FBgn0033731	608.579258302625	2.60280961383748	0.420670010590251	34.2344874084582	4.88554317637773e-09	1.21779754204399e-07	49.3795959396714	14.7823735416436	FBgn0033731	Cuticular protein 49Ah	protein_coding	36354
FBgn0029851	78.1125222834803	1.81991645425345	0.308312574819987	34.2286941163797	4.90010871749202e-09	1.21798758656759e-07	3.28502921417769	1.38936677778852	FBgn0029851		protein_coding	31556
FBgn0047038	812.815783688067	1.07579481907215	0.182411176906503	34.1317877340782	5.15030160082698e-09	1.27658037431734e-07	128.893717385909	83.487295942918	FBgn0047038	NADH dehydrogenase (ubiquinone) 13 kDa B subunit	protein_coding	39214
FBgn0038658	731.646135872769	1.67061359191071	0.27944226634705	34.0578603364999	5.34973620957552e-09	1.31493237641489e-07	122.976122911852	39.0458302413002	FBgn0038658		protein_coding	42264
FBgn0031942	170.276305685081	2.85226976148053	0.462607990148611	33.9720131286788	5.59105277188687e-09	1.37042915719805e-07	22.1516138282074	5.96517048893926	FBgn0031942		protein_coding	34055
FBgn0037420	1403.9695834954	2.87227416855688	0.460349376915977	33.91808256599	5.74819658530007e-09	1.40504395204121e-07	245.777275550581	54.0781942692531	FBgn0037420		protein_coding	40767
FBgn0034229	4278.92324551686	2.1953563406122	0.361048212873318	33.9028601144884	5.79334719026155e-09	1.41216838693005e-07	239.962057016572	59.3378651124315	FBgn0034229		protein_coding	36973
FBgn0002719	7637.88931035064	1.70352544170036	0.28584420342621	33.6406203151979	6.62937753324356e-09	1.61150488576698e-07	177.293701655282	92.0733544796959	FBgn0002719	Malic enzyme	protein_coding	47173
FBgn0014368	809.566182622338	3.82303585274013	0.59151067666149	33.591260506674	6.79975568166419e-09	1.64838033337925e-07	73.1419870978261	13.2739975939472	FBgn0014368	no optic lobe	protein_coding	64867
FBgn0086355	14712.7803129116	1.52864664719648	0.25821923273001	33.5261019457462	7.03140150345792e-09	1.69986539360309e-07	981.278215057049	454.129340074335	FBgn0086355	Triose phosphate isomerase	protein_coding	43582
FBgn0031520	112.01919633535	1.83887977938174	0.312487554650195	33.4844184011433	7.18371968896799e-09	1.73194378512168e-07	4.5928638548487	1.50608127410827	FBgn0031520		protein_coding	33545
FBgn0050339	283.021535975527	1.47395999185963	0.251257868260874	33.3774545497823	7.58987506079058e-09	1.82487895194594e-07	23.1167837124297	9.2003119667378	FBgn0050339		protein_coding	246549
FBgn0030612	204.915704247138	1.72500257073334	0.292926264091811	33.3253596140586	7.79593592105453e-09	1.8693298523746e-07	8.48832586436038	3.31146331916557	FBgn0030612	Dihydrolipoamide branched chain transacylase E2	protein_coding	32441
FBgn0031307	3121.087021507	1.22097842513425	0.208595497436554	33.3131922285205	7.84486549483519e-09	1.87596458337197e-07	89.1768827099757	58.9589641521019	FBgn0031307	Major Facilitator Superfamily Transporter 3	protein_coding	33292
FBgn0052669	572.838514928163	1.0175502962166	0.175101393743413	33.2576914175364	8.07198539378824e-09	1.92505943553479e-07	14.6623224037948	10.04168045397	FBgn0052669		protein_coding	326229
FBgn0050052	255.451713734139	1.29884634652292	0.223088306404517	33.2136705250563	8.2568013706294e-09	1.96382790551035e-07	25.0279619671241	14.7737996293736	FBgn0050052	Odorant-binding protein 49a	protein_coding	36399
FBgn0037222	306.820613419598	-1.40432412319171	0.240583826019571	33.1674436155143	8.45544289422364e-09	2.00566742200617e-07	6.1357544382057	22.897742300724	FBgn0037222		protein_coding	40532
FBgn0004169	25233.2959774237	1.54855353546679	0.263151999138719	33.0880414987401	8.80787758565207e-09	2.08366519613388e-07	1031.52099614417	584.715051363768	FBgn0004169	upheld	protein_coding	32314
FBgn0040259	490.484885350469	1.35290990860576	0.232044620551219	33.0211640564624	9.116110823941e-09	2.15081716338116e-07	16.3486711903855	7.45650716298132	FBgn0040259	UDP-glycosyltransferase family 302 member C1	protein_coding	53510
FBgn0031836	1371.58514481098	1.69151516722465	0.287248272412395	32.9244089925091	9.58126975079117e-09	2.25453664749283e-07	39.1575166663279	22.3833966207688	FBgn0031836		protein_coding	33924
FBgn0040582	16.6831888644512	6.6839439663923	1.37558914755026	32.916892778546	9.61838451924654e-09	2.25725066483594e-07	8.94329023298205	0	FBgn0040582	Bomanin Bicipital 3	protein_coding	50055
FBgn0001125	5594.47596874003	1.23360218223493	0.212074523220259	32.8679994491323	9.86335805585438e-09	2.3024939546259e-07	219.690062987727	136.742580611969	FBgn0001125	Glutamate oxaloacetate transaminase 2	protein_coding	33373
FBgn0032715	3071.68389832276	1.36968309642622	0.234730938670656	32.8716074528997	9.84506899406339e-09	2.3024939546259e-07	139.939076788081	83.6146476440399	FBgn0032715		protein_coding	35140
FBgn0004428	323.904693490376	1.81563024114653	0.309101493376574	32.7522764696514	1.04683633211846e-08	2.43086415647719e-07	54.455489375311	22.498323043707	FBgn0004428	Lysozyme E	protein_coding	38128
FBgn0011770	1401.8929124973	1.05742912641266	0.182922386146532	32.7536420821358	1.0461011455893e-08	2.43086415647719e-07	98.7466395253198	67.392734275386	FBgn0011770	GIP-like	protein_coding	31960
FBgn0039671	1185.54724313778	1.17786071766824	0.203616273531677	32.6509980382212	1.10282773509918e-08	2.54747432840711e-07	133.959966414041	81.3466887294109	FBgn0039671		protein_coding	43480
FBgn0027259	138.966676289255	1.5838657332138	0.274212652412646	32.5155209302815	1.18244406992015e-08	2.72425234281343e-07	17.8906251928581	9.6076709598791	FBgn0027259	kinetochore Mis12-Ndc80 network component 1	protein_coding	32102
FBgn0032669	408.128698008922	1.67122889431541	0.286691714944923	32.4873234325322	1.19972547812339e-08	2.75686917160437e-07	35.6466572323265	18.2437525007094	FBgn0032669		protein_coding	35087
FBgn0037973	729.114035482407	1.04373460869009	0.18160683549584	32.451529949823	1.22202710066645e-08	2.80082263280019e-07	44.1971378571835	28.8510919152165	FBgn0037973		protein_coding	41452
FBgn0262563	133.854451816817	1.77729480943685	0.307173125481918	32.2956243570476	1.32411176833554e-08	3.01911169090252e-07	31.574566476548	13.6857629872184	FBgn0262563		protein_coding	12798325
FBgn0001989	840.38600655516	1.13726100410237	0.198089230548738	32.2574833343028	1.35036007029248e-08	3.06313040109533e-07	98.0173415221429	63.2159312109199	FBgn0001989	NADH dehydrogenase (ubiquinone) B17 subunit	protein_coding	34925
FBgn0085317	114.774924436418	1.59994888693857	0.278752198082253	32.2576108164688	1.35027147584939e-08	3.06313040109533e-07	34.1694279687937	17.261866798823	FBgn0085317		protein_coding	5740644
FBgn0266492	2027.26650100226	1.40573273588333	0.243106976366976	32.2384245744326	1.36367077791151e-08	3.08539254981826e-07	177.228938847529	106.70226424431	FBgn0266492	Sarcolamban B	protein_coding	19834948
FBgn0038700	353.345795468707	1.33752676593507	0.232706124274172	32.2011321998457	1.39009727187629e-08	3.13714023709369e-07	15.904497609716	8.96964749238075	FBgn0038700		protein_coding	42318
FBgn0010053	974.269319776829	1.20646541495241	0.210228575722903	32.108140687174	1.45824990737511e-08	3.28255030170356e-07	45.2461981308137	24.3687180935029	FBgn0010053	Juvenile hormone epoxide hydrolase 1	protein_coding	251984
FBgn0027552	2703.13485011577	1.02461572540812	0.179271219131855	32.0303764705327	1.51780563439969e-08	3.40791779082516e-07	166.962747247461	116.779930583848	FBgn0027552		protein_coding	38463
FBgn0063499	278.939158767184	1.39757841475787	0.243833184295985	31.9629805311641	1.57138811122503e-08	3.51927124199231e-07	24.3997427420583	11.5306429473532	FBgn0063499	Glutathione S transferase E10	protein_coding	37105
FBgn0039768	586.490931538384	1.2719668102601	0.222533802935134	31.8151355715819	1.69566207288793e-08	3.76889726225771e-07	17.0327662703238	9.59059321107902	FBgn0039768		protein_coding	43612
FBgn0000579	20221.7677070036	1.26625592838645	0.221579043302942	31.6644733474708	1.83243835972711e-08	4.05249024717595e-07	657.444634105156	452.932880343608	FBgn0000579	Enolase	protein_coding	33351
FBgn0031228	854.390760195097	1.07680541765409	0.190113071978468	31.4703211737047	2.02512053800116e-08	4.46741590683056e-07	146.073535683549	107.608484468226	FBgn0031228	NADH dehydrogenase (ubiquinone) 15 kDa subunit	protein_coding	33179
FBgn0027610	1184.11769307511	1.09855948331752	0.193780755402105	31.464325102269	2.03138385998008e-08	4.47005765098859e-07	56.2378978130578	30.8926941105583	FBgn0027610	Dicarboxylate carrier 1	protein_coding	41640
FBgn0039464	740.198186124738	1.34193144926617	0.235735257910869	31.4103817198446	2.08861135511928e-08	4.58455387999318e-07	27.9265343497883	17.4089021538166	FBgn0039464		protein_coding	43240
