baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh1M8	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0003082	420.853693234639	-2.98019454204503	0.181229279948462	260.688150540487	1.21483278963046e-58	6.31141364589189e-56	2.75110797541006	27.2691437616657	FBgn0003082	photorepair	protein_coding	35735
FBgn0260475	104.040247865579	10.3634422953275	1.21187327510889	248.107804159947	6.71369468702018e-56	3.2941861930979e-53	6.25912750541741	0	FBgn0260475		protein_coding	246425
FBgn0033367	28927.3680178396	2.38846529433278	0.146144957079347	241.4480891592	1.90090900569985e-54	8.83622544123217e-52	1045.80442362299	256.250370241624	FBgn0033367	Prophenoloxidase 2	protein_coding	35910
FBgn0038144	142.06371301464	5.68855842866035	0.420173080011773	230.445731503999	4.7658062005837e-52	2.10458001817776e-49	9.1299279282907	0.24212256358717	FBgn0038144		protein_coding	41645
FBgn0037853	1237.54304821908	3.87780383428396	0.233336570044297	227.352945704538	2.25234663121751e-51	9.47272640329195e-49	63.830229775956	5.83575939353872	FBgn0037853		protein_coding	41317
FBgn0037930	332.484468592118	3.58581560492538	0.229851816654338	223.559721677277	1.51337012868176e-50	6.07549317114424e-48	64.6945546519484	6.79974012541299	FBgn0037930		protein_coding	41403
FBti0019144	461.193632698897	4.4620997594002	0.275813168552522	222.435289682108	2.66193711189798e-50	1.02218385096882e-47	8.79214945023574	0.436169116626879	FBti0019144		transposable_element	NA
FBgn0259230	135.029863454126	7.54585664743292	0.711983257976968	215.21016290404	1.00281424445041e-48	3.6903564195775e-46	18.7054520106866	0	FBgn0259230	lectin-22C	protein_coding	7354375
FBgn0035679	2029.93514968217	1.90563344898625	0.127149284888546	212.224790112501	4.49253579124703e-48	1.58712304433175e-45	110.630571145373	35.0970789470319	FBgn0035679		protein_coding	38697
FBgn0000473	562.686304924139	7.23203081104923	0.458248647185357	206.068310026969	9.90117955988296e-47	3.36335453357255e-44	29.2324065123065	0.308882588008034	FBgn0000473	Cytochrome P450 6a2	protein_coding	35587
FBgn0043575	30518.2235802966	3.46206458514013	0.229218802177158	188.309539668613	7.43584763229567e-43	2.43234838105316e-40	4669.02306296199	499.955652797599	FBgn0043575	Peptidoglycan recognition protein SC2	protein_coding	35862
FBgn0034440	1353.3433001385	8.24165580827552	0.499211695794873	184.590125614664	4.82255998952633e-42	1.52117320812488e-39	58.5859811159309	0.190254716894034	FBgn0034440		protein_coding	37225
FBti0019588	98.1835116886854	8.4155424286639	1.07329955986783	178.294742845491	1.14223833010147e-40	3.47870652808833e-38	3.8831978770015	0	FBti0019588		transposable_element	NA
FBgn0030040	4118.71155267894	2.3896565700828	0.173100729295528	172.926794494775	1.69807349037409e-39	4.99912835566131e-37	430.328833283112	111.119133046366	FBgn0030040		protein_coding	31779
FBgn0014368	2142.93601422568	5.27333372491398	0.34455536340944	167.709671023706	2.34108194286678e-38	6.6698179739998e-36	565.479099783976	13.2739975939472	FBgn0014368	no optic lobe	protein_coding	64867
FBgn0033820	1020.4392583694	5.47263405199999	0.362793420636055	166.305644843666	4.74352670080015e-38	1.30921336942084e-35	158.781755269432	4.08921737889434	FBgn0033820		protein_coding	36471
FBgn0035708	597.132521523099	2.16317827374117	0.164159281009002	164.287106417864	1.30930853312455e-37	3.50418574683516e-35	23.1346011912444	6.76409803328606	FBgn0035708	axundead	protein_coding	38741
FBgn0034366	297.40210427651	-7.06982942921747	0.596917104645522	153.993088553198	2.32401701639137e-35	6.03697596728487e-33	0.031062455572881	15.3937518867408	FBgn0034366	Autophagy-related 7	protein_coding	37141
FBgn0261434	65.3772324019145	4.78370545184584	0.451183004964943	146.116369623801	1.22433726646701e-33	3.0895276392676e-31	3.83389504132304	0.18876699960625	FBgn0261434	huckebein	protein_coding	40549
FBgn0053056	501.255738633417	1.92052964460343	0.156053659796795	145.762438751536	1.46310610796967e-33	3.58948698488558e-31	26.9136964258286	8.65259624815513	FBgn0053056		protein_coding	326246
FBgn0010357	22898.3749545633	-3.26516330428004	0.251345124248505	141.82090054017	1.06424740270605e-32	2.54038731370266e-30	321.89329848339	3838.99778399473	FBgn0010357	betaTrypsin	protein_coding	47901
FBgn0030693	1200.64559287869	-1.24090709388039	0.104037517417646	139.923248205182	2.7669264736193e-32	6.43091963552781e-30	29.1465611918545	85.7095483964084	FBgn0030693	suppression of retinal degeneration disease 1 upon overexpression 1	protein_coding	32532
FBgn0004622	320.8463697674	2.90134598507436	0.237007520298183	137.595073235059	8.93608245288838e-32	2.02367898010026e-29	9.80457432576814	1.5328342874708	FBgn0004622	Tachykinin-like receptor at 99D	protein_coding	43551
FBgn0041150	554.898362812611	2.21878241410763	0.183571607346475	137.333637623567	1.01935244307942e-31	2.25073019431935e-29	12.2718946775521	3.1167814372733	FBgn0041150	hoepel1	protein_coding	249663
FBgn0031141	481.783560474065	8.1382686495571	0.645063702437261	130.458774453136	3.25216828399908e-30	6.90343899088011e-28	48.0297472982824	0.224721646867778	FBgn0031141		protein_coding	33074
FBgn0033942	221.168982546277	2.51862395505004	0.216167926993811	130.440113809482	3.28288538968483e-30	6.90343899088011e-28	39.2839955410823	8.90064935393348	FBgn0033942	Cuticular protein 51A	protein_coding	36613
FBgn0266671	836.490379839709	1.71238475157623	0.147149700873086	130.077468651911	3.94092997262504e-30	8.09448686470334e-28	26.3725792046624	9.85689257945124	FBgn0266671	Secretory 6	protein_coding	37142
FBti0018869	797.578114467756	-2.65931490465002	0.222445306113169	129.750706907832	4.64613900783346e-30	9.32606811754206e-28	1.48359862803719	12.5795940553344	FBti0018869		transposable_element	NA
FBgn0039769	1463.20256538281	6.06286645678294	0.442823113741421	127.016424719585	1.84242389964035e-29	3.61606397369413e-27	64.5830306946199	0.870849561670041	FBgn0039769		protein_coding	43613
FBgn0036766	1730.08850045204	2.71006496624209	0.228048788405098	125.48211777283	3.99170886845837e-29	7.66408102744008e-27	301.202549028086	56.9276769015496	FBgn0036766		protein_coding	39992
FBgn0036648	235.818708351635	-2.17958198041016	0.19585164819249	122.378336422309	1.90761456478442e-28	3.58469188003744e-26	4.44473466231031	24.0518103014919	FBgn0036648		protein_coding	39854
FBgn0038450	81.6217340943727	4.93845413712117	0.47348177794868	120.181954851202	5.7716386819242e-28	1.06198151747405e-25	4.77448154627258	0.234071190398767	FBgn0038450		protein_coding	42022
FBgn0040099	272.901228888346	-2.18500382360622	0.197709270107543	119.076709044885	1.00756764611597e-27	1.81608927561148e-25	4.46662742993417	27.6132555866638	FBgn0040099	lectin-28C	protein_coding	53542
FBgn0261363	435.422502453426	4.11861574903878	0.347422393488856	115.54894323652	5.96681218005516e-27	1.05397770348494e-24	16.7581322950284	0.960975210919682	FBgn0261363	Prophenoloxidase 3	protein_coding	44513
FBgn0004047	783.858158772397	3.29353431279418	0.283747810878287	115.43871718933	6.30785134524847e-27	1.09237143296538e-24	49.6490080729884	5.58492240393228	FBgn0004047	Yolk protein 3	protein_coding	32339
FBgn0034335	285.652847867826	2.63789135001441	0.237593128435514	114.876448830441	8.37566032042725e-27	1.42257369134641e-24	36.4080850310423	7.66793032215118	FBgn0034335	Glutathione S transferase E1	protein_coding	37106
FBgn0033593	627.713473127589	-3.45209971468647	0.300617112807931	113.077830201957	2.07469013986008e-26	3.45729496514041e-24	18.5286360039961	290.166649229948	FBgn0033593	Listericin	protein_coding	36183
FBgn0038523	4096.54452111891	-3.255319039343	0.283405026795472	111.452244059981	4.71015759623558e-26	7.70372442406531e-24	91.0250656459195	1419.99415837952	FBgn0038523		protein_coding	42113
FBgn0034715	143.262186433668	-3.6663046754615	0.343642669518589	110.672187667613	6.98106028396451e-26	1.1210313532359e-23	0.49345915129891	7.60728250029379	FBgn0034715	Organic anion transporting polypeptide 58Db	protein_coding	37544
FBgn0000064	31379.3826666692	1.45944051582096	0.136170776573887	110.316981630192	8.35101690029173e-26	1.31707466541744e-23	1718.40734314065	742.92274358857	FBgn0000064	Aldolase 1	protein_coding	43183
FBgn0001258	7362.60956102134	1.70685957934323	0.158655826221442	109.713045926362	1.13254022654092e-25	1.75484127733498e-23	443.420481804959	174.327623676178	FBgn0001258	Lactate dehydrogenase	protein_coding	45880
FBgn0031678	186.63953157837	3.13481622605813	0.289523961782722	108.713353384669	1.87537000593986e-25	2.85573584352774e-23	7.10978012846972	0.912497846490265	FBgn0031678	Neprilysin-like 3	protein_coding	326172
FBgn0085390	594.68331447598	1.53208715002846	0.145653674492292	107.707286547016	3.1155505935908e-25	4.66382082077864e-23	9.09196812218998	4.02156961174114	FBgn0085390	Diacyl glycerol kinase	protein_coding	35738
FBgn0038717	360.275579953801	2.5014744092688	0.233362468993504	106.602266987028	5.44109249635685e-25	7.90487138896374e-23	17.362442299141	3.84486181892974	FBgn0038717		protein_coding	42336
FBgn0038795	303.988035154563	2.54458398620376	0.237807286084205	106.595515951485	5.45965981348265e-25	7.90487138896374e-23	22.5785493120128	4.66302310053503	FBgn0038795		protein_coding	42421
FBgn0028515	904.390744893019	-1.31745094010592	0.126627839726984	106.065563371655	7.13355689466734e-25	1.01618668538229e-22	21.4360397551949	66.7395554642474	FBgn0028515	Endonuclease G inhibitor	protein_coding	34953
FBgn0020645	150.808620899928	2.75145556468519	0.263115648635936	105.148399951656	1.13322819085551e-24	1.58867799708505e-22	43.5313106541008	8.10873318348488	FBgn0020645	Lcp65Aa	protein_coding	38709
FBgn0029710	300.64044574846	2.22835439833231	0.214683105382434	102.353240387407	4.64538143551213e-24	6.41062638100674e-22	16.7250504407123	4.30759012628757	FBgn0029710		protein_coding	31383
FBgn0267398	762.406301026247	-1.29777835000822	0.128798290154949	99.7603176717674	1.7200223391278e-23	2.33711343064258e-21	30.8125513945192	93.3429656339641	FBgn0267398	Yeti	protein_coding	7354404
FBgn0042106	52.3974075265012	4.17420230242561	0.438443647217029	99.5901777468098	1.87431711599032e-23	2.50817708612523e-21	4.4366132002552	0.251330099763083	FBgn0042106		protein_coding	59145
FBgn0013772	436.491896217705	2.80771260414861	0.268903668946236	98.0596756730621	4.05962152368949e-23	5.3514294473471e-21	21.5121784678109	3.54630045247487	FBgn0013772	Cytochrome P450 6a8	protein_coding	36666
FBgn0039108	74.2373240694128	3.46154310733582	0.35483032337011	97.5211553698419	5.32839312446261e-23	6.9206423640079e-21	3.67496302161068	0.400575711938401	FBgn0039108		protein_coding	42800
FBgn0039779	132.651852345291	4.30038504214666	0.41704948207734	96.2908173547256	9.9189014865331e-23	1.26961939027624e-20	8.04351269724022	0.555214653891221	FBgn0039779	prolyl-4-hydroxylase-alpha SG2	protein_coding	43623
FBgn0028945	48.7542355303618	-4.20507654282537	0.492791672063728	96.0023076958785	1.14749646066987e-22	1.44781267723375e-20	0.379470795260347	8.98914937896721	FBgn0028945		protein_coding	34919
FBgn0038731	120.456618743409	4.3544840962978	0.426601788747583	95.6452243942038	1.37430817427069e-22	1.7095619429801e-20	7.17281619711825	0.429883392110968	FBgn0038731	Acyl-CoA synthetase X1 R	protein_coding	42352
FBgn0037228	388.758564597407	1.65327381522285	0.166926175639284	95.4418046843291	1.52303286601295e-22	1.86825364897589e-20	22.2141377826023	9.94114103837329	FBgn0037228		protein_coding	40538
FBgn0036806	992.486872655283	1.53110344603638	0.154972176157519	94.1695213832717	2.8962614099713e-22	3.50407955792692e-20	44.8669455857565	20.2320426491433	FBgn0036806	Cytochrome P450 12c1	protein_coding	40037
FBgn0037518	258.607323623865	1.89744003332828	0.192753158092334	94.036969690397	3.09685364087269e-22	3.69613666975508e-20	15.2021465670042	5.1506216945511	FBgn0037518		protein_coding	40921
FBgn0264895	1893.39207219671	1.60946452729142	0.164247158235767	91.8422202497488	9.38701985900543e-22	1.10541545859648e-19	27.5999665139455	11.0630040524909	FBgn0264895	Rap GTPase activating protein 1	protein_coding	34032
FBgn0038034	385.557433624206	1.82178108495468	0.187931415086294	90.463465312226	1.88424224514482e-21	2.18968783014724e-19	13.5755011601954	5.56798882866148	FBgn0038034	Cytochrome P450 9f3	protein_coding	3772405
FBgn0052304	82.8522910559552	-4.45181221929972	0.484454974052429	89.9195091127821	2.48048965099667e-21	2.8451538438445e-19	0.770442884379859	18.0060618189958	FBgn0052304	obstructor-I	protein_coding	317966
FBgn0033836	324.888529468676	-1.96795744218277	0.203964509554345	89.8776380561631	2.53354491465638e-21	2.86875239567245e-19	4.18205071348143	18.3374117547892	FBgn0033836		protein_coding	36487
FBgn0261847	82.0732168204459	8.78323273737441	1.03024746435367	88.4932148878721	5.10095442587428e-21	5.70273791004071e-19	69.5521689267561	0.177684499422411	FBgn0261847		protein_coding	10178912
FBgn0033600	763.441360943979	2.51145061515306	0.255852614829869	87.3965143557505	8.88068610034164e-21	9.80427745477717e-19	108.445284859705	24.5060764880218	FBgn0033600	Cuticular protein 47Ec	protein_coding	36191
FBgn0051343	12983.0155309658	2.5166938875357	0.2594532760784	84.1946612184382	4.48379818655795e-20	4.88900068934318e-18	332.369043994767	83.8057339338281	FBgn0051343		protein_coding	326133
FBgn0033395	40.3689491666305	7.12849732409303	1.11740727909482	83.6617877311441	5.87091399792087e-20	6.32340395483379e-18	2.06571023193993	0.0282951487484123	FBgn0033395	Cytochrome P450 4p2	protein_coding	35946
FBgn0039464	641.444759695476	1.04631027021636	0.114857991067121	82.1548211906657	1.25833550343604e-19	1.33899026100567e-17	29.1066703591374	17.4089021538166	FBgn0039464		protein_coding	43240
FBgn0029608	313.085860128009	2.31982195220838	0.248837960887754	81.2755130706092	1.96344379327224e-19	2.06442090264053e-17	22.034164981896	5.79876304292946	FBgn0029608		protein_coding	31210
FBgn0039777	14073.3135168955	-3.4191797710276	0.346985805788581	80.4763463079235	2.94205653342697e-19	3.05696980037965e-17	149.555392914656	2269.40649956161	FBgn0039777	Jonah 99Fii	protein_coding	43621
FBgn0032422	1248.22142631593	1.74788838065811	0.192091530946824	78.6779757313691	7.31060828895844e-19	7.50782469861406e-17	171.389252370218	65.7958350592262	FBgn0032422	atilla	protein_coding	34647
FBgn0039747	363.136411047266	1.37318828288358	0.154276215372254	77.9197355320411	1.07313797088259e-18	1.08942006423391e-16	6.94547985126439	3.29742228868173	FBgn0039747	Adenosine receptor	protein_coding	43583
FBgn0030073	6022.65052894043	2.56224533885845	0.274475067860937	77.7611090441697	1.16287404288602e-18	1.16710267576924e-16	484.972792793296	121.508454745843	FBgn0030073		protein_coding	31824
FBgn0027657	937.578013502673	2.83285099385738	0.302109402563913	77.454713373146	1.35800746616144e-18	1.34763167877953e-16	81.1432949943796	16.3549333197529	FBgn0027657	globin 1	protein_coding	41930
FBgn0031547	227.35897623967	2.19182320500792	0.244414881091249	76.4654257736389	2.24102327274181e-18	2.1991908383173e-16	13.9907064250097	3.41932960102976	FBgn0031547	Scavenger receptor class C, type IV	protein_coding	33576
FBgn0033458	180.528362995391	2.09414507785011	0.236260334289271	75.9224963757152	2.95019771554786e-18	2.84461749404917e-16	7.22192946823098	2.22377872960565	FBgn0033458	Linking immunity and metabolism	protein_coding	36023
FBgn0038079	149.33169755026	2.17124286532884	0.246164036150479	75.9138506102051	2.96314322296789e-18	2.84461749404917e-16	18.6772903937786	5.85534805072497	FBgn0038079	Ninjurin C	protein_coding	41568
FBgn0036024	95939.976874136	2.51137172313742	0.274522354254708	74.8689731934334	5.0301328502596e-18	4.72618439718008e-16	10971.5667286021	2197.19263371469	FBgn0036024		protein_coding	39125
FBgn0031560	360.190475913756	2.32712829931251	0.260029338448737	74.4433493596842	6.24035566763209e-18	5.80156013226596e-16	310.539406765851	71.6043048628556	FBgn0031560		protein_coding	33591
FBgn0053225	454.460208608856	3.81805823894923	0.40333565058699	73.8731005004803	8.33038036594663e-18	7.6639499366709e-16	47.8547744857359	3.47482976091888	FBgn0053225		protein_coding	2768860
FBgn0034712	1605.57302051541	1.97265183341227	0.222203189197891	73.678032758098	9.1956578273216e-18	8.37278865267056e-16	70.2852732083037	21.8797684476765	FBgn0034712	Alkaline phosphatase 8	protein_coding	37540
FBgn0013278	678.01948145659	4.52075014945654	0.462734867179167	73.3909678788068	1.06351648002365e-17	9.58467097098863e-16	33.2514827179368	1.14254662600579	FBgn0013278	Heat shock protein 70 Bb	protein_coding	48582
FBgn0028916	871.501123278449	1.72984516937714	0.197595774865577	73.0187877382046	1.28421526059551e-17	1.14567567490702e-15	18.7220261676984	7.14642609188904	FBgn0028916		protein_coding	34835
FBgn0033756	108.55256445307	2.55251251362693	0.294914192344118	72.4872249414246	1.68116718775787e-17	1.48480686022775e-15	5.78664835733953	1.31149420808927	FBgn0033756		protein_coding	36385
FBgn0051262	50.0614057519199	4.59870219951997	0.560478489854528	72.32886824335	1.82163026700902e-17	1.59293450675482e-15	2.33010223563075	0.084543667197019	FBgn0051262		protein_coding	318649
FBgn0051354	1468.5468220713	5.29723007112199	0.524830834335476	71.9873443283268	2.16581958337094e-17	1.87534495689531e-15	52.1175356505713	1.37128203373278	FBgn0051354	Heat shock protein 70 Bbb	protein_coding	50022
FBgn0004577	4848.87794911491	-1.08230051826584	0.126309483823061	71.8710737808095	2.29726962955008e-17	1.96985294836761e-15	60.2840277890647	167.401661442439	FBgn0004577	Peroxidase	protein_coding	2768671
FBgn0032474	1090.35070122299	-1.33280560206716	0.156183694930687	70.8743874320317	3.80708435805848e-17	3.23309317792043e-15	19.0790931260795	63.3011156581352	FBgn0032474	DnaJ homolog	protein_coding	34707
FBgn0038508	111.472628114687	-3.46232042196297	0.401444322121325	70.576662181083	4.42723553438871e-17	3.72393754664011e-15	1.1537643802952	20.8838344178932	FBgn0038508		protein_coding	42097
FBgn0000044	167649.233761389	1.38882303843151	0.162557388879774	70.3397385554847	4.99218567333281e-17	4.1595267798939e-15	6767.23936795892	3216.80199340002	FBgn0000044	Actin 57B	protein_coding	37368
FBgn0039471	11595.4571018546	1.86803394076302	0.216471054191156	69.8256802865079	6.47839370310002e-17	5.34739936315695e-15	912.677932864439	282.786762456565	FBgn0039471		protein_coding	43247
FBgn0003076	5968.59567024314	1.35324637661158	0.159289687260108	69.7455022002932	6.74715343967734e-17	5.46705130084681e-15	222.304596310051	107.945977238878	FBgn0003076	Phosphoglucose mutase 1	protein_coding	44010
FBgn0032002	199.445639957966	2.28657649075412	0.266246040380004	69.7535182573547	6.7197889798304e-17	5.46705130084681e-15	25.708774639051	6.58434277985997	FBgn0032002		protein_coding	34123
FBgn0041180	3343.81874387448	2.49328286634208	0.284258914283981	69.0825812230254	9.44256578110213e-17	7.581521907154e-15	60.3456876027333	14.4422678357116	FBgn0041180	Thioester-containing protein 4	protein_coding	35248
FBgn0038730	35.8997353672058	-7.42243919329245	1.27431989394299	68.1696648930774	1.50015917493705e-16	1.1936401651391e-14	0	2.78925971522619	FBgn0038730	Acyl-CoA synthetase X1 L	protein_coding	42351
FBgn0063495	76.3102715185716	3.87110343983977	0.457726004266467	67.6803924034384	1.92266078799899e-16	1.51615536425063e-14	12.9615141501446	1.08526629092971	FBgn0063495	Glutathione S transferase E5	protein_coding	37110
FBgn0039778	26379.8836923731	2.85758959823388	0.324226903606105	67.5727755367471	2.0305205692916e-16	1.58704050159146e-14	2713.89132008521	463.065032581881	FBgn0039778	Jonah 99Fi	protein_coding	43622
FBgn0035791	29.7054189673475	5.38354842722558	0.776389147030745	66.9150429755588	2.83463582717478e-16	2.19609680926383e-14	2.22438271638719	0.0772046363062504	FBgn0035791		protein_coding	38842
FBgn0053127	1117.14725398077	2.94570896325185	0.336639055122886	66.6329575259743	3.27071773566189e-16	2.51191122098833e-14	107.62703560091	19.568375526491	FBgn0053127		protein_coding	318893
FBgn0039645	491.960967248227	2.87457932727243	0.331711008935932	66.3804037066618	3.71779908381234e-16	2.83065530243367e-14	8.2363281777176	1.73271052485604	FBgn0039645		protein_coding	43451
FBgn0032824	1088.40119675597	-1.47650633798458	0.178503944361104	66.0676107925088	4.35717308842958e-16	3.28910706982992e-14	63.8663109163242	212.331802206428	FBgn0032824		protein_coding	35270
FBgn0033304	658.399925335806	-1.1837837443835	0.144731355433392	65.791347646339	5.01278164168665e-16	3.7519396152014e-14	12.0269199923115	35.4499387756462	FBgn0033304	Cytochrome P450 6a13	protein_coding	35837
FBgn0003961	517.677454983024	3.10627195843276	0.356852262918988	65.7007700494523	5.24853559567494e-16	3.89538372949589e-14	39.2860384602127	5.09396012118069	FBgn0003961	Urate oxidase	protein_coding	34060
FBgn0039519	82.4118975110648	4.33907449302288	0.523848386043546	63.2678197099915	1.80428002490093e-15	1.32795009832709e-13	3.25625196587101	0.132147133631083	FBgn0039519	Cytochrome P450 6a18	protein_coding	43304
FBgn0037225	87.5335669864764	3.82785845751635	0.462137279211608	63.1687980306674	1.89730152978478e-15	1.38487331496357e-13	6.08133311949184	0.585940940980667	FBgn0037225	TweedleG	protein_coding	40535
FBgn0027073	175.703905698772	2.08984878294243	0.257847677578835	63.0128819985634	2.05359087969889e-15	1.48666513520497e-13	8.44392912536081	2.3086100516199	FBgn0027073	UDP-glycosyltransferase family 49 member B1	protein_coding	37420
FBgn0053465	97.6878306735616	2.28399731261096	0.285298979660893	62.8302628478444	2.25310173140201e-15	1.61783695054818e-13	4.89701640958617	1.316203746898	FBgn0053465		protein_coding	3885587
FBgn0046689	243.679680010729	-1.57540990703482	0.197595351897568	62.6085364394479	2.52158152125852e-15	1.79601677385123e-13	5.04576197345188	18.0667295170596	FBgn0046689	Tak1-like 1	protein_coding	318725
FBgn0034885	2032.8704158465	1.80108094353394	0.221563895024911	62.3697219699704	2.84666350542867e-15	2.01133856639568e-13	156.802536637496	52.7565935562894	FBgn0034885	Entomoglyceroporin 4	protein_coding	37739
FBgn0040251	45.0870985267729	-3.26412004808612	0.440140419401694	61.0225363098209	5.64251853161498e-15	3.95513679930345e-13	0.266951548928107	3.1405946487362	FBgn0040251	UDP-glycosyltransferase family 302 member K1	protein_coding	53502
FBgn0037227	32.7351508644755	3.93457251596835	0.538636964366749	60.15048098831	8.78754190145543e-15	6.11114724989404e-13	3.37811175326962	0.317489153685938	FBgn0037227	TweedleV	protein_coding	40537
FBgn0032436	78.0597600385151	4.539993326481	0.558679242857628	60.063796365012	9.18320443908397e-15	6.33641106296794e-13	6.9110064249274	0.31519740530298	FBgn0032436		protein_coding	34663
FBgn0001285	3712.92185176916	2.3155506172127	0.285419699017056	59.8754576300323	1.01053743337096e-14	6.91865628800955e-13	423.929992671924	112.516542758433	FBgn0001285	Jonah 44E	protein_coding	35853
FBgn0031741	780.602198017447	-3.22587540486238	0.385665539729325	59.8416538940981	1.02804383003401e-14	6.98437162066181e-13	2.86969288011719	30.3132050602595	FBgn0031741		protein_coding	33810
FBgn0000078	3060.81525963967	1.50217371075715	0.190311645323365	59.7909271182884	1.05488535458319e-14	7.05814200884751e-13	142.976660266689	57.3910380848982	FBgn0000078	Amylase distal	protein_coding	36932
FBgn0000579	20264.0482931185	1.27324820862654	0.162104042176154	59.8054209807207	1.0471453233459e-14	7.05814200884751e-13	800.219831991218	452.932880343608	FBgn0000579	Enolase	protein_coding	33351
FBgn0034761	614.003574079877	2.34458529769252	0.29040858802921	59.7092566771382	1.0995814191728e-14	7.30188202566482e-13	127.167023701992	25.1818255641879	FBgn0034761		protein_coding	37599
FBgn0037936	530.984826289033	1.91064901599081	0.240910303539853	59.4489797462336	1.25506142112104e-14	8.2721660233888e-13	35.2801850199279	10.5935328101158	FBgn0037936		protein_coding	41410
FBgn0051810	106.847014252192	-3.85918520421405	0.48021468298975	59.0926401331019	1.50420806369924e-14	9.84086342117903e-13	0.67204236656542	12.0788101093699	FBgn0051810		protein_coding	318955
FBgn0027620	337.863837661686	1.40251396239839	0.180675709565339	58.9975622437317	1.57867425856711e-14	1.02520963615182e-12	4.5379499239565	2.20005404436698	FBgn0027620	ATP-dependent chromatin assembly factor large subunit	protein_coding	43751
FBgn0283427	35224.145512189	2.48013629515418	0.306438712974504	58.7499964305903	1.79033870647639e-14	1.15418039821894e-12	346.450828638396	67.0563791835258	FBgn0283427	Fatty acid synthase 1	protein_coding	33524
FBgn0026755	140.460874288262	3.11244172738881	0.38760163432112	58.2552909824445	2.30216985451775e-14	1.47338870689136e-12	6.69653257753851	1.00124828149122	FBgn0026755	UDP-glycosyltransferase family 37 member B1	protein_coding	53584
FBgn0036108	122.631572371729	-4.01301326262787	0.498006661256524	57.8504359941209	2.82824288581254e-14	1.79705332140262e-12	1.78719103834706	40.0411785750551	FBgn0036108	Cuticular protein 67Fa1	protein_coding	39223
