baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2M8	expressionh2F14	ensembl	description	gene_biotype	entrezgene_id
FBgn0036481	221.945994954734	-1.69549041081613	0.349842715483784	22.5136586092871	2.08654699382178e-06	0.000127732963795698	8.43040948127883	2.7104052842699	FBgn0036481		protein_coding	39648
FBgn0030010	184.956377989245	2.36638690222362	0.478975314597944	22.4617893995753	2.14365711064794e-06	0.000130285001947869	2.04380316056356	10.6891179484481	FBgn0030010		protein_coding	31743
FBgn0034480	59.688341222992	3.699479406895	0.733299701791612	22.2881912874757	2.34645131672491e-06	0.0001415915765978	0.356226849726529	2.87926006332614	FBgn0034480		protein_coding	37276
FBgn0050345	1116.1437827362	-1.46255697897744	0.304133796581688	22.239998224807	2.40608846077619e-06	0.000144160534160548	42.1459760622543	13.2871741640454	FBgn0050345		protein_coding	246553
FBgn0260475	114.884275584131	2.59280119750405	0.526657880137946	22.1686119462136	2.49723242190671e-06	0.000148567742959633	1.09123131178706	6.90370671588537	FBgn0260475		protein_coding	246425
FBgn0031589	1912.88832718334	-1.35355507603449	0.282757569160818	22.1518921867447	2.51907563560686e-06	0.000148819237549697	50.0329154302429	17.4645489064364	FBgn0031589	Nicotinate phosphoribosyltransferase	protein_coding	33626
FBgn0037396	597.711165236677	-4.82458880548605	0.882798287847978	21.9821685535035	2.75195370885811e-06	0.000161447950919675	64.7687411120249	0.636939646312008	FBgn0037396		protein_coding	40741
FBgn0038257	457.197385441237	2.44008378914439	0.495682025555421	21.9350525353017	2.82035047109394e-06	0.000163966085663658	5.93048873913966	38.4505115844483	FBgn0038257	Senescence marker protein-30	protein_coding	41786
FBgn0052187	39.0124586456827	-2.57464793982092	0.540611718057514	21.9259943015502	2.83369418878954e-06	0.000163966085663658	3.23044203886671	0.442185286802101	FBgn0052187		protein_coding	39980
FBgn0052407	334.361770842337	2.28207440578203	0.467468172278567	21.879687638248	2.90290476909532e-06	0.000166828159791274	6.96382209981905	30.0328857522829	FBgn0052407		protein_coding	38667
FBgn0028950	1366.14870510843	2.58703560784139	0.522670263851564	21.8363590794719	2.96919945614151e-06	0.000169485114901915	19.7876183434932	127.132467996025	FBgn0028950		protein_coding	34913
FBgn0011556	2471.34910017744	1.90272566466259	0.394490417227525	21.7754571016619	3.06495854820176e-06	0.00017377697862556	69.3954603529581	228.13626701431	FBgn0011556	zetaTrypsin	protein_coding	36216
FBgn0261634	30.2707779003675	-4.14155631400224	0.857858609142528	21.7266188233175	3.14398352696302e-06	0.000177069152238557	14.4052949179968	1.34940467443307	FBgn0261634		protein_coding	10178897
FBgn0051041	262.981066401163	-3.27746396299522	0.651487826564689	21.5789512142534	3.39557984767598e-06	0.00018997257319978	36.0776915575531	2.52840032185815	FBgn0051041		protein_coding	318567
FBgn0032925	449.379000247504	-1.59432672424633	0.336489787196125	21.489477715003	3.55775507961473e-06	0.00019773628231964	16.8288362317702	5.13482832993977	FBgn0032925		protein_coding	35386
FBgn0033320	548.591212128016	-1.83699827620284	0.386905591590953	21.2645018278235	4.00072097050091e-06	0.000220902553979031	30.2201000174912	6.90977435399369	FBgn0033320		protein_coding	35854
FBgn0030594	730.063180426979	-1.8335834344689	0.38647826953787	21.2123870874984	4.11098991072392e-06	0.000225517160816855	27.1159430681653	6.60766397218458	FBgn0030594	fezzik	protein_coding	32420
FBgn0031907	3677.45351367053	-4.69722940223137	0.877042132256356	21.101222180322	4.35650181030818e-06	0.000237443401893442	214.516902125161	11.53973562645	FBgn0031907		protein_coding	34016
FBgn0038784	11754.7642445374	1.47605654331827	0.315317794536878	21.0215319751795	4.54150676384193e-06	0.000245940058595747	502.393096423699	1182.42170866767	FBgn0038784		protein_coding	42410
FBgn0036496	256.823920738002	1.67780412711197	0.358180143324662	20.9350605378882	4.75118616418287e-06	0.000255656182898197	4.43588906620823	10.6020573949556	FBgn0036496	cocoon	protein_coding	39665
FBgn0038292	3424.10642013219	1.50716922270605	0.32274120362812	20.8975898364396	4.84503824238083e-06	0.000259056221972362	72.6620856996036	174.232579472093	FBgn0038292		protein_coding	41822
FBgn0035298	994.521071681222	1.80807701566229	0.384294952988396	20.8770063817949	4.89738263419013e-06	0.000260208103733574	13.0943343656585	45.5844065111024	FBgn0035298	Succinyl-CoA:3-ketoacid CoA transferase	protein_coding	38261
FBgn0030775	7358.87176935011	1.79960918246334	0.384936760524238	20.5780762817391	5.72479765146835e-06	0.000302269315997529	236.717834796836	777.109732851476	FBgn0030775		protein_coding	32649
FBti0018967	1806.82505692747	4.2512288150479	0.822406958763596	20.5166611176741	5.91144507467706e-06	0.000310185639694856	0.873920560460105	15.5014533203364	FBti0018967		transposable_element	NA
FBgn0025454	3356.7423102489	-1.47828312519923	0.320272070953865	20.4476170583606	6.12858143865376e-06	0.000319594172800907	128.478317688606	41.5216871343596	FBgn0025454	Cytochrome P450 6g1	protein_coding	36316
FBgn0032601	555.285613257909	-1.66075057043139	0.36271158303486	19.9806141160917	7.8231292941163e-06	0.000395747283093979	33.6580573026708	8.76426230664966	FBgn0032601	yellow-b	protein_coding	35005
FBti0019129	345.238834371113	-1.97504487768528	0.427857326899337	19.9842799972958	7.80814518458418e-06	0.000395747283093979	4.99062102471756	0.948308128096085	FBti0019129		transposable_element	NA
FBti0019307	345.238834371113	-1.97504487768528	0.427857326899337	19.9842799972958	7.80814518458418e-06	0.000395747283093979	4.99062102471756	0.948308128096085	FBti0019307		transposable_element	NA
FBti0019387	345.238834371113	-1.97504487768528	0.427857326899337	19.9842799972958	7.80814518458418e-06	0.000395747283093979	4.99062102471756	0.948308128096085	FBti0019387		transposable_element	NA
FBti0019467	345.238834371113	-1.97504487768528	0.427857326899337	19.9842799972958	7.80814518458418e-06	0.000395747283093979	4.99062102471756	0.948308128096085	FBti0019467		transposable_element	NA
FBgn0033205	558.369274279292	-2.03218864494708	0.439135822006398	19.9278890000061	8.04186170972865e-06	0.000404390760260641	46.5115780260344	10.7858034954883	FBgn0033205	Retinol dehydrogenase 1	protein_coding	35708
FBgn0035670	30670.8967427509	1.92765451729408	0.417803336839288	19.8713123148289	8.28340670899132e-06	0.000414072306967803	803.290630603329	3113.9606767159	FBgn0035670		protein_coding	38688
FBgn0039241	11702.2160315327	-2.53371227315576	0.53790861527729	19.8170902573356	8.5217321641698e-06	0.000423479960722979	556.586722674683	61.1351889388923	FBgn0039241		protein_coding	42973
FBgn0000644	49.9035596832558	-2.76492443146324	0.599253343546947	19.7660414042451	8.75239898712236e-06	0.00043214968884014	4.70396950228636	0.803293574384984	FBgn0000644	Follicle cell protein 3C	protein_coding	31294
FBgn0002571	1152.02544666307	4.19985382416454	0.831297173684956	19.7560004182518	8.79850218755967e-06	0.00043214968884014	4.76817600669676	60.4185549373359	FBgn0002571	Maltase A3	protein_coding	35826
FBgn0036940	602.798424316218	-1.35540403355218	0.301809425895831	19.5294777955992	9.90592015248582e-06	0.000483729557504048	44.0766191276999	15.3823716822535	FBgn0036940	obstructor-J	protein_coding	40202
FBgn0027584	76.1021413580665	3.59113396590124	0.754798568477474	19.5039759226249	1.003905094853e-05	0.000486350765786539	0.441177413990009	2.69501264319288	FBgn0027584		protein_coding	41330
FBgn0261633	34.0023290858092	-4.80413825868712	1.02993710586872	19.4971976494704	1.00747376908907e-05	0.000486350765786539	29.2000601189598	0.519541373269453	FBgn0261633		protein_coding	10178784
FBgn0261842	115.061791592709	2.40356710551294	0.524901090131476	19.4383865244056	1.03897672046336e-05	0.000498708825822412	1.40383010053117	4.1756809444499	FBgn0261842		protein_coding	10178960
FBgn0000639	266047.088780335	-2.71836273219821	0.578835151527642	19.4028899731473	1.0584676609781e-05	0.000505194056493953	6420.95933945643	513.187934925428	FBgn0000639	Fat body protein 1	protein_coding	39566
FBgn0038716	942.807962993137	-2.0818275590048	0.456410017375936	19.2735699811635	1.13263422756016e-05	0.00053755584013642	44.8829689512157	8.43022341092801	FBgn0038716		protein_coding	42335
FBgn0038700	750.38665844831	1.74755597000818	0.387929746527301	19.2221604358073	1.16354821427343e-05	0.000549142754982229	13.6316401031555	34.8193107803927	FBgn0038700		protein_coding	42318
FBgn0019644	4517.46788757324	1.25752006512432	0.284330681343608	18.9783790062387	1.32208105412316e-05	0.000610324630887019	186.096466958541	427.870549901647	FBgn0019644	ATP synthase, subunit B	protein_coding	39143
FBgn0037304	81.5357906090988	-2.42318817157515	0.53613759852624	18.9848217263849	1.31762437895542e-05	0.000610324630887019	4.70732557775316	0.658246027318263	FBgn0037304		protein_coding	40629
FBgn0038053	1219.88026453607	-1.69421255293118	0.378745146333715	18.9877903091719	1.31557597753045e-05	0.000610324630887019	56.7099269028047	14.5403132382337	FBgn0038053		protein_coding	41538
RR48348_transposable_element	1973.64914237714	-7.98345846382624	1.36318900280915	18.9973042145788	1.3090326523094e-05	0.000610324630887019	48.5997403349136	0.0311197521226446	RR48348_transposable_element		transposable_element	NA
FBgn0028945	49.4867246665439	-4.0270823972777	0.858370149732972	18.9435948708558	1.34640538521683e-05	0.000618175689908247	4.91321901047766	0.387319621435601	FBgn0028945		protein_coding	34919
FBgn0285958	367.25874690625	-1.25705771771694	0.285588345646414	18.8791597876464	1.39265822436896e-05	0.000635955496187513	18.2123010515249	6.32646730502014	FBgn0285958	alpha-L-fucosidase	protein_coding	3772574
FBgn0004577	2868.99808247061	-1.35844088432336	0.307873145341743	18.8001756168475	1.45153758756883e-05	0.000659279007515133	93.9480668121156	31.7846200146742	FBgn0004577	Peroxidase	protein_coding	2768671
FBgn0045761	655.384475781841	-1.46966163956447	0.332888456674962	18.7473289332134	1.49232234106065e-05	0.000674178563490927	42.8565386247226	14.0108166134999	FBgn0045761	CHK domain ov1	protein_coding	43067
FBgn0039207	1610.15939270179	-2.08498573334184	0.463772755260521	18.6905288495272	1.53744254576273e-05	0.000690867799287423	20.7902920527103	6.63942925466945	FBgn0039207	CF transmembrane conductance regulator	protein_coding	42928
FBgn0020506	245.350298633182	-2.94928126205525	0.639246852177278	18.6080352162879	1.60542450118394e-05	0.000717599269100631	15.0778340530579	1.78757307469069	FBgn0020506	Amylase related	protein_coding	36863
FBgn0010549	95.4696938833014	3.41990336220817	0.735831675162528	18.5959146160818	1.61566421638119e-05	0.000718375331578331	0.177132144499004	2.23040234098673	FBgn0010549	lethal (2) 03659	protein_coding	47905
FBgn0038509	1726.87335391411	-2.3012426092542	0.50944604319866	18.5755598410178	1.63300812629199e-05	0.000722285479105482	565.781905458987	103.833940279266	FBgn0038509		protein_coding	42098
FBgn0035546	284.018936582273	-2.01511995356475	0.455857864697465	18.250762417406	1.93648423291341e-05	0.0008520530624819	34.623303231522	7.82968906544892	FBgn0035546		protein_coding	38548
FBgn0034999	4527.49532830629	-2.4533979699128	0.546049573399569	18.1513291688344	2.04026973559013e-05	0.000893067291516341	211.779123703567	19.0315945633685	FBgn0034999	Fatty acid transport protein 3	protein_coding	37887
FBgn0031515	1013.14147480353	-1.76453855441664	0.40336190965322	18.0942183774297	2.10238839931545e-05	0.000910819343457277	35.0544506155543	8.42451081641062	FBgn0031515		protein_coding	33540
FBgn0038400	1507.52800513411	1.22938659445519	0.284908219644112	18.096974265609	2.09934767930589e-05	0.000910819343457277	58.4204410306872	126.93615299375	FBgn0038400	MICOS subunit 26/27	protein_coding	41959
FBgn0020644	45614.5488142219	1.85117353566117	0.421693566106445	18.0784220625667	2.11990288823706e-05	0.000913721408154423	6018.05351123316	17343.158533601	FBgn0020644	Lcp65Ab1	protein_coding	48382
FBgn0038279	118.701738377223	-1.72676564941071	0.398753904125032	18.0510874806849	2.15055769579697e-05	0.000922229005791515	2.5308413669628	0.840976083597526	FBgn0038279	Secreted decoy of InR	protein_coding	41809
FBgn0058198	47.3933821253219	3.17305572294209	0.707137879591522	18.0311122595784	2.17324051948352e-05	0.000927249288312969	0.890514770562393	7.86994229376436	FBgn0058198		protein_coding	3354922
FBgn0020270	357.371639179534	1.25917119003313	0.293776939891341	17.8991521862495	2.32924848922281e-05	0.000983874561847714	5.86828179450379	13.669144385796	FBgn0020270	meiotic recombination 11	protein_coding	34565
FBgn0028988	226.832003718882	-2.17717409645608	0.495441296448177	17.9015657653657	2.32629641548722e-05	0.000983874561847714	22.0037800963208	3.36000528321323	FBgn0028988	Serpin 42Dd	protein_coding	49808
FBgn0030105	1307.86939858291	-2.75802611262524	0.612349707277938	17.8254657165909	2.42120986413733e-05	0.00101259311545704	478.652676857582	57.9929517394704	FBgn0030105		protein_coding	31862
FBgn0035282	56.5538196900085	2.02812268131266	0.47068596981371	17.8337330230645	2.41071310220906e-05	0.00101259311545704	0.871417309534827	3.19188433894928	FBgn0035282	CNMamide	protein_coding	38242
FBgn0051973	755.213147106568	2.03085399892566	0.464197245668988	17.8004445214763	2.4532592157836e-05	0.00102094255443053	3.34802180625329	7.63629630999925	FBgn0051973	Chitin deacetylase-like 5	protein_coding	33158
FBgn0019952	3322.96210044585	-1.69697985706528	0.393266697231331	17.6481781047435	2.65769735865378e-05	0.00110059937676015	134.188907687114	28.1728427355194	FBgn0019952	Organic cation transporter	protein_coding	42891
FBgn0032934	179.204244210277	-1.60431606803374	0.375049523916964	17.6099305495368	2.71168646796817e-05	0.00111720093585507	5.40434504488316	1.58169421272904	FBgn0032934		protein_coding	35395
FBgn0038290	485.37339242419	2.03826831268676	0.468560773982582	17.6011502394073	2.72423523657842e-05	0.00111720093585507	5.75197680467911	28.9813960493313	FBgn0038290		protein_coding	41820
FBgn0032981	93.7964851738234	-2.44921038361259	0.561811249741222	17.5649414268816	2.77660421079642e-05	0.00113317644313083	7.68564903999159	0.745774792442881	FBgn0032981		protein_coding	35447
FBgn0051810	228.257859344682	-3.52389544162788	0.769554375284941	17.4695769949119	2.91942293454805e-05	0.00118573485341644	23.0987488292614	0.763904739798383	FBgn0051810		protein_coding	318955
FBgn0034159	43.8835466120029	2.87988357902865	0.663008794572819	17.4176182942907	3.00032040653227e-05	0.00121276109064041	0.374811073679897	2.78944927187219	FBgn0034159		protein_coding	36882
FBgn0050359	5713.87951036798	-1.46272193062151	0.344347935656742	17.3268094446556	3.14715362400152e-05	0.00126605494359832	219.471080625588	63.2998706501901	FBgn0050359	Maltase A5	protein_coding	35828
FBgn0039152	2614.13528035428	1.18473405633899	0.281222847932376	17.2832792119522	3.22007951012606e-05	0.00128925268727701	13.3964340017052	24.4155327100863	FBgn0039152	Rootletin	protein_coding	42860
FBgn0036768	174.567738359183	-1.55118582057031	0.367114447118145	17.2373277627561	3.29890533781611e-05	0.00131458265537125	8.38890581134961	2.08978557195171	FBgn0036768		protein_coding	39994
FBgn0050488	17.6875249356522	-4.13551304943992	0.999142748669264	17.1538354298174	3.44712664891881e-05	0.00136719840047259	2.42733201553912	0.0616721018134466	FBgn0050488	antares	protein_coding	246647
FBgn0040252	487.260272937343	-1.31808499071107	0.313719278713709	17.1270905572209	3.49600749602781e-05	0.00138010613674967	23.4304197825141	7.56274469528326	FBgn0040252	UDP-glycosyltransferase family 303 member A1	protein_coding	53503
FBgn0029971	448.383520402929	1.22889242397666	0.293605188651823	17.0675993811382	3.60725109828623e-05	0.00141739801294521	52.8871235227404	118.587027489733	FBgn0029971	NADH dehydrogenase (ubiquinone) MNLL subunit	protein_coding	31697
FBgn0033423	4744.31654431845	1.65041207612922	0.389898550764913	17.0264506105673	3.68627106170504e-05	0.00143602084013553	83.348993897549	235.332101735101	FBgn0033423	Alkaline phosphatase 6	protein_coding	35981
FBgn0033598	1619.49805527108	2.54202282633684	0.582524567707676	17.0252294333597	3.68864254627615e-05	0.00143602084013553	54.8067580916473	211.985223553881	FBgn0033598	Cuticular protein 47Eb	protein_coding	36189
FBgn0034005	238.993216243173	3.68244292687187	0.809527053796818	16.9784272258074	3.78069590850106e-05	0.00144521805588312	0.598115548426736	3.57685977320235	FBgn0034005	Integrin alphaPS4 subunit	protein_coding	36693
FBgn0036321	4977.9750940357	2.70466241760442	0.61616391782093	16.9795000365471	3.77856019748172e-05	0.00144521805588312	13.8762437545062	113.267480165121	FBgn0036321		protein_coding	39463
FBgn0036332	73.5248824604025	-2.54637299035422	0.593130267344234	16.9816888376691	3.77420657550747e-05	0.00144521805588312	2.41477644539038	0.46569274652479	FBgn0036332	Cullin 6	protein_coding	39474
FBgn0259223	46.7733356083736	4.91055167625561	1.07296452910718	16.9916152266463	3.75452574862437e-05	0.00144521805588312	0.0931921081627721	2.51482177674027	FBgn0259223		protein_coding	32825
FBgn0011672	2418.25544251693	-1.17792806580246	0.282352597205116	16.9559122952348	3.82579880806671e-05	0.00144972593811588	74.7888743569942	26.0610207130708	FBgn0011672	Malvolio	protein_coding	42490
FBgn0051436	297.949199558655	-1.40646592942768	0.336173488808585	16.9554107259524	3.82680970880494e-05	0.00144972593811588	19.49288803629	5.66675495849956	FBgn0051436		protein_coding	318734
FBgn0033592	40.7873192378388	-3.00381646317399	0.699612162209126	16.9374080003369	3.86327209602794e-05	0.00145700547621625	9.50759950471243	1.07707702703181	FBgn0033592		protein_coding	36182
FBgn0013772	699.096262633626	2.57811120487674	0.593130853699914	16.8734865339232	3.99558222617386e-05	0.00148586804694877	6.12053753596939	20.2919916719862	FBgn0013772	Cytochrome P450 6a8	protein_coding	36666
FBgn0034785	29.7593529737743	-2.56422396275165	0.61377002043258	16.8907426513522	3.95942154132135e-05	0.00148586804694877	2.03256118617138	0.313886994240067	FBgn0034785		protein_coding	37626
FBgn0035600	3657.81437218093	1.69228824901309	0.401036079128512	16.8796907333599	3.9825430839739e-05	0.00148586804694877	88.549059303251	254.754636087759	FBgn0035600	Cytochrome c1	protein_coding	38612
FBgn0037612	835.000233121603	-2.30189706817801	0.535170364071448	16.8665765374223	4.01015524034469e-05	0.00148586804694877	49.4972204940401	5.50103433912313	FBgn0037612		protein_coding	41033
FBgn0032850	329.466739220295	1.63057715188532	0.388245558360923	16.8527375561586	4.03950217779036e-05	0.00149020586890712	4.48268039685358	14.4365445810651	FBgn0032850	Kua	protein_coding	35300
FBgn0265575	1120.96743349851	-2.42069676133934	0.560733756926975	16.8275368149925	4.09349853784246e-05	0.00150355981076927	41.3812285141644	4.98536390349764	FBgn0265575	yin	protein_coding	31340
FBgn0037715	486.833331216767	1.84177717171208	0.436785043897296	16.7468849618287	4.2712330887198e-05	0.00156205095816038	9.57274338434871	40.5997834835556	FBgn0037715		protein_coding	41157
FBgn0010042	181.852297321452	3.06449857113897	0.700565884761722	16.6395877587541	4.51977341206751e-05	0.0016387573298346	3.55297879195717	24.7510313797964	FBgn0010042	Glutathione S transferase D6	protein_coding	48339
FBgn0035193	150.89977928759	-1.93680889563027	0.461472057811493	16.6405230006233	4.51754541552327e-05	0.0016387573298346	14.8990438723024	2.85560653348633	FBgn0035193		protein_coding	38134
FBgn0030668	600.976393013665	1.87368921657506	0.445969239065891	16.5972390884029	4.6218254352936e-05	0.00166524290855953	9.14982446759951	32.6502747980673	FBgn0030668		protein_coding	32504
FBgn0085244	358.171209786148	-1.69079636105573	0.404896309974859	16.5929681515583	4.63224530671743e-05	0.00166524290855953	151.290699214693	31.6742898983356	FBgn0085244		protein_coding	5740170
FBgn0034052	3262.02600028566	1.25286138831754	0.303287507633769	16.5592874852819	4.71524845821968e-05	0.00168789910911186	159.376102525382	350.476931321857	FBgn0034052		protein_coding	36751
FBgn0037126	208.409177638438	1.69315066938654	0.406827177465678	16.5425961694853	4.75693533486419e-05	0.00169563669657944	11.7786982935974	33.0757480349618	FBgn0037126		protein_coding	40420
FBgn0250814	3946.7002325073	1.32161924984931	0.319935042916742	16.5056130372269	4.85062637691909e-05	0.00172176855597531	77.7430486344184	185.173692689272	FBgn0250814	Ubiquinol-cytochrome c reductase core protein 2	protein_coding	39846
FBgn0052073	70.4756789233572	4.10975576551002	0.925437615880119	16.3821824906698	5.17695966039843e-05	0.00182991444397682	2.07474605379335	39.2486696766102	FBgn0052073		protein_coding	326191
FBgn0039310	78.9688952074407	-2.53937175779561	0.601290375339378	16.3475626087515	5.27239265616726e-05	0.00185493998012997	5.74275407188112	1.0499372395499	FBgn0039310		protein_coding	43050
FBgn0040333	162.216596063509	1.78550502891287	0.43084112755336	16.3406449027517	5.29167300202796e-05	0.00185493998012997	1.67555536180071	4.5928736516389	FBgn0040333	brivido-3	protein_coding	31246
FBgn0031957	67.4370993768725	-2.3362553067859	0.559899881790646	16.3073130099722	5.38557087091536e-05	0.00188005383130136	5.37970784065758	0.844032136496267	FBgn0031957	TweedleE	protein_coding	34075
FBti0020031	531.526674587293	3.47345593653333	0.786540582584794	16.133536748776	5.90294403440608e-05	0.00205218400010957	0.51386041756281	4.46953310965465	FBti0020031		transposable_element	NA
FBgn0038482	301.96844929263	1.74982569833013	0.425835517945857	16.0547146244379	6.15382137831048e-05	0.00213063454934291	10.2922400302709	29.6807190382667	FBgn0038482		protein_coding	42070
FBgn0034638	1843.4620750159	1.78334649733707	0.433063257006329	15.9952800503856	6.35005998011507e-05	0.00218960435559233	56.8331525548701	190.065817921441	FBgn0034638		protein_coding	37458
FBgn0032782	188.844004210606	1.48551292360471	0.365732402714412	15.9669938296988	6.4456528446917e-05	0.00220456984744759	3.78637182887197	8.93183907432914	FBgn0032782	Rab9	protein_coding	35221
FBgn0040028	364.614404952973	1.72930826416489	0.421466296644219	15.9745661919773	6.41992118108482e-05	0.00220456984744759	5.32433685623777	11.2157481264023	FBgn0040028		protein_coding	49952
FBgn0038846	22.0462095280727	2.74097520518006	0.672592452388772	15.9516204457423	6.49821270795425e-05	0.0022135847159999	0.438827761225401	2.55716642405664	FBgn0038846		protein_coding	42483
FBgn0015568	2737.89201259092	1.22488364929127	0.302494760841898	15.9392962216454	6.54065898921789e-05	0.00221909586911296	50.980921031253	92.698792660431	FBgn0015568	alpha-Esterase-1	protein_coding	40909
FBgn0263117	125.5452070851	-2.00688243288679	0.488791531013459	15.8977038650695	6.68597820965192e-05	0.00225932575660558	2.32770068647708	0.377248541757784	FBgn0263117		protein_coding	42608
FBgn0266490	401.308739828912	1.1737256562825	0.29270592841477	15.7076362320744	7.39251186856387e-05	0.00248812511018436	47.8802919258115	101.865273583934	FBgn0266490		protein_coding	19835262
FBgn0032770	178.826351108291	1.37608004492953	0.342661194801946	15.6729473180372	7.52934393802389e-05	0.00252412292017563	12.9941975565838	29.7642540657804	FBgn0032770		protein_coding	35208
FBgn0031653	39488.5363102308	1.42282332486123	0.35266672119716	15.6577899032224	7.58993024838403e-05	0.00252884863540085	1730.01297031491	4295.75464808061	FBgn0031653	Jonah 25Biii	protein_coding	33706
FBgn0063495	217.034172171377	1.86346370070641	0.457920242387814	15.6544592045921	7.6033091073842e-05	0.00252884863540085	8.1442982492957	29.9530232548194	FBgn0063495	Glutathione S transferase E5	protein_coding	37110
FBgn0259714	84.7640361228963	-1.73966126545798	0.432462121416914	15.6174879806466	7.75341922150354e-05	0.00256866217973576	2.30742659619704	0.557957606770178	FBgn0259714	Dpr-interacting protein epsilon	protein_coding	7354433
FBgn0031692	395.999321719512	1.70706419247819	0.422442488283234	15.519620072375	8.16533375250076e-05	0.00269456013832525	17.6400913235904	63.0080333745419	FBgn0031692	Troponin C at 25D	protein_coding	33752
FBgn0036316	2115.66047790058	-1.0626084425744	0.267605619846315	15.4336054126819	8.54550480143325e-05	0.00280904375729603	63.0629129046524	23.2184559511369	FBgn0036316	nebulosa	protein_coding	39458
FBgn0004428	292.35759357619	1.64157742085845	0.409268382405302	15.3575979686326	8.89624479669522e-05	0.00291300294738299	19.0397765645544	66.7472454528878	FBgn0004428	Lysozyme E	protein_coding	38128
FBgn0033729	2691.90034759589	2.37334196953126	0.576957508929076	15.3120221621108	9.11346702977428e-05	0.00297260885975031	99.9225130571208	638.802349335015	FBgn0033729	Cuticular protein 49Af	protein_coding	36352
FBgn0035620	837.76826592503	-1.64495745349329	0.410231705924825	15.2984988105305	9.1789426922816e-05	0.00298245030247673	39.4456333885883	12.1546346280744	FBgn0035620	Alkaline phosphatase 9	protein_coding	38633
FBgn0036648	214.627522141425	-1.24551870679224	0.31551660972021	15.2246373482367	9.5450001162343e-05	0.00308950808359952	15.9960298322112	5.96528160904458	FBgn0036648		protein_coding	39854
FBgn0030776	3300.71146686466	1.74197412097596	0.434934624385383	15.1619711691684	9.86707243340109e-05	0.00318156595104475	119.474537040822	308.957769323533	FBgn0030776		protein_coding	32650
FBgn0031713	889.102514763276	1.03513494053558	0.26403649116527	15.068294546839	0.000103690350559233	0.00333070753431332	21.0646972777947	38.4194893363677	FBgn0031713	Coenzyme Q6	protein_coding	33777
FBgn0034884	133.777008116228	1.31440749599815	0.335623198234765	14.9916173720935	0.000107989814747665	0.00345567407192527	5.93903378848862	13.0749019313469	FBgn0034884	Entomoglyceroporin 3	protein_coding	37738
FBgn0039178	1281.91340087157	-1.28438251459383	0.326883987954273	14.9702006992346	0.000109222443519898	0.00348192906738149	35.4250560281978	13.4079936573279	FBgn0039178		protein_coding	42893
FBgn0050031	5377.25144929145	1.83005166226725	0.459623647435964	14.8990426617192	0.000113420529262824	0.00360216778651254	272.869652193859	765.715206975449	FBgn0050031		protein_coding	246404
FBgn0051354	1354.74675958495	1.11206545745934	0.284983946412151	14.8778351943119	0.00011470283974489	0.00362924940136641	20.8681929160653	41.2942714719213	FBgn0051354	Heat shock protein 70 Bbb	protein_coding	50022
FBgn0026374	445.984848159284	-1.2390222530596	0.318097098408955	14.7774366620776	0.000120974371317633	0.00381340107795285	13.0983973772649	5.28903626807116	FBgn0026374	Rhophilin	protein_coding	32531
FBgn0053668	8.08167786534103	6.49775053174384	1.65098117458946	14.7054251240286	0.000125684234071367	0.00394713906853127	0	2.24545655372049	FBgn0053668		protein_coding	3772084
FBgn0039719	178.55431265972	3.04687413703012	0.742125886324677	14.6392779671886	0.000130173067574995	0.00407297064767985	3.96185241204585	70.7461001524225	FBgn0039719		protein_coding	43538
FBgn0038662	1380.55935799661	1.41431331053326	0.363046654085754	14.622506042068	0.000131336660873052	0.00409421443193929	44.8982408625892	109.919174743618	FBgn0038662	Mitochondrial pyruvate carrier	protein_coding	42268
FBgn0035032	3655.84500720369	1.20641445099124	0.311296786419534	14.6044341198952	0.000132602168385739	0.00411846734751	363.803905539668	696.691706970319	FBgn0035032	ATP synthase, subunit F	protein_coding	37931
FBgn0051414	218.982318548347	-1.25820709558529	0.325650415646494	14.5960372291659	0.000133194340711658	0.00412170619169264	8.50481362834717	3.45502623937536	FBgn0051414	Glucocerebrosidase 1b	protein_coding	318721
FBgn0035186	689.442882108629	1.68516185754008	0.430670925365682	14.5471159405692	0.000136697738862406	0.00421468064930515	30.3601677951906	61.0549515305227	FBgn0035186		protein_coding	38120
FBgn0003308	856.406255441769	-1.58247577429818	0.405838698839575	14.5314237052555	0.000137841045000701	0.0042322664890934	15.291888608488	4.00670036635442	FBgn0003308	rosy	protein_coding	41605
FBgn0259230	194.018320775308	4.19823157048406	0.977081985235825	14.5255689931788	0.000138270069956176	0.0042322664890934	0.67881858157463	19.5238438050804	FBgn0259230	lectin-22C	protein_coding	7354375
FBgn0004394	88.3192940932615	-2.02468734662525	0.517849777387831	14.463954363685	0.000142867452579509	0.00435719942018662	2.80217868443265	0.628137996573901	FBgn0004394	POU domain protein 2	protein_coding	34673
FBgn0011455	1258.65171182727	1.20906518869135	0.314007066343251	14.4263417802457	0.000145749264013373	0.00438711010432289	80.4435190544037	147.847250660619	FBgn0011455	NADH dehydrogenase (ubiquinone) SGDH subunit	protein_coding	46260
FBgn0033438	727.636590077964	-1.2512682054912	0.324830200486523	14.4260088633186	0.000145775031150708	0.00438711010432289	13.6382238990978	5.63790063619071	FBgn0033438	Matrix metalloproteinase 2	protein_coding	35997
