baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2M8	expressionh2F14	ensembl	description	gene_biotype	entrezgene_id
FBgn0260955	55.8304770674787	-3.40440503946689	0.648673609789924	24.8586369236873	6.16920186432181e-07	4.65334083480274e-05	117.995446626197	8.4519282067766	FBgn0260955		protein_coding	8674060
FBgn0037912	2677.82413120804	1.7030007990223	0.332924292221887	24.7994405773211	6.3615929572666e-07	4.75599445159188e-05	53.30905141643	164.548256109482	FBgn0037912	scheggia	protein_coding	3772221
FBgn0030774	1447.12973877802	1.90681605675527	0.371060036418694	24.7337454688309	6.58215654620972e-07	4.87772443003331e-05	26.2566972966991	101.531295982404	FBgn0030774	spheroide	protein_coding	32648
FBgn0032638	1239.84141938143	-2.10263159396504	0.40665552545109	24.7154519607352	6.6449285057567e-07	4.88142226231588e-05	81.9563300849671	14.8062801580803	FBgn0032638	Serine protease homolog 93	protein_coding	35049
FBgn0020545	1674.72357083912	1.63351760644131	0.323569922908688	24.2732699149532	8.35910676783629e-07	6.0877356874725e-05	40.4328153798591	116.660020667654	FBgn0020545	kraken	protein_coding	33265
FBgn0032809	63.9005172372212	-2.57093280635988	0.508060337205409	24.0907495999826	9.19007096662014e-07	6.63570252359034e-05	8.15060399184685	1.07768760431889	FBgn0032809		protein_coding	35251
FBgn0035545	121.062849868655	2.98788348584282	0.575038926398607	24.0299163104409	9.48504504505429e-07	6.79064919835751e-05	1.53383127337336	15.6085427675915	FBgn0035545		protein_coding	38547
FBgn0032304	1213.28108700124	1.74093580918857	0.346169877062719	23.9511927609675	9.88090574007057e-07	7.01461274723666e-05	29.5651519012121	87.088516900476	FBgn0032304		protein_coding	34494
FBgn0250907	6447.35429018482	-2.02071487827439	0.399431733971326	23.7509394282445	1.0964184655899e-06	7.71878599775288e-05	66.837916211379	15.972492355191	FBgn0250907	Chitinase 10	protein_coding	3355116
FBgn0263999	57.52713515171	4.46562919231836	0.845704259262045	23.7044517861371	1.12322414511515e-06	7.84214675862217e-05	0.163938290015164	2.43372703893535	FBgn0263999		protein_coding	14462622
FBgn0020637	138.910026679662	3.63542409136297	0.687924703583536	23.5249698139619	1.2330309194808e-06	8.53823377686378e-05	1.99584437081017	39.8602315705541	FBgn0020637	Lcp65Ag2	protein_coding	38702
FBti0060500	14.1610702341361	-7.22065893538966	1.50685778149454	23.4860509988632	1.25822714998852e-06	8.64187232772601e-05	9.03767152803331	0	FBti0060500		transposable_element	NA
FBgn0031910	1221.02733242683	-1.84501459476495	0.369494328584718	23.45175552594	1.28085788587316e-06	8.72636082246491e-05	86.9135612009643	24.6983894769822	FBgn0031910		protein_coding	34019
FBgn0019624	5540.6396281693	1.44227216050073	0.292333538951332	23.4009363075894	1.31514509481902e-06	8.81773473097706e-05	365.509451822658	878.253771265757	FBgn0019624	Cytochrome c oxidase subunit 5A	protein_coding	41432
FBgn0030816	614.845344920701	-1.53665570939784	0.311194429814361	23.4124302769173	1.30731054375574e-06	8.81773473097706e-05	20.0435715904731	6.71205897180288	FBgn0030816		protein_coding	32694
FBgn0051086	2969.25589804895	2.12753598200799	0.423084433716948	23.3068153328195	1.38109755900558e-06	9.18701746336938e-05	167.29845600354	780.342795480132	FBgn0051086		protein_coding	43179
FBti0019115	357.542955513064	1.68234730994645	0.340947160839474	23.2301564758508	1.43725791406098e-06	9.48590223280248e-05	1.16641544297987	3.16178647500788	FBti0019115		transposable_element	NA
FBgn0016123	1191.88841156306	1.63435113124473	0.332200156163169	23.0536309484325	1.57544698559845e-06	0.000102697663117833	14.6042003310489	44.5454841665092	FBgn0016123	Alkaline phosphatase 4	protein_coding	43671
FBgn0033395	567.988697500459	-2.51863376769183	0.497419903453865	23.0476712566481	1.58033809248559e-06	0.000102697663117833	27.8183302193353	3.66276343932672	FBgn0033395	Cytochrome P450 4p2	protein_coding	35946
FBgn0031930	921.153526938627	2.60008589219181	0.51411516720362	22.8072100629841	1.79092562082013e-06	0.000114619239732488	11.5957302192442	46.4004965274975	FBgn0031930		protein_coding	34042
FBti0062015	563.01550123695	-1.72518198414741	0.351808426092563	22.8155404311047	1.78317972465488e-06	0.000114619239732488	16.5277788831172	4.22782814965504	FBti0062015		transposable_element	NA
FBgn0063492	187.15414945712	2.72345859334033	0.541255748884505	22.6735730345869	1.9199028331883e-06	0.000121949918306577	4.11187766643657	21.4055879802853	FBgn0063492	Glutathione S transferase E8	protein_coding	37113
FBgn0033809	465.178082608987	-1.76091377595789	0.360665252086045	22.6375741936137	1.95621249173193e-06	0.000122415430593713	17.1478811867144	5.16978657094217	FBgn0033809		protein_coding	36458
FBgn0284248	1258.0273340737	1.51703363707334	0.31216506417836	22.6407890993055	1.95294200673962e-06	0.000122415430593713	64.7504437843461	189.050488931099	FBgn0284248	Cytochrome c proximal	protein_coding	34996
FBgn0014931	230.246383931201	-2.91942214834902	0.575728913370812	22.6006270955547	1.99419504823055e-06	0.000123874704172439	9.89724425009772	1.01006839461511	FBgn0014931		protein_coding	40937
FBgn0041182	3916.14613917685	-1.45475313916417	0.300359823362305	22.5403615253014	2.05774368191989e-06	0.000126889187042768	67.369306072316	20.2716862692756	FBgn0041182	Thioester-containing protein 2	protein_coding	34044
