baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2M8	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0031861	49.6353774426829	2.575687840654	0.604052271816774	17.0509092042	3.63909471615857e-05	0.00124585388842069	2.97073818342442	0.509265622305875	FBgn0031861		protein_coding	33956
FBgn0051269	320.340999468969	1.44448793104012	0.343828554751613	17.0500808534696	3.64068248721251e-05	0.00124585388842069	27.8177734067775	12.1948812161106	FBgn0051269		protein_coding	318653
FBgn0038486	54.3092995801945	2.55111725592373	0.59798285814382	17.0188833976334	3.70099104568562e-05	0.00126114783480831	2.26419604439888	0.461703487327465	FBgn0038486		protein_coding	42074
FBgn0035186	665.560556126028	1.64284590030987	0.389065685508957	16.9871999789493	3.76326699042133e-05	0.00127698084935474	61.0549515305227	24.0859535401475	FBgn0035186		protein_coding	38120
FBti0019250	1302.46848860794	2.76180889964458	0.629606097453625	16.8989175748862	3.94240577760498e-05	0.00132661954416408	10.4400890664865	2.42554179591345	FBti0019250		transposable_element	NA
RR51475_transposable_element	1302.46848860794	2.76180889964458	0.629606097453625	16.8989175748862	3.94240577760498e-05	0.00132661954416408	10.4400890664865	2.42554179591345	RR51475_transposable_element		transposable_element	NA
FBgn0030956	183.727631921823	1.57069345428533	0.375957058717708	16.8263571062577	4.09604394405012e-05	0.00137259962208086	7.59980904155521	1.98341122130848	FBgn0030956		protein_coding	32866
FBgn0024957	12453.7874725886	1.46573855579343	0.350908458882621	16.7464931404847	4.27211522636462e-05	0.00141981903572513	313.085923019124	101.956135740991	FBgn0024957	Iron regulatory protein 1B	protein_coding	41269
FBgn0031728	1270.36516728303	1.81548959482091	0.430555451627975	16.7464932375449	4.27211500782277e-05	0.00141981903572513	33.7360725107275	10.9878082088397	FBgn0031728	Heat shock protein 60C	protein_coding	33796
FBgn0037678	5608.12031177404	1.3076108112082	0.316629630872739	16.505115272694	4.85189995968427e-05	0.00160589934731189	581.153168011014	223.376310589535	FBgn0037678		protein_coding	41111
FBgn0034629	1090.32638924098	-1.34443563798033	0.325748232570614	16.4719911146017	4.93741163733873e-05	0.00162753209727133	14.5877678405009	34.0842870526647	FBgn0034629	acyl-Coenzyme A oxidase at 57D distal	protein_coding	37446
FBti0062015	445.289015829525	-1.35282098636114	0.328553877318814	16.4132567768527	5.09278044527798e-05	0.0016719225559376	4.22782814965504	11.3198348258049	FBti0062015		transposable_element	NA
FBgn0029993	91.0969482670563	1.85636056403724	0.449187460182138	16.3770436686754	5.19101476778215e-05	0.00169549873554631	2.38159918749733	0.724386574973424	FBgn0029993		protein_coding	31725
FBgn0035007	197.544446747334	2.00806735625547	0.480999864974309	16.3637407610733	5.2275778250499e-05	0.00169549873554631	6.94710499263413	1.96834086260419	FBgn0035007		protein_coding	37902
FBgn0052751	784.031209725565	1.54945135257817	0.374689772939821	16.3665415394053	5.21985842199167e-05	0.00169549873554631	40.455395133129	12.401436875357	FBgn0052751		protein_coding	318189
FBgn0035791	32.8533233195606	2.71614959265697	0.652859600888303	16.3341603399828	5.30981050808158e-05	0.00171187490925492	2.0400526544332	0.240692750161193	FBgn0035791		protein_coding	38842
FBgn0038237	528.361690989426	1.51895039374796	0.368203710181618	16.3303621653964	5.32046312807063e-05	0.00171187490925492	6.5738466400097	2.29401454453638	FBgn0038237	Phosphodiesterase 6	protein_coding	41760
FBgn0266709	223.510664274347	1.54908591459343	0.376402279898062	16.3211043700861	5.34651829115189e-05	0.00171343181425963	9.52795235809033	3.89483739434975	FBgn0266709	Zinc finger MYND-type containing 10	protein_coding	39481
FBgn0037758	2754.63129387592	-1.49714222095553	0.36300864486556	16.3049581586446	5.39226764595702e-05	0.00172126298453553	28.2288509699038	65.8533216045186	FBgn0037758		protein_coding	41207
FBgn0038934	798.394279066944	1.50900548404824	0.366562148981163	16.2671372568603	5.50097804938386e-05	0.00174905113097733	9.65631544542432	3.62962955278202	FBgn0038934	GLD2 poly(A) polymerase	protein_coding	42602
FBgn0030615	1090.73367902757	1.45048102093743	0.353368307533609	16.2061727898066	5.6808704433002e-05	0.00179916508627813	31.5218338818661	12.0446537171412	FBgn0030615	Cytochrome P450 4s3	protein_coding	32444
FBgn0004512	2105.92766302645	-1.27635780433813	0.313049619272201	16.1165129310278	5.95624237225621e-05	0.00187884056348098	13.6892699940433	33.5268497128973	FBgn0004512	Multi drug resistance 49	protein_coding	36428
FBgn0051975	43.2940091540776	2.72199347857237	0.65259505087267	16.1092985318939	5.97897504723394e-05	0.00187884056348098	2.64405541297359	0.55977246355324	FBgn0051975		protein_coding	319052
FBgn0035427	550.246321470454	-1.43483873900736	0.351102940927065	16.0999231754716	6.00864735832952e-05	0.00188084635914222	12.3637936777072	36.5725897165458	FBgn0035427	cracked	protein_coding	38402
FBgn0033069	83.8042916626308	1.6376785648929	0.403458952479217	16.0049129857532	6.31783214935876e-05	0.00196999275823248	5.91801729919684	1.99278336564807	FBgn0033069	eukaryotic translation initiation factor 3 subunit f2	protein_coding	35547
FBgn0031432	980.913507980241	-1.09452632896788	0.271390572265669	15.9096400141883	6.64394545547235e-05	0.00206080644063243	20.9579928729684	41.623034587005	FBgn0031432	Cytochrome P450 309a1	protein_coding	33438
FBgn0031695	276.721336367785	1.74617349987448	0.426609383424234	15.905040771799	6.66010996786854e-05	0.00206080644063243	11.8293187593925	4.26816831553391	FBgn0031695	Cytochrome P450 4ac3	protein_coding	33756
FBgn0040091	237.51180547998	1.23069607060869	0.305462926001866	15.8597810659242	6.82130528181417e-05	0.0021026282998447	10.2046097119326	4.3175741768973	FBgn0040091	UDP-glycosyltransferase family 317 member A1	protein_coding	37590
FBgn0036496	259.066042694085	1.39125030962919	0.344551851112797	15.8255141306839	6.94595470681797e-05	0.00213290989400235	10.6020573949556	3.85586995281841	FBgn0036496	cocoon	protein_coding	39665
FBgn0038125	57.0786121004611	1.83830479512774	0.456494709955475	15.7448556048803	7.24847860106582e-05	0.00221737549932604	5.92760460260391	1.76002857726987	FBgn0038125		protein_coding	41622
FBgn0036689	81.4899112188052	1.56659967714299	0.390021351139652	15.7084802797536	7.38921384095497e-05	0.00225189777281329	2.74329978833375	0.971531181878132	FBgn0036689		protein_coding	39908
FBgn0034957	153.442494955668	1.93041469072137	0.474121156227939	15.6883401322959	7.4683145730011e-05	0.00226744768765251	3.92393877070655	1.30735027031539	FBgn0034957	Radial spoke head protein 4a	protein_coding	37831
FBgn0034121	446.715956296847	1.74105153787533	0.42837220493011	15.675989032505	7.51724451580186e-05	0.00227375530747625	9.96803166937435	3.20007480145805	FBgn0034121		protein_coding	36833
FBgn0000053	3740.65435039077	-1.53101114856987	0.378564655347027	15.6496547659653	7.6226495378049e-05	0.00228864287895656	24.8485159570627	59.9709531214053	FBgn0000053	GART trifunctional enzyme	protein_coding	33986
FBgn0032066	519.392375853494	-1.70897007757501	0.420725757448887	15.6495326329086	7.62314183307721e-05	0.00228864287895656	3.4360959716724	10.4774468806426	FBgn0032066	Lysosomal alpha-mannosidase III	protein_coding	34203
FBgn0040321	2034.53500376783	-1.18924090988961	0.296754263260841	15.6347064199346	7.68314173438939e-05	0.00229043462872967	47.0796471010228	93.7220444937997	FBgn0040321	Gram-negative bacteria binding protein 3	protein_coding	39020
FBgn0051025	1122.2218198671	1.71218212824254	0.421618868914341	15.6340444001263	7.68583190175509e-05	0.00229043462872967	16.8725686266569	6.67199485189748	FBgn0051025	Protein phosphatase 1c interacting protein 1	protein_coding	43581
FBgn0033598	1671.78885459542	1.929857181429	0.471911770295935	15.6209095888355	7.73940254323832e-05	0.00229791966688208	211.985223553881	53.33992080525	FBgn0033598	Cuticular protein 47Eb	protein_coding	36189
FBgn0033809	377.946415617555	-1.43902386809474	0.357971509563626	15.604601722385	7.80643760106829e-05	0.00230933296945888	5.16978657094217	13.1138788872914	FBgn0033809		protein_coding	36458
FBgn0036648	214.331215246417	-1.32777806167659	0.332277115927125	15.5421604180524	8.06855386357453e-05	0.00237816208037328	5.96528160904458	15.3595490390799	FBgn0036648		protein_coding	39854
FBgn0260466	151.758884774362	1.78235631435988	0.442242366023495	15.5143868211514	8.18796994488231e-05	0.00240458346454071	5.2661109594849	1.53466776084018	FBgn0260466	I'm not dead yet 2	protein_coding	3772456
FBgn0033323	120.288812932075	1.54739294012726	0.387270798738291	15.4908249378171	8.29067042799666e-05	0.00242592226001815	3.69028911013149	1.46064373447797	FBgn0033323		protein_coding	35857
FBgn0032139	49.3688544090159	-2.4965044998955	0.615500280414266	15.4476340120511	8.48230654993349e-05	0.00247303637896256	1.10372880998975	5.03484293393794	FBgn0032139		protein_coding	34288
FBgn0051679	55.4358750303016	2.06381151680824	0.514588706352859	15.4237304593547	8.59027497019836e-05	0.0024955057791123	3.58597083406765	1.29879651290429	FBgn0051679	Testis EndoG-Like 3	protein_coding	33404
FBgn0034739	144.504814588895	1.51319094242935	0.379754133860869	15.3951514954337	8.72117801021323e-05	0.00251543691466007	9.99870343520091	3.90178348146231	FBgn0034739		protein_coding	37576
FBgn0037402	37.8800058165169	2.46134830650592	0.610268965303972	15.3975389543192	8.71016608406757e-05	0.00251543691466007	3.50353991758345	0.825216731189955	FBgn0037402	Vacuolar H[+] ATPase 14kD subunit 2	protein_coding	40748
FBgn0038938	525.209626517492	-1.4690273740799	0.368159421721185	15.3095271095068	9.12551180648779e-05	0.00262269157826318	5.7849109749562	13.7479129135872	FBgn0038938		protein_coding	42606
FBgn0033983	152.249589809916	1.41108021218949	0.35590652409055	15.2932970179016	9.20425394981005e-05	0.00263351788182013	4.88265993804543	1.73173278399859	FBgn0033983	Alkylglycerone phosphate synthase	protein_coding	36669
FBgn0036659	1246.01274533843	-1.15649210714207	0.292199788169118	15.2753019904312	9.29235843509537e-05	0.00263351788182013	18.7022831123761	41.3434442944545	FBgn0036659		protein_coding	39872
FBgn0037759	339.5061141424	1.537450060785	0.385670679206769	15.2741471913889	9.2980412759277e-05	0.00263351788182013	8.99414079721805	4.00170450915804	FBgn0037759		protein_coding	41208
FBgn0051410	1097.82268025685	1.60669981651732	0.401375175849587	15.2788810054695	9.27476806216717e-05	0.00263351788182013	148.004482245505	58.0697949306978	FBgn0051410	Niemann-Pick type C-2e	protein_coding	326136
FBgn0051445	102.574546296111	1.78550274182068	0.447746657755992	15.2684300474089	9.32622726845664e-05	0.00263351788182013	2.1979536540024	0.670225908006446	FBgn0051445		protein_coding	326140
FBgn0034560	76.1510470543251	1.90577401731845	0.477599714928089	15.2514205296486	9.41059506116382e-05	0.00264808242905781	4.91920729301698	1.58077116842449	FBgn0034560	Carbonic anhydrase 15	protein_coding	37366
FBgn0033868	2144.21431423308	1.72344325552415	0.432143631448928	15.0550001157779	0.000104423258351404	0.00292820220293729	53.7698480003907	19.5302148886158	FBgn0033868	Sperm-Leucylaminopeptidase 7	protein_coding	36524
FBgn0003889	1676.63753140801	1.68389337989141	0.42302346372877	15.0377550854043	0.000105381732074189	0.0029448542153327	48.0851836716189	18.6377313022891	FBgn0003889	beta-Tubulin at 85D	protein_coding	41124
FBgn0031946	133.671648905231	1.89465334549679	0.477074605188285	14.992401480881	0.000107944952298067	0.00300608080951445	8.69978485943218	1.98924566007352	FBgn0031946		protein_coding	34061
FBgn0033794	220.026703996044	1.96280727664862	0.492103217922016	14.9506649702008	0.000110359161884149	0.00306275117311473	4.30918727831064	1.16067600436548	FBgn0033794		protein_coding	36439
FBgn0050271	245.342045791768	1.62110380714093	0.411413860024038	14.8803851789885	0.000114547886218066	0.00316811208594897	8.90204122428654	3.57808947939462	FBgn0050271		protein_coding	246518
FBgn0032464	282.296000414884	1.67999600037976	0.425650476511245	14.8715999813523	0.000115082620811823	0.00317203838114773	6.14779910587483	2.55012809888622	FBgn0032464	Vacuolar H[+] ATPase 68kD subunit 3	protein_coding	34695
FBgn0030313	109.192726306867	-1.69282169985997	0.43117415903816	14.8544960206517	0.000116130918117521	0.00319004522012619	2.48153631283101	10.2642167117359	FBgn0030313	Receptor accessory protein like 1	protein_coding	32103
FBgn0027376	233.868155330618	1.48516962859953	0.379058599948931	14.8344404107829	0.000117372371424806	0.00321321786992114	3.07627156298531	1.29289358050356	FBgn0027376	rha	protein_coding	43071
FBgn0053490	58.5311177791209	2.08395815352863	0.530040464935053	14.8015881509964	0.000119434876379426	0.00325863534337921	2.62016146078197	0.405909984536828	FBgn0053490		protein_coding	2768970
FBgn0036214	113.935259009541	1.72699660479506	0.440505429324418	14.7827359014496	0.000120634878721393	0.00328029387391908	5.6610774319861	1.96969215754022	FBgn0036214		protein_coding	39339
FBgn0039671	989.428469153322	-1.44212878358536	0.368314660213482	14.7464605483415	0.000122978168352017	0.00333279089802312	43.1045147315886	133.959966414041	FBgn0039671		protein_coding	43480
FBgn0034392	298.475111618882	1.29722630303018	0.333252130600522	14.7219462602722	0.000124587618499175	0.00335389868999778	12.469480392866	4.84575181431894	FBgn0034392	Major Facilitator Superfamily Transporter 15	protein_coding	37168
FBgn0034659	157.156865523144	1.67059557370716	0.426757311878403	14.7234700081336	0.000124486963839453	0.00335389868999778	11.1009399516905	2.7523003532537	FBgn0034659		protein_coding	37484
FBgn0283433	68.8267532245289	9.52336304255666	2.04201994421867	14.7048539531083	0.000125722319697713	0.00337320084345093	3.1916245504207	0	FBgn0283433	Sperm-specific dynein intermediate chain B	protein_coding	26067075
FBgn0035638	219.639209947625	1.74509974802676	0.444516815199235	14.680186168808	0.000127378299493493	0.00340631505532931	9.54519112269373	3.11563835803374	FBgn0035638	Tektin C	protein_coding	38653
FBgn0038700	774.867138632503	1.32115345780376	0.33962826708462	14.660232495623	0.000128733867643691	0.0034312036801665	34.8193107803927	15.904497609716	FBgn0038700		protein_coding	42318
FBgn0029766	6622.45386867856	-1.47933382364495	0.378594981374823	14.6444063591714	0.000129819348951194	0.00344875349384817	73.2223984231723	220.166584227968	FBgn0029766		protein_coding	31461
FBgn0036704	42.7193919236445	2.14330275134387	0.550429130725873	14.6209542189451	0.000131444850234958	0.00345781306350985	2.53227874276119	0.586683136036896	FBgn0036704		protein_coding	39924
FBgn0039045	1625.67528336225	1.18647154970712	0.306156885989262	14.6263359200561	0.000131070034519017	0.00345781306350985	77.2392682388312	37.6394803474194	FBgn0039045	Cystinosin	protein_coding	42723
FBgn0052436	867.466606792186	1.62442083046928	0.414784469886238	14.6228614668372	0.00013131189413675	0.00345781306350985	8.26839243729902	3.45222204759339	FBgn0052436		protein_coding	40362
FBgn0031722	120.617237616234	1.93402579567974	0.492761211124355	14.6144208239696	0.000131901327708831	0.0034585555927809	5.13343465021603	1.71281141591367	FBgn0031722		protein_coding	33790
FBgn0261844	112.371159471442	-1.59606889997298	0.410417949922908	14.5686968806959	0.000135140969846725	0.003532033891528	0.916118656570103	2.7284285292334	FBgn0261844		protein_coding	10178950
FBgn0034160	421.883283323855	1.84445404076969	0.469879680825091	14.5222644003027	0.000138512819136347	0.00359687950914837	48.8237755495336	8.65167055502933	FBgn0034160		protein_coding	36883
FBgn0037988	197.943941225705	1.6745590977073	0.430003379449322	14.5227150522711	0.000138479689839033	0.00359687950914837	7.47805865482257	2.31725507207017	FBgn0037988		protein_coding	41468
FBgn0011239	41.0244486570216	2.19209122949454	0.565886486671613	14.4662475356717	0.000142693620780277	0.00369356949173563	2.85303644532794	0.573612828005851	FBgn0011239	male sterile (2) 35Ci	protein_coding	49529
FBgn0011660	214.691157172593	1.31377067528125	0.341236031080503	14.4402468408589	0.000144677124777857	0.00372966148215467	5.71530458414311	1.9284381549112	FBgn0011660	Pms2	protein_coding	36705
FBgn0034435	1202.04119934957	1.56401433147476	0.402515660197296	14.4331250443165	0.000145225249786387	0.00372966148215467	31.6543569216662	10.1604642322494	FBgn0034435	wurstfest	protein_coding	37220
FBgn0037040	178.161998492174	1.7130155406862	0.44107376390976	14.4299094183864	0.000145473423338128	0.00372966148215467	3.39683113220068	1.09031793159928	FBgn0037040		protein_coding	40319
FBgn0030539	1980.45283742518	-1.49683483717828	0.386392024858751	14.3851895177606	0.000148969384939997	0.00378087466168853	88.1827839382485	234.656777562899	FBgn0030539		protein_coding	32361
FBgn0031498	86.9817406814587	1.90100552664148	0.489157322081132	14.3898714268325	0.000148599448186664	0.00378087466168853	4.48230261992144	1.49936193192625	FBgn0031498		protein_coding	33519
FBgn0032601	480.860709655463	-1.46331020599593	0.378636002291092	14.3799211382592	0.000149386770123222	0.00378087466168853	8.76426230664966	19.0714845677935	FBgn0032601	yellow-b	protein_coding	35005
FBgn0034229	4158.78495268714	-1.50532189744668	0.388586164051711	14.3745717938522	0.000149811774608758	0.00378087466168853	77.654990818401	239.962057016572	FBgn0034229		protein_coding	36973
FBgn0050359	5082.85047743442	-1.31034136889129	0.339778394411559	14.3919145319037	0.000148438304159725	0.00378087466168853	63.2998706501901	172.997514248302	FBgn0050359	Maltase A5	protein_coding	35828
FBgn0033141	67.5659947132887	2.00761131377981	0.518611115615679	14.3379321887962	0.000152755700074913	0.003843162099081	4.61521909239526	1.16781663163371	FBgn0033141		protein_coding	35631
FBgn0001229	438.872112002904	-2.31825717599581	0.585883326138999	14.2854738698081	0.000157072344962553	0.00393949148421608	10.9583980242285	20.3931746939305	FBgn0001229	Heat shock gene 67Bc	protein_coding	39071
FBgn0265186	825.614227184292	1.15126332047662	0.301182790671734	14.2569799499455	0.000159468298003879	0.00398720115999792	36.063585234986	13.2684405029867	FBgn0265186		protein_coding	36429
FBgn0011761	15.6963399729064	3.39154068722848	0.898065248969103	14.2262216074253	0.000162095988555267	0.00402796062637642	2.79799967056421	0.237422912697182	FBgn0011761	deadhead	protein_coding	31444
FBgn0039452	59.6720398078886	-2.42109573204324	0.617390927602131	14.2270573363357	0.000162024018999304	0.00402796062637642	6.04112056704544	31.9504158000026	FBgn0039452		protein_coding	3772449
FBgn0264307	1675.44723609633	1.49125389777088	0.387403480890364	14.2158548486873	0.000162991412600339	0.00403778726429552	35.567338159637	14.9444077122384	FBgn0264307	orb2	protein_coding	39018
FBgn0052026	181.999343643561	1.6635333855343	0.432425575957679	14.179903350292	0.000166135479719668	0.00410308909546189	4.29696732543356	2.18800231560848	FBgn0052026		protein_coding	317829
FBgn0036895	165.609575155679	1.70010136196292	0.44251885186061	14.138824717693	0.000169802777397265	0.00418087570201314	2.55005608780559	0.853445464437612	FBgn0036895	male sterile (3) 76Cc	protein_coding	40142
FBgn0263027	61.9858344559412	1.81250187502636	0.474431936344083	14.1161178009198	0.000171864818462696	0.00421878502706607	4.34682904516429	1.18878592842748	FBgn0263027		protein_coding	33984
FBgn0050031	5652.15517390487	1.30769687133236	0.342473983955767	14.1096458673745	0.000172457147644863	0.00422049674054518	765.715206975449	261.192292153165	FBgn0050031		protein_coding	246404
FBgn0035309	115.035988274295	1.6375308402103	0.428387299023917	14.0580126949009	0.000177256998966537	0.00432485656692978	5.65784066439258	1.95718945816305	FBgn0035309		protein_coding	38274
FBgn0011273	87.4535863161255	1.9221015479333	0.500987050860346	14.0327562609735	0.00017965363526866	0.00437012879045089	12.8841484591264	3.059183241638	FBgn0011273	Androcam	protein_coding	44913
FBgn0034904	37.4020525422473	2.5773791411804	0.669918291538527	13.9778685906381	0.000184975199330757	0.00448606519458016	6.50216533431249	0.90402160612859	FBgn0034904		protein_coding	37763
FBgn0033221	1003.3088584182	1.67114938549745	0.435967842316139	13.9583638567385	0.000186904257262426	0.00451927778937531	131.879615288028	64.5995678570658	FBgn0033221		protein_coding	35726
FBgn0025709	313.136280119576	-1.08628233671714	0.288217987214923	13.9346578654138	0.0001892761333351	0.00454938706194722	5.04970006217109	9.33848771803045	FBgn0025709	Concentrative nucleoside transporter 2	protein_coding	35914
FBgn0259795	2485.21029340596	1.56456061217537	0.409628182301922	13.9350256579976	0.000189239103688096	0.00454938706194722	63.6166342035006	25.5244201999298	FBgn0259795	loopin-1	protein_coding	36847
FBgn0038082	1064.78280382026	1.71296402364065	0.447057759317359	13.911800676164	0.000191591793479533	0.00459138078380033	42.348981803888	15.7952008489148	FBgn0038082	UDP-glycosyltransferase family 37 member A2	protein_coding	41573
FBgn0287630	500.002773641846	1.67215808366484	0.438208713954739	13.862188832202	0.000196716648864595	0.00470024750364043	11.4188253030176	3.22544515217385	FBgn0287630	doublefault	protein_coding	34462
FBgn0270925	3786.12922967755	1.57164866994636	0.413090318118793	13.8181070730842	0.000201386025146981	0.00479762105925374	49.757806470054	19.8939943959652	FBgn0270925		protein_coding	42387
FBgn0038797	158.376243303947	1.742442016339	0.4585420918626	13.8034616961977	0.000202961925842679	0.00482094268560435	11.2439295480748	3.3358441992224	FBgn0038797	Dicarboxylate carrier 2	protein_coding	54520426
FBgn0033610	242.959800174408	1.68667909322288	0.444728390546245	13.7360237884026	0.000210380381129099	0.00495344594168688	10.2700595520534	3.70845536584578	FBgn0033610		protein_coding	36202
FBgn0035005	120.612897923736	1.70436105784236	0.450540267230141	13.7375994780928	0.000210203969563122	0.00495344594168688	5.66910171491402	1.93119935073093	FBgn0035005		protein_coding	37900
FBgn0038567	57.9440995571386	2.02171713609282	0.53375561864353	13.7432862685285	0.0002095685247556	0.00495344594168688	3.93548503397492	0.766890096454526	FBgn0038567		protein_coding	42163
FBgn0030593	5155.32033528921	-1.27734382680794	0.340423267157385	13.6441076078884	0.000220933569481313	0.00518680089282291	68.3736609874033	150.217840341944	FBgn0030593		protein_coding	32419
FBgn0038492	243.880666893319	-2.37464555275021	0.615032476683943	13.5950590428983	0.000226781634286917	0.00530866225652506	0.251915445519105	2.09932104435156	FBgn0038492	Mucin related 89F	protein_coding	42080
FBgn0267376	847.170525585332	1.03948584995161	0.279210962200276	13.5864835393298	0.000227819998099873	0.00531755579379934	62.4290293711767	25.1965794891198	FBgn0267376	Selenoprotein R	protein_coding	41309
FBgn0038706	214.577031982381	1.89343065915996	0.499479252336331	13.5677686924515	0.000230102750381056	0.00535535968898389	10.1516958659726	2.31350162672337	FBgn0038706		protein_coding	42324
FBgn0032345	68.2176083573803	1.51987117174206	0.408128546765493	13.5594320342765	0.000231127025297672	0.00536374096639081	5.92260092659765	1.99709426609393	FBgn0032345		protein_coding	34547
FBgn0034132	1470.43715540603	1.56850242732293	0.416930389410277	13.5227704193608	0.000235686228741431	0.0054538738776957	36.9247457657469	13.5202226121215	FBgn0034132	Sperm-Leucylaminopeptidase 8	protein_coding	36844
FBgn0028669	169.297192010632	1.72481058372273	0.458847119502632	13.5040957011208	0.000238043330917334	0.00549267982996682	3.16085606441584	1.23312662088211	FBgn0028669	Vacuolar H[+] ATPase 100kD subunit 3	protein_coding	246543
FBgn0031347	620.858759565077	1.58004242434952	0.420866140525633	13.480548709711	0.000241049300071764	0.00553043791869194	14.6802937501297	5.73440557763295	FBgn0031347	no individualized sperm	protein_coding	33337
FBgn0036183	99.9000711201157	1.4466699896633	0.389113010772285	13.4849456532442	0.00024048510341337	0.00553043791869194	6.82143591402518	2.16392800196815	FBgn0036183		protein_coding	39305
FBgn0053092	215.707878585152	1.69338927004404	0.451009461039213	13.468976133028	0.000242540626788485	0.00554888980720624	5.31162418714989	1.8585858697887	FBgn0053092	delta-1-Pyrroline-5-carboxylate dehydrogenase 2	protein_coding	32625
FBgn0039323	102.406914326128	2.02580351421727	0.535663068682085	13.4610983299525	0.00024356113393379	0.00555649637754035	3.69753730391934	1.48298932266342	FBgn0039323		protein_coding	43063
FBgn0034819	983.681036016221	-1.61986185863006	0.431195608791462	13.4416732336665	0.000246096031482826	0.00559851140916987	179.093735917611	430.436370956341	FBgn0034819		protein_coding	37666
FBgn0050052	223.791108383688	-1.32309629726324	0.355857568200724	13.4198495384129	0.000248975668648409	0.00564811095506896	9.04401825315112	25.0279619671241	FBgn0050052	Odorant-binding protein 49a	protein_coding	36399
FBgn0031831	98.9839567434161	1.92452684178932	0.512761222804922	13.3894861964022	0.000253038696765557	0.00572420312346957	13.5620142649892	4.07021590897985	FBgn0031831	Cytochrome c oxidase subunit 5B-like	protein_coding	33919
FBgn0040510	98.537032712518	1.84758320904422	0.493829335272669	13.3836196769048	0.000253831386711482	0.00572609575162551	2.29168808228589	0.535530105848502	FBgn0040510	Adenylyl cyclase X A	protein_coding	53432
FBgn0035197	484.873692832618	1.66386066079146	0.444312045739382	13.3579165320702	0.000257334032603465	0.00578894052174257	9.05053314993792	2.65023570451279	FBgn0035197		protein_coding	3772105
FBgn0035988	1069.34315547436	1.66236051075554	0.444064175453993	13.3232251488635	0.000262138914056692	0.00588064963867178	37.875316401811	14.4184738473749	FBgn0035988		protein_coding	39084
FBgn0051874	88.5281395941459	2.04098591007119	0.544367600425563	13.3123575858126	0.000263662633829917	0.00589844717676014	3.45979407854636	0.71410716010334	FBgn0051874	Fumarase 4	protein_coding	318995
FBgn0031426	67.56595028655	-1.45728214001269	0.39559715240838	13.2894799294606	0.000266899507359912	0.00595282391579861	1.07893446760695	2.61046810755032	FBgn0031426		protein_coding	33429
FBgn0033056	116.498173683836	1.74285189145815	0.468187371277284	13.2796359353868	0.000268304594520888	0.00595282391579861	3.18374450648952	1.17115546960641	FBgn0033056		protein_coding	35533
FBgn0035915	2822.6310195827	1.5655140307055	0.419815746277651	13.2810791890511	0.00026809812551914	0.00595282391579861	66.9147393441336	27.0298403040194	FBgn0035915	Sperm-Leucylaminopeptidase 1	protein_coding	38986
FBgn0034759	133.732305632144	-1.65166471415495	0.443844844932023	13.2478851120595	0.000272887575395285	0.0060214209259353	3.55594903335657	13.840714758254	FBgn0034759		protein_coding	37597
FBgn0037616	264.585308099993	1.58251954970987	0.42589639758359	13.2530015735215	0.000272143756008668	0.0060214209259353	10.1184931787464	3.37484376172011	FBgn0037616		protein_coding	41037
FBgn0033953	542.850881709424	1.66450329786163	0.446551576592102	13.2289677834334	0.000275655573601299	0.00603515677840162	32.2949618124676	13.0333969039566	FBgn0033953		protein_coding	36628
FBgn0034842	84.4240805232083	1.76820756032429	0.4769307561865	13.225298441297	0.00027619574305566	0.00603515677840162	5.38893573300434	1.85504982289507	FBgn0034842	Proteasome beta5 subunit-related 1	protein_coding	37690
FBgn0052085	267.997236586683	1.59001805586766	0.427987018915648	13.2373646073703	0.000274423467597721	0.00603515677840162	5.04071813915342	1.64382762204022	FBgn0052085		protein_coding	39311
FBgn0053002	268.878962395527	-1.63031955242751	0.438583973736377	13.2232398531822	0.000276499258049604	0.00603515677840162	25.4813060861867	51.7022751207391	FBgn0053002	mitochondrial ribosomal protein L27	protein_coding	318825
FBgn0051601	91.4707207305739	1.58677191952907	0.430546677539698	13.1977027781538	0.000280292478748786	0.0061014610737876	2.85753227819344	0.723059811143135	FBgn0051601		protein_coding	318835
FBgn0036498	116.290992255937	1.7604539780633	0.474606569062654	13.1835265257175	0.000282420786721374	0.00613126417624144	5.48106449119716	1.68539828191124	FBgn0036498		protein_coding	39667
FBgn0030191	420.862221850354	1.34525040079372	0.365273569388003	13.1480367013403	0.000287820666642174	0.00621507942193101	15.1295057459122	6.19974813716239	FBgn0030191		protein_coding	31961
FBgn0039798	415.724970351002	-1.47166872281704	0.398169776182986	13.1509312398214	0.000287376382391192	0.00621507942193101	10.7243312849401	29.4787923943167	FBgn0039798		protein_coding	43646
FBgn0051973	793.039073224784	1.54931140589185	0.418783924171325	13.0943878634264	0.000296181769981893	0.00637857059833004	7.63629630999925	3.7075183393959	FBgn0051973	Chitin deacetylase-like 5	protein_coding	33158
FBgn0033542	391.978584201726	1.50941403164631	0.409270518301559	13.0803552424042	0.000298408856375609	0.00640944128747186	11.3443593531942	4.01955939879484	FBgn0033542	Carbonic anhydrase 13	protein_coding	36126
FBgn0000279	36.0908541959972	-2.67488936176128	0.712193932569876	13.0742119323555	0.000299389153839477	0.00641343980479473	1.62598360799197	19.557881768361	FBgn0000279	Cecropin C	protein_coding	43599
