baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh1M8	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0085455	233.51717350788	-1.3615578789542	0.212128270737989	40.4477728494336	2.01942510015217e-10	1.04811222432898e-08	7.80868754149646	18.5709242372895	FBgn0085455		protein_coding	5740622
FBgn0043575	29746.4280068453	2.08591005792948	0.317060889814119	39.9714003639996	2.57708599036767e-10	1.31758329253798e-08	4669.02306296199	968.310379350993	FBgn0043575	Peptidoglycan recognition protein SC2	protein_coding	35862
FBgn0031547	228.444422935064	1.25482233214982	0.197598545801013	39.7549653416305	2.87907724963202e-10	1.46107838794289e-08	13.9907064250097	5.6407627224753	FBgn0031547	Scavenger receptor class C, type IV	protein_coding	33576
FBgn0039645	468.078744234642	1.97433519730389	0.305578060076193	39.1993783395247	3.82662052332318e-10	1.92766008862405e-08	8.2363281777176	2.00347571303133	FBgn0039645		protein_coding	43451
FBgn0037758	2850.57383154023	-1.19943975310968	0.190686556928469	38.5248467462203	5.40610317964145e-10	2.70344619589223e-08	31.9029544307737	65.8533216045186	FBgn0037758		protein_coding	41207
FBti0019151	11153.4673475393	-1.90514881513376	0.297731517170292	38.2902766028117	6.09656669913571e-10	3.02663611998397e-08	41.8745735532309	155.254381648678	FBti0019151		transposable_element	NA
FBgn0037238	92.3691402205566	2.09539381320334	0.335435828654598	37.7476934163234	8.05118601325632e-10	3.96825002710929e-08	2.48864081519878	0.563272583698445	FBgn0037238		protein_coding	40551
FBgn0030593	4484.59026099644	-1.9493170919863	0.306736780789624	37.6766016376172	8.35001598432443e-10	4.08613996490048e-08	43.63871765058	150.217840341944	FBgn0030593		protein_coding	32419
FBgn0038938	482.840688253204	-1.80255415765528	0.286273573054636	37.6114218105684	8.6337440624653e-10	4.19501989871984e-08	4.31495759137204	13.7479129135872	FBgn0038938		protein_coding	42606
FBgn0030777	4166.43121455397	-1.67207563547726	0.267423996867316	37.1168726760784	1.11256860140325e-09	5.36775175226317e-08	150.839641115988	474.233342734708	FBgn0030777		protein_coding	32651
FBgn0034796	464.834825506255	-1.41117129522922	0.228582050596466	36.9774578356779	1.19502886598404e-09	5.68551580615048e-08	14.0691636978195	32.7081709894185	FBgn0034796		protein_coding	37640
FBgn0053499	470.325006649565	-2.25630995077007	0.356034982010706	36.9907051967658	1.18693713195348e-09	5.68551580615048e-08	3.91323716718271	16.3635318960011	FBgn0053499	Sperm-specific dynein intermediate chain 4	protein_coding	2768886
FBgn0034736	343.031487171455	1.52279884828693	0.246410284253204	36.8995753520291	1.24373034562491e-09	5.87641144681123e-08	14.7876337965436	4.44336747754332	FBgn0034736	gasoline	protein_coding	37572
FBgn0029608	308.302416328804	1.4061888690489	0.229335347357389	36.617790635355	1.43714101199972e-09	6.74373498165076e-08	22.034164981896	7.41319878412908	FBgn0029608		protein_coding	31210
FBgn0030575	128.59977625958	-1.41232038843109	0.232602693991146	36.5804801747145	1.46491323508497e-09	6.82729290718851e-08	3.09605478169359	8.1086132727907	FBgn0030575		protein_coding	32399
FBgn0034470	6073.49595000456	1.58609982023442	0.257215916079885	36.2723686430855	1.71579327612267e-09	7.94249982075434e-08	1210.72374369431	403.004033854078	FBgn0034470	Odorant-binding protein 56d	protein_coding	37266
FBgn0034392	324.984496197804	1.51827064405834	0.248263244095406	36.1444518561245	1.83219375659613e-09	8.42440229962423e-08	16.1971698016182	4.84575181431894	FBgn0034392	Major Facilitator Superfamily Transporter 15	protein_coding	37168
FBgn0052404	606.504593480765	-1.9249647642221	0.31214153756131	35.7337393150604	2.26212208794255e-09	1.03318656163296e-07	59.2347924730889	211.385177785581	FBgn0052404	Cuticular protein 65Aw	protein_coding	38706
FBgn0051633	225.845057557893	-1.19346659554207	0.198754489284633	35.6478931767688	2.36403415244183e-09	1.07258264757477e-07	5.8650223323457	10.2969319458884	FBgn0051633		protein_coding	33931
FBgn0040091	226.020219147988	1.17229457644014	0.196715482738367	35.0971301591006	3.13662715750563e-09	1.41375214842573e-07	9.98512763709805	4.3175741768973	FBgn0040091	UDP-glycosyltransferase family 317 member A1	protein_coding	37590
FBgn0031182	221.445333933339	-1.29456801234804	0.217211066566836	34.9227391898532	3.43050947441386e-09	1.53610590909865e-07	3.93323311761918	8.94007161945049	FBgn0031182	Cytochrome P450 6t1	protein_coding	33127
FBgn0262570	289.038438644129	-1.64741425063583	0.273524940243309	34.8696050345644	3.52541707478084e-09	1.55823434705313e-07	3.63299538540757	8.74611327189165	FBgn0262570		protein_coding	12798330
FBti0018951	2075.52046850057	-1.50595705656852	0.249730131427721	34.8818814711562	3.50325808516261e-09	1.55823434705313e-07	10.8139072623346	31.6027758133173	FBti0018951		transposable_element	NA
FBgn0034160	543.52944227759	2.3304046977523	0.380789902377862	34.2747360498833	4.78553969596266e-09	2.10164951647693e-07	60.0913498324284	8.65167055502933	FBgn0034160		protein_coding	36883
FBgn0032436	71.5017077679938	3.1142798415333	0.516470355107926	33.5886206472756	6.80899039371177e-09	2.97123523486111e-07	6.9110064249274	0.790542662824491	FBgn0032436		protein_coding	34663
FBgn0038511	277.759381748883	-1.17097234027393	0.200763903908938	33.5044686197497	7.11004492873132e-09	3.08296948143913e-07	3.03347475499115	6.12729209354892	FBgn0038511	Curly Su	protein_coding	42100
FBgn0028422	329.921867497857	-1.4747809518141	0.251404843036837	33.3384635071677	7.74358208704715e-09	3.33655854580881e-07	3.22512672821965	6.81243458069423	FBgn0028422	Glutamate receptor IID	protein_coding	44483
FBgn0040256	210.158164649771	-1.8529288354544	0.314821241376235	33.0407287572168	9.02483710843916e-09	3.86432243936979e-07	3.40354304587154	10.2175390992471	FBgn0040256	UDP-glycosyltransferase family 35 member C1	protein_coding	53507
FBgn0265140	1676.37199055932	1.36355254157533	0.233562930117191	32.9528468649385	9.44213803832344e-09	4.01789364599714e-07	29.747505761714	9.41915746721721	FBgn0265140	Meltrin	protein_coding	3772109
FBgn0035929	195.139148709757	-1.23444788252751	0.21520644891873	32.4839519316031	1.2018086308569e-08	5.08246353703744e-07	17.6200009352978	32.4179589346223	FBgn0035929		protein_coding	39008
FBgn0039452	56.7244946194004	-2.95345940121289	0.505089469847305	32.1837194167196	1.40261156784735e-08	5.89527107443077e-07	4.13474157289494	31.9504158000026	FBgn0039452		protein_coding	3772449
FBgn0030539	2058.62101479861	-1.19190143502162	0.207493476145542	32.1438813876993	1.43166860718875e-08	5.94446159263644e-07	114.834608942122	234.656777562899	FBgn0030539		protein_coding	32361
FBgn0039671	1012.39604661402	-1.22635362885103	0.213462260559108	32.153455374533	1.42463096472003e-08	5.94446159263644e-07	63.9444966624276	133.959966414041	FBgn0039671		protein_coding	43480
FBgn0053459	425.098625531645	-1.79931813560462	0.309838561555977	31.987264319863	1.55186659114662e-08	6.40472169635273e-07	13.4105354071991	41.6943013624187	FBgn0053459		protein_coding	2768847
FBgn0033367	27357.0816168129	1.71256427150673	0.294683350944235	31.9626410426646	1.57166275924708e-08	6.44758177461183e-07	1045.80442362299	268.866651128937	FBgn0033367	Prophenoloxidase 2	protein_coding	35910
FBgn0063495	72.1558010919699	2.48141883146582	0.428700552555312	31.9201615124318	1.60641112049047e-08	6.5509063014763e-07	12.9615141501446	2.04274368141402	FBgn0063495	Glutathione S transferase E5	protein_coding	37110
FBgn0036606	63.5269985054505	-3.728732507812	0.626376899174376	31.6919545245748	1.80669104504277e-08	7.2383861693497e-07	1.76126835569802	12.8132608039364	FBgn0036606		protein_coding	39802
FBgn0041150	572.25829039823	1.19245602629624	0.211110811874236	31.169491012397	2.36453218279194e-08	9.36382080017777e-07	12.2718946775521	4.6352203235117	FBgn0041150	hoepel1	protein_coding	249663
FBgn0032088	714.87924016866	-1.85693251929929	0.323213545448379	31.0991643362751	2.4517692263381e-08	9.65348906301283e-07	38.3650230851724	153.451232904355	FBgn0032088		protein_coding	34228
FBgn0033296	217.974746990465	-3.2153397811177	0.536382226116999	31.0393351983383	2.52851824805953e-08	9.84254461219082e-07	0.933178953820675	11.3118473394217	FBgn0033296	Maltase A7	protein_coding	35829
FBgn0085483	61.7762047771447	-2.48874663193288	0.437150982314591	31.0451703479946	2.520928172992e-08	9.84254461219082e-07	2.0830851684075	11.9652166915235	FBgn0085483		protein_coding	5740130
FBgn0033598	1560.174553021	1.84361243041347	0.321493895876692	30.9213680008866	2.68697016508096e-08	1.04002444073275e-06	196.814218737326	53.33992080525	FBgn0033598	Cuticular protein 47Eb	protein_coding	36189
FBti0019425	617.472821091417	1.14438848495385	0.204217391761107	30.7776184803478	2.8935604733566e-08	1.11369566308798e-06	8.8383552905981	3.22354001485556	FBti0019425		transposable_element	NA
FBgn0030836	16644.4419685254	-2.26725233894386	0.391921047708512	30.507139948679	3.32640017256975e-08	1.2731378537584e-06	604.343201071439	2474.37642439277	FBgn0030836		protein_coding	32719
FBgn0003117	309.033157136889	1.67455453530231	0.298990230222946	30.1054859018587	4.09172097700126e-08	1.55735446741309e-06	10.7150668261406	2.29872169951381	FBgn0003117	pannier	protein_coding	44849
FBgn0038034	353.80519272265	1.46894461108098	0.264293543147277	29.8556418425527	4.65440501881935e-08	1.76173087204041e-06	13.5755011601954	4.48327397760648	FBgn0038034	Cytochrome P450 9f3	protein_coding	3772405
FBgn0264272	314.628954176144	-1.07532847411468	0.195726606452433	29.7669938120159	4.87216657426263e-08	1.83402270331172e-06	3.0025692506666	6.20891528347572	FBgn0264272	multiple wing hairs	protein_coding	38131
FBgn0250821	80.8324767766727	2.10972328352843	0.382414728399929	29.4363745261614	5.7782860686281e-08	2.15146944870495e-06	7.40782892861226	1.20102352564608	FBgn0250821		protein_coding	40536
FBgn0035089	1292.65469525944	-1.15843968756917	0.211742683826054	29.2166543960292	6.47205048109757e-08	2.39675772140537e-06	135.490605856201	261.511852083701	FBgn0035089	Pherokine 3	protein_coding	37997
FBgn0036767	272.816193391695	1.48225150230132	0.269987201858861	29.1803455320942	6.59447689894177e-08	2.42896565777689e-06	40.1831792622908	12.7420055395352	FBgn0036767		protein_coding	39993
FBgn0259150	206.743618314273	1.50879978594276	0.275691553259889	29.1355247757615	6.74880870434708e-08	2.45936640603627e-06	2.23365971569528	0.625433889422725	FBgn0259150	Otopetrin-like c	protein_coding	7354434
FBgn0028916	842.622936286229	1.12940897132142	0.207208492304222	29.0735422018572	6.96821487670907e-08	2.52588572065259e-06	18.7220261676984	8.49857886212289	FBgn0028916		protein_coding	34835
FBgn0051865	58.6613221684621	3.60462304385829	0.632532881348716	29.0566868332226	7.02910603769172e-08	2.53454765601189e-06	7.456437739446	0.31463910469824	FBgn0051865	transcriptional Adaptor 1-1	protein_coding	318991
FBti0019113	2981.56010561487	-1.61227538616765	0.294056682644491	28.6434758618611	8.70066334068258e-08	3.12085049984379e-06	14.7295795332052	38.786942691296	FBti0019113		transposable_element	NA
FBti0019405	1413.50704762931	-1.8069460423691	0.329473144008239	28.3527063390629	1.01105359406366e-07	3.60767092340113e-06	5.65793342404194	19.3371385493191	FBti0019405		transposable_element	NA
FBgn0032934	190.609440080484	-1.21079005670479	0.226403171347032	28.2092016531412	1.08885690620977e-07	3.86515992976328e-06	2.66820764334923	5.45628494226083	FBgn0032934		protein_coding	35395
FBgn0035309	121.119547695252	1.77925943729492	0.329823562068187	28.0810138940829	1.16341633327826e-07	4.10853881406668e-06	8.08782619013481	1.95718945816305	FBgn0035309		protein_coding	38274
FBgn0027259	119.227543129813	-1.55498779527157	0.291024722660274	27.91125571471	1.27008785218086e-07	4.43947544657707e-06	6.66265704526946	17.8906251928581	FBgn0027259	kinetochore Mis12-Ndc80 network component 1	protein_coding	32102
FBgn0031389	182.189655959234	1.1381989732668	0.214257679286352	27.9158939021498	1.26704700229183e-07	4.43947544657707e-06	12.1063993914521	4.98099194582237	FBgn0031389		protein_coding	33385
FBgn0034229	3906.9115796033	-1.73399296589433	0.319379235524623	27.8758869273033	1.29351784790924e-07	4.47570241213445e-06	80.1816571826953	239.962057016572	FBgn0034229		protein_coding	36973
FBgn0050424	52.5110661157455	1.88938749765046	0.357131601354825	27.8818480491355	1.28953877848103e-07	4.47570241213445e-06	5.90243230188685	1.26520857359896	FBgn0050424	cGAS-like receptor 2	protein_coding	246606
FBgn0004427	43871.1668233691	2.0307804019593	0.37099029708486	27.7764773479077	1.36171730301421e-07	4.6880026346484e-06	14686.4041310728	2422.97151235231	FBgn0004427	Lysozyme D	protein_coding	38127
FBti0060500	10.6602132352846	-6.84844348482401	1.4053199480881	27.6602446105475	1.44604202401005e-07	4.95341695324641e-06	0	7.60746602236251	FBti0060500		transposable_element	NA
FBgn0038056	175.929134831944	1.67515068982669	0.312858168718779	27.6054226205512	1.48761137129272e-07	5.07046045011265e-06	10.0418887376748	3.04254056570103	FBgn0038056		protein_coding	41541
FBgn0033792	272.381807945451	-2.04972032256442	0.380174698377619	27.2015457640269	1.83312055662216e-07	6.18655612483665e-06	2.61853414458373	10.7241803483628	FBgn0033792		protein_coding	36437
FBgn0032387	79.3002373653924	2.60241075252457	0.484746849582552	26.9367283135539	2.1022572902199e-07	7.06008073298851e-06	3.80403980963492	0.310601404749117	FBgn0032387		protein_coding	34607
FBgn0038143	89.0967886790458	1.55301595482876	0.298296700584981	26.8154813991631	2.23836957005015e-07	7.44420870117163e-06	3.00107273888662	0.789098507593033	FBgn0038143		protein_coding	41644
FBgn0004428	276.912454577551	-1.88310744777197	0.354537391304882	26.6800941760136	2.40082153119867e-07	7.94590739625221e-06	14.7112845451977	54.455489375311	FBgn0004428	Lysozyme E	protein_coding	38128
FBgn0085693	11.1351172771323	5.93355948441087	1.36576533074057	26.6267024266782	2.46808975132349e-07	8.12927061842174e-06	2.43494181116035	0	FBgn0085693		protein_coding	5740411
FBgn0015568	1392.86719249763	1.46090432727034	0.277737817818214	26.6046444398332	2.49642907838166e-07	8.18327062966161e-06	52.7759198356489	16.9742257843671	FBgn0015568	alpha-Esterase-1	protein_coding	40909
FBgn0042206	306.01087125736	-2.0310888370997	0.382269770774978	26.4173435191388	2.75059605198592e-07	8.9734921676931e-06	8.05862683915727	34.0468870034025	FBgn0042206	Glutathione S transferase D10	protein_coding	59240
FBgn0039050	277.11127198037	1.57470548622797	0.301154746972963	26.3112988374378	2.90583690102382e-07	9.4350182980636e-06	14.2057699835841	4.32229530280876	FBgn0039050		protein_coding	42729
FBgn0031805	258.366888412073	1.27621524163738	0.246198023247522	26.2633280007819	2.97891848031213e-07	9.58148850169878e-06	8.21075957101365	3.17503301151773	FBgn0031805	Neprilysin-like 4	protein_coding	33889
FBgn0038301	330.819225681744	-1.11207522846884	0.215181136396679	26.2646997459692	2.97680331253512e-07	9.58148850169878e-06	4.73601176702135	9.82984850723125	FBgn0038301		protein_coding	41831
FBgn0051019	82.7801560370779	1.9358829140072	0.371675753778267	26.2221717425462	3.0430850509708e-07	9.74213817018736e-06	3.88187011050194	0.972885131019395	FBgn0051019		protein_coding	318558
FBgn0030544	1307.69812994497	-1.52904985992773	0.293725936905613	25.9670173961745	3.47300430278635e-07	1.10667685945997e-05	90.3169007486852	240.75806819856	FBgn0030544		protein_coding	32366
FBgn0004606	921.96050489436	1.2387776099558	0.240693603211152	25.7863879917358	3.81368624297964e-07	1.20960946530803e-05	14.8482146237965	4.60955253630742	FBgn0004606	Zn finger homeodomain 1	protein_coding	43650
FBgn0031150	320.840685256414	1.24524368412289	0.242906097774429	25.7346392742226	3.91732472587816e-07	1.23675537774153e-05	6.63448087275273	2.19114166393316	FBgn0031150	bves	protein_coding	33083
FBgn0020907	217.19201933374	-1.0258035048306	0.202462132186337	25.4371255557806	4.57037493031769e-07	1.42975518938842e-05	6.96015428269964	11.8513247266479	FBgn0020907	Sarcoplasmic calcium-binding protein 2	protein_coding	42015
FBgn0034468	1366.17917625082	-1.51432349361048	0.29447998181462	25.3573244423624	4.76340268479025e-07	1.48336689970445e-05	119.666585969107	280.514818150171	FBgn0034468	Odorant-binding protein 56a	protein_coding	37264
FBgn0031249	29239.0003383822	1.39018058488279	0.272608034291517	25.0592838253244	5.55944390529176e-07	1.72342761064044e-05	2980.50773848403	933.980468994371	FBgn0031249		protein_coding	33206
FBgn0020644	69206.730227419	-1.15854534417654	0.22999784175968	24.7203352896026	6.62811346116076e-07	2.02105237373223e-05	12674.9105274041	24138.0702767402	FBgn0020644	Lcp65Ab1	protein_coding	48382
FBgn0030477	32.5346850077632	3.14907776588985	0.619974952273875	24.7235733102594	6.6169873302513e-07	2.02105237373223e-05	2.30298180363159	0.285281745539369	FBgn0030477	doublesex-Mab related 11E	protein_coding	32291
FBgn0034126	101.01678038989	-1.2965294604497	0.25986952167816	24.7196910189019	6.63032946979344e-07	2.02105237373223e-05	5.03732191504837	10.6477673845079	FBgn0034126	jetboil	protein_coding	36838
FBgn0085244	50.4660279791838	2.40752897575172	0.475414942587336	24.717600743412	6.63752421675306e-07	2.02105237373223e-05	17.0712382351268	3.0104487002429	FBgn0085244		protein_coding	5740170
FBgn0030594	937.820354551098	1.15168422653076	0.229626527194501	24.5608043103314	7.20014900777622e-07	2.18266463948119e-05	30.8066223927619	12.2986932279585	FBgn0030594	fezzik	protein_coding	32420
FBgn0036601	390.503208026918	-1.74255462121916	0.343113725272867	24.5190635541516	7.35782417519728e-07	2.22063671472584e-05	32.2283288990461	72.753934768411	FBgn0036601		protein_coding	39797
FBgn0030999	3408.43144464686	-1.17888013497284	0.235226979330368	24.4627503608732	7.57604716503371e-07	2.27646925998447e-05	69.7558673302761	163.435858082662	FBgn0030999	Mucin related 18B	protein_coding	32912
FBgn0001228	103.820300044133	-1.27191988323516	0.257552528424132	24.1701606715853	8.81881140342533e-07	2.60421021227875e-05	13.9229006610122	33.0598450952657	FBgn0001228		protein_coding	3771872
FBgn0034011	481.669933534843	-1.40286682497863	0.280608723938982	24.175679655174	8.79357532663169e-07	2.60421021227875e-05	15.0138636688025	36.513555797007	FBgn0034011		protein_coding	36701
FBgn0031418	1393.61060892107	1.33639451596583	0.270923296422758	23.5438792841407	1.22097212092627e-06	3.57473504293414e-05	95.1060050484664	37.5621374927909	FBgn0031418		protein_coding	33421
FBgn0052073	176.586489695715	3.65105891591238	0.688077450756636	23.4726013224014	1.26705406786511e-06	3.69386698678461e-05	81.0461511552744	4.945778035806	FBgn0052073		protein_coding	326191
FBgn0031741	346.854861156062	-2.10535902297795	0.422113342419997	23.1338296470959	1.51108605647739e-06	4.38663159869772e-05	2.86969288011719	10.1313058907923	FBgn0031741		protein_coding	33810
FBgn0032363	2085.05526559806	1.19634284295303	0.246541921078364	22.9286688870883	1.68125542657207e-06	4.86003414660138e-05	25.1855286471575	9.47354694863942	FBgn0032363	Discs large 5	protein_coding	34573
FBgn0036553	1454.84770433268	-1.08176033366252	0.223576866339401	22.910929854582	1.69684251319279e-06	4.87118747199843e-05	38.6788102911606	72.1859142133884	FBgn0036553		protein_coding	39742
FBgn0039482	2059.34705373543	-1.52544797178247	0.311886744219672	22.9081094174392	1.69933412028554e-06	4.87118747199843e-05	83.0187235854142	215.025367203212	FBgn0039482		protein_coding	43260
FBgn0028855	1696.50173943931	-1.76570530272994	0.358759058187763	22.8790471476952	1.72522278035278e-06	4.92479219508203e-05	288.211163128817	736.24383044676	FBgn0028855		protein_coding	34853
FBgn0003358	2867.76110807781	-1.2472313531849	0.257070476418905	22.8566934854184	1.74540427914439e-06	4.96172809809883e-05	129.706367255467	243.315809347942	FBgn0003358	Jonah 99Ci	protein_coding	43545
FBgn0034800	162.587482727384	-1.0545682019108	0.220829242155971	22.6313966969623	1.96251221388626e-06	5.53299225404724e-05	4.50231477063513	7.95127196102353	FBgn0034800		protein_coding	37644
FBgn0010395	602.28671814197	1.03343237028765	0.215915765437321	22.4956951688805	2.10615061473011e-06	5.91362207439179e-05	13.9243052530486	6.05400674296809	FBgn0010395	Integrin betanu subunit	protein_coding	35368
FBgn0265185	2234.22187046113	1.63782847145239	0.338350197616426	22.2918923361868	2.34193318994594e-06	6.52218873346327e-05	190.626441892247	50.1680236111263	FBgn0265185		protein_coding	19836034
FBgn0261989	503.371460015094	-1.66311586256416	0.344567016359504	22.2081378225369	2.44634713984495e-06	6.78539443525416e-05	12.4028300789441	52.6221433581433	FBgn0261989		protein_coding	36511
FBgn0053192	56.6328160646844	-1.82111134414965	0.383211630276638	22.1741881713382	2.48998980341873e-06	6.87859683194423e-05	24.6713471864943	66.467344435962	FBgn0053192	Metallothionein D	protein_coding	326270
FBgn0034139	159.688682511268	-1.6969668420307	0.35376083152438	22.1020590706129	2.58532286080621e-06	7.11327185517403e-05	3.25633763996869	8.02449154383895	FBgn0034139		protein_coding	36852
FBgn0038242	104.424535142067	2.07891665589132	0.430679685519373	22.0203848459949	2.69770050470469e-06	7.39277846309274e-05	20.3740802610188	4.68835560393523	FBgn0038242		protein_coding	41765
FBgn0283437	12974.4860526236	1.31820337940022	0.276606560587136	21.9652007204416	2.77639147145766e-06	7.57811074540097e-05	459.004028527616	144.224758908298	FBgn0283437	Prophenoloxidase 1	protein_coding	37044
FBti0019410	9.34174030383057	5.67484880353838	1.40015566700829	21.9419038377766	2.81029968148339e-06	7.6402234594614e-05	2.39139545242595	0.0356238294711087	FBti0019410		transposable_element	NA
FBgn0026268	53.401597953737	-3.66625258883613	0.740915672712815	21.5219041149402	3.49810158592192e-06	9.43523384454768e-05	0.31812912804502	4.23848494635263	FBgn0026268	Antennal dehydrogenase	protein_coding	32058
FBgn0015033	708.545689225533	-1.30845427105649	0.278051954265235	21.4793864158705	3.57652708054638e-06	9.60893608973461e-05	15.4001530190258	31.5610084341253	FBgn0015033	Cytochrome P450 4d8	protein_coding	38841
FBgn0031910	1312.75607073056	-1.38427072557237	0.293877300658662	21.4236719154023	3.68197165770533e-06	9.73945475943598e-05	36.8512559536536	70.1038682754984	FBgn0031910		protein_coding	34019
FBgn0041182	4675.12386298447	-1.16576523648939	0.24892176550989	21.3694912713319	3.78750458422488e-06	9.98007457943257e-05	39.5763703380605	60.7902001063667	FBgn0041182	Thioester-containing protein 2	protein_coding	34044
FBgn0039798	400.554137888095	-1.54680800553481	0.329373776777049	21.1805673585782	4.17981126163107e-06	0.000109297278448223	11.9963866451507	29.4787923943167	FBgn0039798		protein_coding	43646
FBgn0052603	5425.2583766022	-1.41747273051801	0.303371261107075	21.013581727954	4.56039082583931e-06	0.000118345596772065	164.593737453344	382.303494020605	FBgn0052603		protein_coding	318109
FBgn0037126	180.296284520717	1.33474280060331	0.288282171753427	20.9720248911507	4.66039004799774e-06	0.000120031324130949	29.1699986441404	8.40636295254574	FBgn0037126		protein_coding	40420
FBgn0085465	95.1916876992472	-1.86872847473619	0.400078908858882	20.9267293825397	4.77189404488234e-06	0.000121985992916003	2.82004809464635	9.36257838255962	FBgn0085465		protein_coding	5740743
FBgn0038731	126.678050738209	1.80278875692803	0.386673772826479	20.8651917279808	4.92768367371037e-06	0.000125500226202936	7.17281619711825	1.66604543409525	FBgn0038731	Acyl-CoA synthetase X1 R	protein_coding	42352
FBgn0029766	7039.77830700624	-1.05672406728191	0.230383706805145	20.5894357131564	5.6909289014601e-06	0.000143869202597429	145.006388109101	220.166584227968	FBgn0029766		protein_coding	31461
FBti0018963	379.896395222192	1.24074514115363	0.271172749799114	20.3986427606673	6.28743714218137e-06	0.000157208875405418	5.43507908671536	2.06222115399161	FBti0018963		transposable_element	NA
FBgn0033033	2128.1842180622	-1.19329946612242	0.260859416626777	20.3735151460398	6.37054016789935e-06	0.000158707529782831	27.2756645627656	47.7383863996585	FBgn0033033	scarface	protein_coding	35505
FBgn0011822	174.122792434234	-1.48994114127583	0.327251164018672	20.0987896159306	7.35432037094419e-06	0.000180589422442074	4.28962660629561	13.2297054027046	FBgn0011822	Pepsinogen C-like	protein_coding	30984
FBgn0051414	199.270153522723	-1.51368584846241	0.332753313115982	20.0116765980911	7.69707137956717e-06	0.000187660626410728	2.84578283871356	7.13049456336041	FBgn0051414	Glucocerebrosidase 1b	protein_coding	318721
FBgn0031653	74921.3441919663	-1.26423528461694	0.278397489283847	19.9943022603375	7.76732657076086e-06	0.000188701965731499	3844.87295020182	8047.8208450135	FBgn0031653	Jonah 25Biii	protein_coding	33706
FBgn0030398	478.375424940263	-1.00694380364246	0.223463087787687	19.979345248378	7.82832245093671e-06	0.000189511791912959	28.3327447696651	53.4756867403129	FBgn0030398	Cuticular protein 11B	protein_coding	32203
FBgn0052196	57.2237541864448	-1.37813490696216	0.308687518568458	19.9327780252053	8.0213237052263e-06	0.000193500312339808	2.6799444927266	7.02855111557679	FBgn0052196		protein_coding	317908
FBgn0041087	313.952173031988	1.25334530856326	0.277592186472833	19.9166292851058	8.08936297705011e-06	0.000193777013132064	13.6599601935321	4.14346392659667	FBgn0041087	wunen-2	protein_coding	53558
FBgn0050479	330.87421331382	-1.47778427254727	0.325780948722621	19.8594393274008	8.33501397328756e-06	0.00019896578651914	6.77115591773967	19.8321326931688	FBgn0050479		protein_coding	36631
FBgn0002869	79.7958278335081	-1.45380391069765	0.324057347818729	19.8057685573113	8.57235741776316e-06	0.000203920905101026	26.8924788657711	61.6709809936099	FBgn0002869	Metallothionein B	protein_coding	42424
FBgn0039521	32.7118516952632	-1.83886958571045	0.414647161476986	19.7875588141139	8.65441687652712e-06	0.000204004220593251	1.72933153174756	6.05307488000098	FBgn0039521		protein_coding	43306
FBgn0038132	29.2678848692522	3.68820598455364	0.804407461398848	19.7626067600011	8.7681418045212e-06	0.000205721025694434	3.42746615341746	0.152794918140508	FBgn0038132	apnoia	protein_coding	41631
FBgn0052085	227.839774080583	1.31175035269029	0.292678661577832	19.6272483807215	9.41173400979941e-06	0.000219319012588897	5.93654493308577	1.64382762204022	FBgn0052085		protein_coding	39311
FBgn0027584	53.9485310457089	-2.2788120310034	0.50269326402231	19.5841333288933	9.62653464437725e-06	0.000223564029995351	0.681422169374325	2.74533329524435	FBgn0027584		protein_coding	41330
FBgn0038257	637.637555523575	-1.36981864995131	0.304813822838878	19.5313611651232	9.89615872951033e-06	0.000229049268432011	20.8443630786032	51.0768977889279	FBgn0038257	Senescence marker protein-30	protein_coding	41786
FBgn0033538	360.632489254145	-1.16562641561907	0.261847255211083	19.409166966306	1.05499447493587e-05	0.000243359163225107	4.00945345319591	6.31606662562897	FBgn0033538		protein_coding	36121
FBgn0040296	32.028537646428	1.93723032245668	0.43948505631529	19.3873313495934	1.0671261389543e-05	0.000245331583153555	3.25715439790364	0.887820824044801	FBgn0040296	Ocho	protein_coding	39621
FBgn0265835	9.83698872945608	-6.73719036982237	1.53872794384745	19.351956882388	1.0870778738384e-05	0.000249082625875147	0	7.45111920855401	FBgn0265835		protein_coding	19835525
FBgn0031562	413.332370555717	-1.35139926188164	0.302578705243436	19.3353731837149	1.09655987432426e-05	0.00025041772329985	35.8730553296928	76.2734042993987	FBgn0031562		protein_coding	33593
FBgn0033302	252.265857023777	1.60816988903505	0.359549831930789	19.174458506512	1.19299012785811e-05	0.000268894760342967	12.8867097230027	3.14411266651583	FBgn0033302	Cytochrome P450 6a14	protein_coding	35835
FBgn0039678	1393.49312432306	-1.29901628581402	0.292036257874429	19.1741723489644	1.19316898473598e-05	0.000268894760342967	121.941380470241	276.573520107284	FBgn0039678	Odorant-binding protein 99a	protein_coding	43488
FBgn0024289	1400.05838809168	-1.6541665220617	0.368969564582405	19.110799209146	1.233449810737e-05	0.000276891461240836	34.4524596391903	112.079504796238	FBgn0024289	Sorbitol dehydrogenase 1	protein_coding	40836
FBgn0031426	67.3779123443392	-1.34784141375695	0.307965705405029	19.0488946280865	1.27411554252015e-05	0.000284331126443177	1.4127287645861	2.61046810755032	FBgn0031426		protein_coding	33429
