baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh1M8	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0031918	38.1292421966532	1.93640679215352	0.440700656616582	19.0399288406383	1.28011585219396e-05	0.000284742652707169	3.53630061114279	0.872223549450081	FBgn0031918		protein_coding	34027
FBgn0004171	120.87039699647	1.8788637023134	0.42181461219381	18.9617837612214	1.33363046128407e-05	0.000293784639558108	10.1458539217931	2.52177316693506	FBgn0004171	Male-specific RNA 98Cb	protein_coding	43367
FBgn0039471	10513.8938335213	1.5570635179857	0.349616320473776	18.9434266753016	1.34652408864049e-05	0.000295674247797308	912.677932864439	315.265984034504	FBgn0039471		protein_coding	43247
FBgn0034480	111.656974223437	-1.96715304055831	0.440651588229519	18.9006326087013	1.37706995621759e-05	0.00030141553578424	2.41752767412656	8.47493997785972	FBgn0034480		protein_coding	37276
FBgn0042119	42.1194589566414	-2.5300643818987	0.567296583458877	18.871729254476	1.39809361833406e-05	0.000305042655388746	3.33768946974548	13.6731152052519	FBgn0042119	Cuticular protein 65Au	protein_coding	59158
FBgn0004431	978.134598135699	4.41220670331498	0.886073055891684	18.8170654791637	1.43874026599225e-05	0.000312914589279774	297.770756147124	10.5374770725654	FBgn0004431	Lysozyme X	protein_coding	38122
FBgn0025578	5809.988386538	-1.37612653426978	0.311868491169019	18.779329295329	1.46749043663202e-05	0.000317153847992618	1078.73651704198	2217.09729895	FBgn0025578	Larval cuticle protein 9	protein_coding	37963
FBgn0052499	1477.10422359948	-1.0590490937639	0.242106073864436	18.7380172066386	1.49962708855725e-05	0.00032308003722345	27.7566043321334	50.6888214528677	FBgn0052499	Chitin deacetylase-like 4	protein_coding	33144
FBgn0030048	50.3319369567102	1.65837772846343	0.381646575040526	18.7096544368443	1.5220987955782e-05	0.000326111745390061	4.64222772813326	1.24035636113767	FBgn0030048		protein_coding	31794
RR48347_transposable_element	240.576532963625	-2.34253352161304	0.519179753993525	18.6284213705076	1.58834868824714e-05	0.000338996163962029	0.552944201202454	3.70662983359071	RR48347_transposable_element		transposable_element	NA
FBgn0031470	74.3793978958137	1.25583785829193	0.290825272965612	18.5589061038864	1.6473374655959e-05	0.000350494067602406	6.67943138007893	2.08546553364338	FBgn0031470		protein_coding	33483
FBgn0025814	2436.84802264255	-1.15484950190917	0.265541355653062	18.441696179122	1.7518251527228e-05	0.000370424509916787	172.113243906918	403.522180870705	FBgn0025814	Microsomal glutathione S-transferase-like	protein_coding	44110
FBgn0030478	4973.0009400405	-1.00251700868176	0.231381032653979	18.4119115007621	1.77942157901256e-05	0.000375102068855847	82.3697097244702	137.741588205084	FBgn0030478		protein_coding	32292
FBgn0035791	28.2675926626403	2.51062729283704	0.57779062845961	18.3992963639395	1.7912411492962e-05	0.000376435371589824	2.22438271638719	0.240692750161193	FBgn0035791		protein_coding	38842
FBgn0000279	36.579766370868	-2.43564142683954	0.560576188956422	18.1007934489825	2.09514107114322e-05	0.000437146995452198	3.87274474009527	19.557881768361	FBgn0000279	Cecropin C	protein_coding	43599
FBgn0040759	239.162051627331	-1.37115899810546	0.317936153799088	18.0816945319932	2.11626247211424e-05	0.000438021576932164	12.2724585891228	33.0919827179687	FBgn0040759		protein_coding	5740215
FBgn0052641	75.9404694111105	1.52077907378814	0.354975470051095	17.9885852098578	2.22233588428435e-05	0.000458591058531087	24.447506673609	8.61072881896029	FBgn0052641		protein_coding	318136
FBgn0031636	437.742856056072	-1.04926035535086	0.245249236856718	17.9718618188663	2.24194609933226e-05	0.000461248430225986	6.70531398195849	12.9175428175303	FBgn0031636		protein_coding	33685
FBgn0032613	103.141119311088	-1.55351697861174	0.364236689004337	17.6758903036231	2.61925565767752e-05	0.000536633074923185	1.29280169908115	3.58674757489318	FBgn0032613	Neprilysin-like 9	protein_coding	35020
FBgn0260000	206.907051060013	-1.14746835009547	0.270556914213661	17.6724286631988	2.62402685884202e-05	0.000536633074923185	8.1127606401082	18.4408402435565	FBgn0260000		protein_coding	35410
FBgn0037164	215.417085107307	1.02680832504465	0.243057662889699	17.6150534041834	2.70439176202797e-05	0.000549785992927408	13.1979306381825	5.49519253099862	FBgn0037164		protein_coding	40469
FBgn0039747	333.625006878006	1.07393511156094	0.254863232788891	17.454470323864	2.942714702452e-05	0.000594706148274297	6.94547985126439	3.48710667688901	FBgn0039747	Adenosine receptor	protein_coding	43583
FBgn0032250	86.8107892697299	-1.0743432645098	0.257759160959781	17.3144659225323	3.16766238000626e-05	0.000638283969571261	2.90686298107136	5.37416945464209	FBgn0032250	hole-in-one	protein_coding	34432
FBgn0265836	17.9673078347282	-3.19930617522206	0.767666619290885	17.305014593331	3.18345651322934e-05	0.000639585354021532	0.547587461347082	7.28633037711127	FBgn0265836		protein_coding	19836231
FBgn0052302	9877.3469061912	1.53130116769978	0.360787200401443	17.2300230810671	3.31161334961746e-05	0.000663095229252582	715.938136577564	296.121128422258	FBgn0052302		protein_coding	38293
FBgn0053966	225.748371148585	-1.46989560425407	0.34820562329576	17.2253141351321	3.3198316104749e-05	0.000663095229252582	5.0064640544886	15.1044090598814	FBgn0053966		protein_coding	3885642
FBgn0022355	10618.8972922821	-1.29912403414447	0.308635868746688	17.1519084273243	3.45062549731542e-05	0.000685519938381559	174.734411983718	370.138569201756	FBgn0022355	Transferrin 1	protein_coding	32821
FBgn0034784	581.682364172489	-1.11329566616495	0.265935559943624	17.1510888345373	3.4521147094094e-05	0.000685519938381559	13.6000161168333	22.2141103677251	FBgn0034784		protein_coding	37625
FBgn0033520	145.029921176561	-2.17483756148931	0.511378809387741	16.8204945040888	4.10871704663154e-05	0.00080655646093045	4.29426646215498	19.3430666169674	FBgn0033520	Peroxiredoxin 2540-1	protein_coding	246663
FBgn0040817	541.637047547247	-1.0537730211416	0.254993938029562	16.7511312477669	4.26168483504833e-05	0.000831817743729803	27.2674985928837	46.6327003372565	FBgn0040817		protein_coding	50290
FBti0063624	688.685243479538	-1.46395521325527	0.351963767295147	16.6512069221524	4.49217167430739e-05	0.000874314435814771	5.02865928356375	15.4995887179285	FBti0063624		transposable_element	NA
FBgn0035199	330.812451768909	-1.13883229507738	0.276897382163886	16.5562810893123	4.72272977437635e-05	0.000916584183689868	9.52853109509259	17.4147828230789	FBgn0035199	triforce	protein_coding	38141
FBgn0037518	245.090418110245	1.36281975551885	0.330219385720992	16.5162665679143	4.82344864016792e-05	0.000933487193044927	15.2021465670042	4.88984418623275	FBgn0037518		protein_coding	40921
FBgn0002933	835.913158011609	-1.4669994133655	0.354326127513718	16.4833115053472	4.9080183631102e-05	0.000941872095396862	69.9327886702835	187.258737671634	FBgn0002933	new glue 1	protein_coding	31300
FBgn0259715	350.72848342063	1.60793184563002	0.387256113746013	16.487878436795	4.89621023954627e-05	0.000941872095396862	18.8520774302988	6.53911461490374	FBgn0259715		protein_coding	33894
FBgn0260477	32.4923201349266	2.5974877162305	0.627106183375465	16.4935480212724	4.88159086265518e-05	0.000941872095396862	4.80546685801775	0.434704152834636	FBgn0260477		protein_coding	37454
FBgn0053002	259.382578546623	-1.75172438036999	0.421137037031118	16.447892650857	5.00057384251875e-05	0.000956953390924469	19.2234805368019	51.7022751207391	FBgn0053002	mitochondrial ribosomal protein L27	protein_coding	318825
FBgn0034894	406.194635509199	-1.0940654636434	0.267418397160642	16.4237986696426	5.06453658010349e-05	0.000966494153489944	8.56548865016534	11.9100214814433	FBgn0034894	salivary glands marred	protein_coding	37751
FBgn0033826	6702.95662190515	-1.49863411409465	0.362714549189352	16.3581381612757	5.24305397203599e-05	0.000995018359069767	232.979193267774	481.215536981015	FBgn0033826		protein_coding	36477
FBgn0038416	368.270511708496	-1.09272425322474	0.268763008644558	16.2068930444571	5.67871097330865e-05	0.00107471958226899	8.59739472265387	15.0505130665611	FBgn0038416		protein_coding	41979
FBgn0031244	99.3966746767105	1.0249398623807	0.254318112464158	16.1711595015632	5.78684937512516e-05	0.00109216818371853	7.34281076644645	2.95751416614079	FBgn0031244		protein_coding	33197
FBgn0033250	201.277184639777	1.02995882332781	0.254729298421294	16.1531942765698	5.8419964316477e-05	0.00109954718552798	4.21778469959604	1.78210160362678	FBgn0033250		protein_coding	35768
FBgn0033600	2047.83587259342	-1.41799144060142	0.347581157648146	16.025005321465	6.25113988612229e-05	0.00116693622233852	108.445284859705	277.875742552904	FBgn0033600	Cuticular protein 47Ec	protein_coding	36191
FBgn0284225	152.673863861067	-1.01245549527365	0.252854842398958	15.8602437795759	6.81963760197252e-05	0.00126960155464983	2.18813167149969	3.53953184452998	FBgn0284225		protein_coding	30522398
FBti0019523	181.43500877438	-1.76721538672215	0.432955291429642	15.8518151717246	6.85007979985178e-05	0.00127181291893725	0.676645836065382	2.1310755507011	FBti0019523		transposable_element	NA
FBgn0035343	631.48048410405	-1.17383159985876	0.292254362092325	15.7491324592549	7.23210970149234e-05	0.00133911306932227	27.8462758411613	47.0438987853044	FBgn0035343		protein_coding	38310
FBgn0032538	18719.3869055692	-1.04966256036856	0.261886418905393	15.7234533096841	7.33095369953161e-05	0.00135375643653615	533.051877655203	933.405618015262	FBgn0032538		protein_coding	34811
FBgn0031034	782.177605208851	1.42383211787297	0.355733918891833	15.4352642282433	8.53800727719507e-05	0.00156820074681135	28.4200081401119	8.82469270635855	FBgn0031034		protein_coding	32952
FBti0020325	705.632937308882	-1.25064299020523	0.314668251900826	15.3550504095296	8.9082482802811e-05	0.00162747757248549	4.85097035388037	9.94111892138165	FBti0020325		transposable_element	NA
FBgn0033521	43.0774620690164	-2.07613865790772	0.520702820240577	15.3270235421939	9.04138488422473e-05	0.00164740765536765	1.19638300561726	5.64172776328217	FBgn0033521		protein_coding	36101
FBgn0031974	114.402429916475	-1.43095878396189	0.363126023117839	15.1204819220514	0.000100863016539682	0.00182807546643747	4.00420363174717	9.17768450330427	FBgn0031974		protein_coding	34092
FBgn0000473	576.109051023774	2.307019713561	0.570171935128481	14.9371304421724	0.000111153665784123	0.00198310876116414	29.2324065123065	3.96690502148709	FBgn0000473	Cytochrome P450 6a2	protein_coding	35587
FBgn0020506	268.822441326323	-1.72295882903025	0.437049992660569	14.7819473239521	0.000120685337662902	0.00213096713486737	4.17887773252428	13.839710017746	FBgn0020506	Amylase related	protein_coding	36863
FBgn0031937	533.040837566112	-1.17104663347898	0.301912739097761	14.6822280067268	0.000127240398670834	0.00222947307236287	7.83108108674375	15.976693324055	FBgn0031937		protein_coding	34049
FBgn0040565	1272.80079229742	-1.11948939399444	0.289430280797628	14.6148932295378	0.000131868268054356	0.00230466710316428	395.621193088276	780.306155764297	FBgn0040565		protein_coding	8673956
FBgn0262146	233.794563804955	-1.86397441020687	0.474120854208642	14.5828326909116	0.00013413095204414	0.00233231256968122	30.9770373859459	178.21904062372	FBgn0262146	Metallothionein E	protein_coding	10178932
FBgn0284223	149.787062189834	-1.29765882041086	0.336840448178471	14.5140140480697	0.000139120749109462	0.00239741737181761	0.839796615206621	2.4072128503103	FBgn0284223		protein_coding	30522396
FBgn0032850	242.674052877273	-1.13863215543093	0.296025755816144	14.497050231671	0.000140379187659274	0.00241037046279119	5.64591363499532	10.195785191425	FBgn0032850	Kua	protein_coding	35300
FBgn0033320	566.224860021677	-1.33248358996608	0.34521478182994	14.4293776131993	0.00014551450779574	0.00249229973227153	13.059680502116	24.0012235904491	FBgn0033320		protein_coding	35854
FBgn0063492	139.216176607522	-1.92073722433936	0.491544765580652	14.421512851905	0.000146123463480883	0.00249648839976939	5.99107010522304	16.6393668874807	FBgn0063492	Glutathione S transferase E8	protein_coding	37113
FBgn0035931	237.585164804194	-1.24875334831955	0.326935979195776	14.2259040223157	0.000162123346127034	0.00274248652917608	7.8392480573371	18.6843822584055	FBgn0035931		protein_coding	39010
FBgn0039356	72.3261502328026	-1.09825224727382	0.290733241377738	14.1898184268126	0.000165262326008108	0.00278869998887082	4.59235823979003	9.20597309427483	FBgn0039356		protein_coding	43100
FBgn0033294	1115.75296011691	-1.29189101511528	0.337893892371751	14.168854890405	0.000167113917259501	0.00281073557528207	18.6378212103687	41.7922504417426	FBgn0033294	Maltase A4	protein_coding	35827
FBgn0063493	654.650135883316	-1.02722021127928	0.271396365935086	14.0555480224266	0.000177489452050036	0.00295858938198248	40.8914202284939	77.8523541938691	FBgn0063493	Glutathione S transferase E7	protein_coding	37112
FBgn0039321	941.102075297225	-1.04060861209009	0.275148594344005	14.0188005799646	0.000180991892340362	0.00300964916122286	26.5219635173377	43.9733104913729	FBgn0039321		protein_coding	43061
FBgn0034293	68.2990665473179	-1.24094360418482	0.331087122756458	13.9484934478316	0.000187888170309763	0.00311675993896413	2.728319218376	6.29582315548684	FBgn0034293		protein_coding	37056
FBgn0034162	2221.20414135959	-1.43981414232166	0.378314017486171	13.9283514718877	0.000189912202772452	0.00314272584829484	136.438863233464	293.348725741494	FBgn0034162		protein_coding	36891
FBgn0261932	33.1302613820165	-3.8504978344525	0.967080227964856	13.8425988526632	0.000198778107113392	0.00327362695152367	0.589524058099153	6.51960313474024	FBgn0261932		protein_coding	10178954
FBgn0034901	5829.72078351312	1.58620589475815	0.41763960234607	13.7562150192856	0.000208131051809103	0.00341125798072767	1378.19419749435	290.704413824322	FBgn0034901		protein_coding	37760
FBgn0004782	98.4569120435955	-1.71057673580224	0.455807017534361	13.5178481825945	0.000236305215727772	0.00380029819941542	2.92579723705525	13.3209825336415	FBgn0004782	Ccp84Ab	protein_coding	40824
FBgn0051741	304.023456831223	-1.23543248406939	0.332161786432334	13.4793221307969	0.000241206927168953	0.00387004369563114	4.94263417593861	9.84682686354385	FBgn0051741		protein_coding	35079
FBgn0002570	1234.39218223392	1.47053825055843	0.393023766792826	13.442554487204	0.000245980457728551	0.0039374114857437	55.7149430258286	18.243229738147	FBgn0002570	Maltase A1	protein_coding	35824
FBgn0037817	243.532049784014	1.18261683227389	0.320332906908411	13.3115268954524	0.000263779469915614	0.00416394734652505	12.1237809727503	4.86931119425976	FBgn0037817	Cytochrome P450 12e1	protein_coding	41272
FBgn0000640	89179.4040678868	-1.01978320799148	0.276752774767912	13.3044289413982	0.000264779923149129	0.00417013161722915	4805.39417696748	8678.59661466717	FBgn0000640	Fat body protein 2	protein_coding	34259
FBgn0260764	37.2397519893805	-2.23870491905425	0.600261769587094	13.2514868598536	0.000272363748388993	0.00426994059545308	2.20949616693712	10.3570554265371	FBgn0260764		protein_coding	37008
FBgn0004047	779.543537165853	1.9303915232907	0.514286000111928	13.1684177138576	0.000284707039572604	0.00445326010984455	49.6490080729884	8.96252609068263	FBgn0004047	Yolk protein 3	protein_coding	32339
FBgn0039915	123.243154969792	-1.25531835396718	0.342359213761135	13.1623204517876	0.000285634947815503	0.00445759687353989	1.32189068856055	2.99139006088582	FBgn0039915	GABA transporter	protein_coding	43805
FBgn0053548	160.612449485969	-1.08863238717276	0.297812532202524	13.131421781533	0.000290384327757404	0.00452141597605904	3.56277166244516	7.85896240035478	FBgn0053548	SET and MYND domain containing, arthropod-specific, member 8	protein_coding	31200
FBgn0033789	557.850226493718	-1.29741850272747	0.353553422953717	13.067321169142	0.000300492587482459	0.00465763510597811	63.9370436758941	141.054623830561	FBgn0033789		protein_coding	36434
FBgn0039323	64.2406016213096	1.17898063032904	0.325223100471416	13.0282807302451	0.000306822098973753	0.00474404908653248	3.6145598777394	1.48298932266342	FBgn0039323		protein_coding	43063
FBgn0052195	115.648597911182	-1.08667117295725	0.299323017805462	13.024436333672	0.000307452604644639	0.00474404908653248	2.740710641683	5.40567185542971	FBgn0052195		protein_coding	317907
FBgn0038658	682.718265743622	-1.24209755304582	0.340326892331352	12.9503335733807	0.000319864493944645	0.00490244216558112	43.2394359070222	122.976122911852	FBgn0038658		protein_coding	42264
FBgn0000079	2855.97015964044	-1.79350936615297	0.484333615168519	12.9167462618279	0.000325655447475476	0.00496139584777462	48.8694273111842	153.825950689793	FBgn0000079	Amylase proximal	protein_coding	47764
FBgn0063499	252.919217669474	-1.1170545948691	0.307712047000712	12.9154356932383	0.00032588353984799	0.00496139584777462	12.8317570794146	24.3997427420583	FBgn0063499	Glutathione S transferase E10	protein_coding	37105
FBgn0003378	11275.4635792349	-1.4194942913905	0.388375770923891	12.8535918651594	0.00033683207697316	0.00508079863451176	2901.26867331748	6201.60583389458	FBgn0003378	Salivary gland secretion 8	protein_coding	39285
FBgn0261534	1495.20746758465	-1.0929350638139	0.301419411644408	12.8528719277935	0.000336961691825108	0.00508079863451176	117.565026944236	225.14271276312	FBgn0261534	lethal (2) 34Fc	protein_coding	34838
FBgn0010038	218.918652426624	1.1482255134547	0.319618286281882	12.6527651139044	0.000375010615688255	0.00558521245234834	33.3744802234917	14.6322225375108	FBgn0010038	Glutathione S transferase D2	protein_coding	48335
FBti0019147	21.0163590834157	4.52499832695224	1.20975039236523	12.6289514820164	0.00037981815602938	0.00564454270489649	2.16810078333633	0	FBti0019147		transposable_element	NA
FBgn0033387	95.7314792521393	-1.18567061268959	0.332208920334257	12.5333216438451	0.000399758524856522	0.00591521739479921	1.20875589956914	2.29591502843067	FBgn0033387		protein_coding	35935
RR48532_transposable_element	1447.22328826649	-1.165910523814	0.326273998221409	12.4449651006914	0.000419120117703551	0.00616178524975757	7.31978667016056	20.2494773834684	RR48532_transposable_element		transposable_element	NA
FBgn0015316	40.5697708848544	-1.29735954852558	0.368244012242927	12.4049825160492	0.00042818981818934	0.0062415498817344	1.65279202205611	3.54318052645244	FBgn0015316	Trypsin 29F	protein_coding	34226
FBgn0033731	603.340521513008	-1.53099133883975	0.426603277509676	12.3413589315536	0.00044303239971855	0.00640340711069997	20.8562328825025	49.3795959396714	FBgn0033731	Cuticular protein 49Ah	protein_coding	36354
FBgn0062565	23.8965729709108	-2.86537556545711	0.790619210471171	12.3286857981981	0.000446050327793043	0.00640647965557681	0.342797517828752	2.04580642555183	FBgn0062565	Odorant receptor 19b	protein_coding	260693
FBgn0052823	183.208350298967	1.09001715099589	0.310401170324526	12.1295472629881	0.000496291670657654	0.00708352965765747	5.60256483976418	3.40719357901793	FBgn0052823	Sperm-specific dynein intermediate chain 3	protein_coding	318231
FBgn0011834	296.869624431328	1.45845777857286	0.411631279273932	12.1018318879013	0.000503723099329581	0.00715976546370738	22.8136770170236	10.7153109408959	FBgn0011834	Serine protease 6	protein_coding	33073
FBgn0032304	2757.58935803017	1.56067559208427	0.439286869164943	12.0553526351962	0.000516438781092302	0.00732530453263636	198.161726304353	58.9443003805565	FBgn0032304		protein_coding	34494
FBgn0031860	289.321647558278	-1.31587823331864	0.373865590344235	12.0227461010024	0.000525552129247063	0.00743916867246205	7.42656143928482	17.4029171425584	FBgn0031860	D-amino acid oxidase 2	protein_coding	33955
FBgn0264087	150.282570052909	1.16459162386433	0.334471463112609	11.9056643967219	0.000559635041168079	0.00785667964557891	2.95294983347008	1.33545512911238	FBgn0264087	Slowpoke binding protein	protein_coding	34038
FBgn0026570	176.692102330405	1.1419027791226	0.328927027869287	11.8295960594653	0.000582966396673512	0.00812464134197303	11.5353124659001	5.49276766843858	FBgn0026570		protein_coding	48613
FBgn0040056	108.814052899389	-1.19544750999636	0.345344727713697	11.7835420705866	0.00059756673739721	0.00827056508668341	1.59780827710078	3.75550832488401	FBgn0040056		protein_coding	4379919
FBgn0040736	49.8283369227892	-2.24383959287421	0.633927664467303	11.7742349265613	0.00060056190874782	0.00829526136457926	9.41695513344245	56.4222176897237	FBgn0040736	Bomanin Short 3	protein_coding	50209
FBgn0031695	195.887867648994	1.11110212482085	0.320685961041908	11.7640613114595	0.000603853268620204	0.00832394113343464	9.33240093986815	4.26816831553391	FBgn0031695	Cytochrome P450 4ac3	protein_coding	33756
FBgn0085334	612.366104703968	-1.4157522316986	0.406377785548275	11.7003992809886	0.000624866879353376	0.00859631122580318	256.826136084119	495.508127423704	FBgn0085334		protein_coding	5740825
FBgn0000120	56.6289056211714	-1.11953108852145	0.328521846917748	11.553855429055	0.000676089151742084	0.00913587135815586	1.44396477892339	2.99556789677086	FBgn0000120	Arrestin 1	protein_coding	35078
FBgn0043470	299.13523603657	2.02031488842519	0.575402411217217	11.4950141641451	0.000697831265505776	0.00940218415505224	31.0644526569288	7.93314622862432	FBgn0043470	lambdaTry	protein_coding	36214
FBgn0262036	26.043342643382	-1.54439959555328	0.456952263208983	11.4513826416745	0.000714408234035298	0.00957810334907206	1.23385100846107	2.77659861725959	FBgn0262036		protein_coding	10178913
FBgn0039591	126.602897028387	-1.10886413629108	0.3257506990197	11.4178364357421	0.000727423558233911	0.00973355233879008	1.7950778356976	3.06558062161506	FBgn0039591		protein_coding	43388
FBgn0053127	1227.48054610778	1.15512673914899	0.338804855242064	11.335884272698	0.00076023625042319	0.0100556183224014	107.62703560091	52.9116556716026	FBgn0053127		protein_coding	318893
FBgn0261990	364.503456231604	-1.14100071552311	0.335273825554088	11.3212590026496	0.000766247426759723	0.0100953098475594	29.0891803597894	54.4485024336066	FBgn0261990		protein_coding	10178961
FBgn0287183	82.0039123186612	-1.09288166154176	0.323495576830243	11.3038312258489	0.000773473220864978	0.0101514655864865	0.905288610706484	2.00070023279512	FBgn0287183	lethal (3) 80Fg	protein_coding	3354941
FBgn0262605	40.3601625591274	-1.21367763981354	0.362034596835184	11.2172565693651	0.000810402076617249	0.010595543181116	5.56120763417546	11.5616214804251	FBgn0262605		protein_coding	12798230
FBgn0031546	167.016839408562	-1.16016695027504	0.343726123216313	11.1845866647234	0.000824796279988839	0.0107225725365495	2.18112316692861	4.61802293053197	FBgn0031546		protein_coding	33575
FBgn0040907	69.7694155757096	-1.20017799604079	0.35652614674811	11.1830227199366	0.000825491791586916	0.0107225725365495	20.2218757796794	47.5347869826505	FBgn0040907	mitochondrial ribosomal protein L33	protein_coding	50381
FBgn0033999	207.671237562197	-1.50956178929797	0.4434520409987	11.1626529088278	0.000834604902868216	0.0108088434585069	5.34499769829078	11.9220386906758	FBgn0033999		protein_coding	36686
FBgn0033904	60.2304631929653	-1.4198532088486	0.421500399939045	11.1256981838016	0.000851398221649621	0.0109848007844097	2.37300715827328	5.12884125034988	FBgn0033904		protein_coding	36567
FBgn0038858	431.397090972248	-1.28492389579621	0.379706897628815	11.1147364684869	0.000856444928641418	0.011008450668147	24.690759382736	42.5913761673093	FBgn0038858		protein_coding	42505
FBgn0023535	554.936877714946	-1.24673115333243	0.37030908974492	11.0164869643708	0.00090305054933375	0.011496864388352	14.7333630414265	26.9857031896046	FBgn0023535	arginase	protein_coding	46717
FBgn0050360	3389.83037972498	-1.00068523979052	0.298624695943599	11.0134901346339	0.000904511736289849	0.011496864388352	70.1701544605697	114.117507787621	FBgn0050360	Maltase A6	protein_coding	246565
FBgn0034884	86.7000070514474	1.13313005781256	0.339675799220962	11.0043119716566	0.000909001689518472	0.0115325381016501	8.59958654949952	3.1593745719376	FBgn0034884	Entomoglyceroporin 3	protein_coding	37738
FBgn0063923	263.755545933638	-1.151947448635	0.34535431926912	10.8779089048919	0.000973180599101785	0.0122335051090758	22.3920860597347	43.9538652062544	FBgn0063923	Kaz1-ORFB	protein_coding	3772691
FBgn0041581	87.8302992478659	-2.41734980735426	0.701781915687641	10.8651701422908	0.000979897483298354	0.012269983202056	2.87521264310089	14.5283369093149	FBgn0041581	Attacin-B	protein_coding	36637
FBgn0033475	81.5498280221354	1.15406289183929	0.350209491656909	10.7148541849565	0.0010627883357516	0.0131428933000618	5.4673088738028	2.4291847758709	FBgn0033475		protein_coding	36044
FBti0019568	770.611599998333	1.96359382540897	0.58064590726265	10.6631691963267	0.00109289973803471	0.0134183801169817	7.66656451702296	2.11892055099573	FBti0019568		transposable_element	NA
FBgn0039609	78.0804372850691	-1.47606055851457	0.449732118505527	10.4678621648625	0.00121469204722204	0.0146511535484475	0.84193407877914	3.21433463575611	FBgn0039609	Neprilysin-like 17	protein_coding	43408
FBgn0003067	14578.3984386048	-1.00039765233422	0.307542660313402	10.3762413540542	0.00127647293005175	0.0152353938045027	204.18242327465	391.458427207032	FBgn0003067	Phosphoenolpyruvate carboxykinase 1	protein_coding	37131
FBgn0266488	14578.3984386048	-1.00039765233422	0.307542660313402	10.3762413540542	0.00127647293005175	0.0152353938045027	204.18242327465	391.458427207032	FBgn0266488		protein_coding	19834964
FBgn0039316	38.1405536203021	-1.37882849620308	0.427903991851052	10.3170701813551	0.00131805363363967	0.0156228121869643	0.809662283575721	2.28535718268786	FBgn0039316		protein_coding	43056
FBgn0033215	115.970279046652	-1.00247894133456	0.310492141092135	10.2953360157805	0.00133366866041529	0.0157805941148621	3.79659156381747	6.73174199898483	FBgn0033215	Diacylglycerol O-acyltransferase 2	protein_coding	35719
FBgn0051875	33.5782173837071	1.25209194476604	0.390418708316649	10.2896501683444	0.00133778450225327	0.0158020028016158	3.19940596493834	1.22785186421345	FBgn0051875		protein_coding	318996
FBgn0037801	1601.38876453753	-1.05973418779375	0.327657591670728	10.2394165928801	0.00137471059981007	0.0162102277440599	13.5770523585298	32.0664828413675	FBgn0037801		protein_coding	41253
FBgn0034407	99.7336827951847	-2.51756912087652	0.752325492527339	10.1472234443319	0.0014451874798877	0.0168958693254448	10.0440537307457	32.5533154670226	FBgn0034407	Diptericin B	protein_coding	37184
FBgn0038074	4434.53736562116	-1.41528507643546	0.435985842535554	10.1423856181123	0.00144898519431013	0.0169114098232005	157.56794249969	436.449872946929	FBgn0038074	Glycine N-methyltransferase	protein_coding	41561
FBgn0031498	61.1996589058256	1.28210597844277	0.400387407240358	10.0871577205274	0.00149306226309945	0.0173666715865778	3.11075431295275	1.49936193192625	FBgn0031498		protein_coding	33519
FBgn0038865	140.757814470075	-1.02215329180805	0.31996347327357	10.0530638475213	0.00152094779715838	0.0175421100308621	2.7460941286835	5.22306248557083	FBgn0038865	Common Dpr-interacting protein	protein_coding	42512
FBgn0000276	16.119514598254	-2.1853969674585	0.690606184137547	9.88777281069095	0.00166380625579961	0.0190296104482189	1.54340331148648	12.5999935407512	FBgn0000276	Cecropin A1	protein_coding	43596
FBgn0050025	273.151714874062	1.47646951018351	0.460769352354262	9.87830079998949	0.00167239309569662	0.0190641682173337	33.3653895415214	10.600178353254	FBgn0050025		protein_coding	246398
FBgn0032084	86.2613086670668	-1.1441438541029	0.365653800147367	9.6537057151939	0.00188969988607731	0.0211196311900745	2.10744925934958	5.41401333156869	FBgn0032084		protein_coding	34221
FBgn0038719	1783.09025055926	-1.1370819662147	0.361848899578408	9.6340243541393	0.00191005638658442	0.0212777175682762	23.8662208572911	58.4617625286248	FBgn0038719		protein_coding	42338
FBgn0020641	39.0116888377989	-2.25922146305769	0.710260191655128	9.50458258612861	0.00204959378208121	0.0225028317324333	2.54386837166289	9.74526433256007	FBgn0020641	Lcp65Ad	protein_coding	38707
FBgn0033096	32.5231801117065	-1.60343350897834	0.516957208278563	9.4497383960418	0.00211179218828349	0.0231116426228917	0.628513802140312	2.4710738576395	FBgn0033096	Zinc/iron regulated transporter-related protein 42C.1	protein_coding	35579
FBgn0015010	1503.94190341244	1.28804216501412	0.413662849589989	9.39608433991599	0.00217449356750525	0.0236092796053541	143.888515417275	40.2459029104544	FBgn0015010	Antigen 5-related	protein_coding	44631
FBgn0050049	104.897954715552	-1.31839427799864	0.425690652077215	9.35570071970247	0.00222292965035557	0.0240589115870237	0.912428306619371	3.04069636017594	FBgn0050049		protein_coding	246416
FBgn0035538	138.818891022148	-1.03172551863968	0.335885944474284	9.2862018146961	0.00230886391246805	0.0247931452418787	1.47997491183383	3.13123022621215	FBgn0035538	Dopamine/Ecdysteroid receptor	protein_coding	38539
FBgn0085257	45.7103360442373	-1.13061135064843	0.372885281681629	9.14275612846809	0.00249704676880264	0.0263594259061124	7.57277663530516	19.4978269123806	FBgn0085257		protein_coding	5740377
