baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000008	414.833191890275	0.678822860984457	0.480569875953606	1.97916457534238	0.159478444689777	0.419097362704128
FBgn0000014	1050.25407774909	0.420327784591361	0.265423568729274	2.50018789017167	0.113832716515258	0.345942070121873
FBgn0000015	242.173113435534	0.168914546872919	0.274337004862572	0.379665191603834	0.537782474602626	0.749612967141931
FBgn0000017	1373.71059083913	0.883548998720689	0.200742871974076	19.1057210511737	1.23673605516999e-05	0.000276891461240836
FBgn0000032	586.277673488898	-0.337406423046479	0.164769496109649	4.1860524700335	0.040757898198376	0.190732486719313
FBgn0000042	86868.8044323403	0.523195642535383	0.145075010559411	12.9354772349679	0.000322413030886263	0.00493047248795042
FBgn0000043	12349.3585191997	0.598705130402228	0.173475366268114	11.8277324276953	0.000583550165007094	0.00812464134197303
FBgn0000044	234690.075033194	-0.314656042222237	0.244357324671221	1.65486914982128	0.198297507300116	0.464992998300798
FBgn0000046	11156.8350038839	-0.810578179697325	0.271486384005773	8.79999268106928	0.00301231753504638	0.0306647658731096
FBgn0000052	3964.40111925212	-0.207353799138542	0.276049451690494	0.563721590279314	0.452764631674356	0.693469817035773
FBgn0000053	5725.16208760828	-0.00234389216528597	0.308683857402709	5.77606604537095e-05	0.993936101045051	0.995098089764671
FBgn0000055	40588.4320029202	-0.9262966247514	0.278542368412036	10.8743588617701	0.000975047769810075	0.0122345279688074
FBgn0000056	66.8310923108391	-0.831214134464655	0.324504044690528	6.53151602251569	0.010597959248527	0.0776541377664799
FBgn0000057	638.814373947072	0.0279421237374562	0.192904910824053	0.0209814850067858	0.884829406372957	0.940422938731171
FBgn0000061	165.258871891951	-0.0834133731629145	0.266413697609554	0.0984298130296679	0.753722118686106	0.872644783747382
FBgn0000064	41699.8830287863	-0.135592315760337	0.240480957816003	0.317795737872544	0.572935346655552	0.772977562019927
FBgn0000071	2892.83767947691	0.698081927139378	0.849935324352944	0.668136930114827	0.413701912984555	0.664542041232635
FBgn0000078	6401.05003538897	-1.18433628414375	0.488102971419704	5.72957520082359	0.0166815173774664	0.1061142762795
FBgn0000083	7271.78841462132	-0.169586991615404	0.245164463194867	0.478193641757514	0.489241663915087	0.715278412181447
FBgn0000084	892.413937869353	-0.157875663195173	0.270452750305199	0.340526818724271	0.559525289919709	0.764148478857406
FBgn0000097	973.303578228475	0.314905458856849	0.454918457810453	0.478366515727004	0.489163150959404	0.715278412181447
FBgn0000100	29549.6929134503	-0.210286978898715	0.186336623557914	1.27245885730767	0.25930590630663	0.52998748694045
FBgn0000108	654.875718498104	-0.212431420816289	0.271433076063135	0.612257426780246	0.433939112953123	0.679512302825131
FBgn0000109	227.860876859853	-0.194809618162851	0.272845644115327	0.50926613008783	0.475456715422126	0.707251650664267
FBgn0000114	584.707313749423	0.260596124240931	0.231934645884288	1.26178616671326	0.261313264226014	0.531751192785224
FBgn0000115	676.132506894748	-0.126429741096757	0.209467330739172	0.364138885768469	0.546216541386572	0.755240806591422
FBgn0000116	76390.9068330297	-0.326256055729945	0.234272842274838	1.93530826799778	0.164178861831293	0.426501262622902
FBgn0000117	6217.74531815676	0.0995795985089703	0.154127102409943	0.417348329400582	0.518263150589192	0.734813916532813
FBgn0000119	1234.16710187394	0.350864278371403	0.169781164106987	4.26100518699947	0.0389968396036933	0.185404127775783
FBgn0000140	381.670756482314	0.0698796173940888	0.233933681434055	0.0894041611514922	0.76493601219516	0.878124670385051
