baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0051288	244.516493023715	2.35041557887366	0.41163027883198	29.985789875987	4.3522409680897e-08	2.68942890410484e-06	18.3757792869951	3.15558157463792	FBgn0051288		protein_coding	318664
FBgn0038508	125.837109443608	-2.53290861259583	0.445921130860924	29.9575481603918	4.41609440881652e-08	2.70896769428424e-06	3.58069858054454	20.8838344178932	FBgn0038508		protein_coding	42097
FBgn0034785	33.1101888840055	2.65192190035332	0.48514121687195	29.834859057636	4.70456582361176e-08	2.86501240446618e-06	2.03256118617138	0.393126739211291	FBgn0034785		protein_coding	37626
FBgn0033518	179.581778793183	3.94617030641987	0.655620769812679	29.6109258286468	5.28064456676622e-08	3.19270049921606e-06	20.5335618137544	1.74576621682634	FBgn0033518	Peroxiredoxin 2540-2	protein_coding	36098
FBgn0053346	1073.73580056835	-2.01729478867547	0.358450303301458	29.450012697789	5.73776635160254e-08	3.41987151906864e-06	20.9548887839873	104.598168370063	FBgn0053346		protein_coding	2768690
RR48391_transposable_element	172.15545897498	-6.3529842973279	1.00578108299006	29.4506719439162	5.7358149264367e-08	3.41987151906864e-06	7.03814198190141e-07	2.86987759348957	RR48391_transposable_element		transposable_element	NA
FBgn0031700	35.5775009722712	4.05747026401511	0.72765226454307	29.1515377090243	6.69326002785864e-08	3.93357743175692e-06	6.08689260710403	0.540075954650136	FBgn0031700		protein_coding	33763
FBgn0015568	1280.77212722223	1.36722773162527	0.251171289565534	28.6554454330213	8.64704914525533e-08	5.04651395949485e-06	50.980921031253	19.2799885971165	FBgn0015568	alpha-Esterase-1	protein_coding	40909
FBgn0034160	751.549210445123	2.38972529448948	0.426345180142521	28.5014476719861	9.36284557171379e-08	5.42657615066777e-06	78.3070689267148	19.1876850858044	FBgn0034160		protein_coding	36883
FBgn0015038	131.824687117773	1.96455587225922	0.363106085432498	27.8851197583737	1.28736011726386e-07	7.3914391196193e-06	5.37628786336273	1.84105100870643	FBgn0015038	Cytochrome P450 9b1	protein_coding	35634
FBgn0037166	392.402031199728	1.40151762599661	0.261486504108943	27.8768320045318	1.29288618584488e-07	7.3914391196193e-06	17.4247309893247	6.65829331305652	FBgn0037166		protein_coding	40471
FBgn0051041	305.396874675189	2.92723672198828	0.5241276479484	27.3120254226954	1.73131329115513e-07	9.8310519586944e-06	36.0776915575531	7.71475452955752	FBgn0051041		protein_coding	318567
FBgn0052071	63.7443846827247	5.19183904749365	0.913483112486113	26.385361032973	2.79651938432113e-07	1.577312007103e-05	26.9153920311674	0.673322309662484	FBgn0052071		protein_coding	39246
FBgn0053459	192.442490368631	1.3708208108131	0.264771386849456	26.1492624942552	3.16017785749205e-07	1.77054231429088e-05	18.5752517662189	8.42144946847954	FBgn0053459		protein_coding	2768847
FBgn0003086	411.953696097701	2.40386800595826	0.449550953295466	25.9749591879427	3.458746382591e-07	1.91232267100623e-05	66.104229638865	18.3856765851501	FBgn0003086	Pre-intermoult gene 1	protein_coding	31303
FBgn0051955	78.5964162090329	3.15846843763275	0.585759482287161	25.847772915176	3.69430698529532e-07	2.02921280421058e-05	9.49963381558876	2.10628278735109	FBgn0051955		protein_coding	319045
FBgn0035679	1359.34716095866	1.00514703778056	0.197925563601445	25.3295582533515	4.83246465479133e-07	2.62013115863654e-05	64.7526061949755	35.0970789470319	FBgn0035679		protein_coding	38697
FBgn0033821	554.930303124649	-1.23765700090822	0.243560769822452	25.1479449249964	5.30962056221617e-07	2.86038789774774e-05	43.6496842885057	110.922942179481	FBgn0033821		protein_coding	36472
FBgn0034429	321.629544784022	2.00692341402503	0.389394650180187	24.8787555487165	6.1051524641586e-07	3.2680064527891e-05	42.9362919654384	13.4002877654274	FBgn0034429	Arylalkylamine N-acetyltransferase-like 4	protein_coding	37213
FBgn0051741	94.0809694426892	1.59035720079748	0.317174715405269	24.622715332986	6.97249815578999e-07	3.68533801894711e-05	3.21416056871755	1.55495382926736	FBgn0051741		protein_coding	35079
FBgn0033769	84.258783179997	1.53643577421779	0.308367135126951	24.423043636761	7.73380752663652e-07	4.01203200332428e-05	5.80666791814642	2.17426226463393	FBgn0033769		protein_coding	36400
FBgn0037765	38.6452691426068	2.82487294371236	0.557457540586368	24.4307070710401	7.70310520298282e-07	4.01203200332428e-05	4.70204808416997	0.963580405704628	FBgn0037765		protein_coding	41214
FBgn0028422	407.077180297679	-1.0269605324292	0.20732345840784	24.1900437825764	8.72823297162867e-07	4.47268718863215e-05	4.55338555514781	10.9356590236807	FBgn0028422	Glutamate receptor IID	protein_coding	44483
FBgn0033521	96.2905700894072	2.52368509170832	0.492773659124208	24.1686583800735	8.82569334016482e-07	4.49521980792395e-05	13.7418246166751	2.26827878163626	FBgn0033521		protein_coding	36101
FBgn0039769	595.322507042628	4.64847001193699	0.820741251746709	23.9442528739163	9.91658769637106e-07	4.99035946109595e-05	19.3552957632768	0.870849561670041	FBgn0039769		protein_coding	43613
FBgn0262007	726.014173596053	2.14355295668169	0.425295179138141	23.4408146257192	1.28816306010472e-06	6.40575287403556e-05	33.7434520348366	8.53030991277507	FBgn0262007		protein_coding	39179
FBgn0039326	94.1057654026027	2.99752271666973	0.585683850531775	23.3560181697196	1.34621656681056e-06	6.65506119263291e-05	3.89910594894811	0.64293894205107	FBgn0039326		protein_coding	43066
FBgn0032002	273.884933880319	2.72102894612324	0.531195061988252	23.3196201628409	1.3719336098399e-06	6.7425321971313e-05	25.6023512968389	6.58434277985997	FBgn0032002		protein_coding	34123
FBti0019113	2092.17671349446	3.49152320816124	0.657331113471422	23.2483545182879	1.42372207891569e-06	6.95637229721364e-05	21.4130849719466	3.42713120985318	FBti0019113		transposable_element	NA
FBgn0033775	547.718488805145	1.10472409137239	0.227280066700225	23.175227036531	1.47890268247828e-06	7.18421858008524e-05	28.1817698560529	13.6767098896362	FBgn0033775	Cytochrome P450 9h1	protein_coding	36412
FBgn0051410	540.257135390806	1.75125969614459	0.357671724082651	22.7171616190234	1.87684152411713e-06	9.0131292392459e-05	95.8744588677954	30.4357862772233	FBgn0051410	Niemann-Pick type C-2e	protein_coding	326136
FBgn0035887	21176.9710539932	-1.55765690286977	0.32124892466672	22.4540593429548	2.15230145212817e-06	0.00010277239433912	961.288792702317	2882.28302413433	FBgn0035887	Jonah 66Cii	protein_coding	38953
FBgn0004429	47.1239809676684	3.06065062567707	0.62083301264343	22.3351644576997	2.28975100223387e-06	0.000108717895043918	10.3033180502959	1.49330864805243	FBgn0004429	Lysozyme P	protein_coding	38129
FBgn0032638	1442.23709505352	1.83785507235819	0.377880308436254	22.2418179428714	2.40380924152586e-06	0.000112858172434544	81.9563300849671	22.8496567762391	FBgn0032638	Serine protease homolog 93	protein_coding	35049
FBgn0033873	171.537911478631	1.56282295893048	0.327740016770328	22.0057628864226	2.71833045137764e-06	0.000126915828407654	14.5378093975714	4.92868377738375	FBgn0033873		protein_coding	36530
FBgn0042178	603.85094059191	-1.06647601734193	0.225221021577925	21.9843273460668	2.74886004279199e-06	0.000126965726839397	5.11524443132587	13.2447252730285	FBgn0042178	Apollo	protein_coding	59216
FBgn0086611	37.2622338512342	4.73376647297332	0.944552700882487	21.9838004849343	2.74961474116733e-06	0.000126965726839397	5.28189068017002	0.394194357652035	FBgn0086611	Larval cuticle protein	protein_coding	59159
FBgn0026755	73.0400544943245	1.9082058070222	0.400257383320458	21.9204773027837	2.84185231855586e-06	0.000129798515680128	3.28461409744504	1.00124828149122	FBgn0026755	UDP-glycosyltransferase family 37 member B1	protein_coding	53584
FBgn0039323	87.236360191954	1.34726313713498	0.287698602910386	21.6875133812315	3.20873129283693e-06	0.000145763123162171	4.89923888421938	1.93367522652653	FBgn0039323		protein_coding	43063
FBgn0033926	37771.115611161	1.35826173975363	0.286694892359744	21.6636343388872	3.24892457238657e-06	0.000146795495195359	1237.14120594245	495.735128641414	FBgn0033926	Activity-regulated cytoskeleton associated protein 1	protein_coding	36595
FBgn0038795	222.019718704373	1.90202525907786	0.403206254501753	21.0367401523893	4.50560144465616e-06	0.000201409970962183	19.8215908516588	4.66302310053503	FBgn0038795		protein_coding	42421
FBgn0034837	59.5305308658227	-5.95974422955361	1.16276897007826	20.9297525966396	4.76436910797146e-06	0.000211850571340699	0	5.56714141309021	FBgn0034837	Ribosomal protein L22-like	protein_coding	37684
FBgn0031945	100.38168505264	1.40683675643795	0.304955798073189	20.9160859054872	4.79848125461143e-06	0.000212244402440813	4.73190686382832	2.05241071102212	FBgn0031945		protein_coding	34058
FBgn0041180	2893.02541429905	2.14464555720438	0.450979047157775	20.8138466846349	5.06156925177922e-06	0.00022229526462942	62.0395765187737	14.4422678357116	FBgn0041180	Thioester-containing protein 4	protein_coding	35248
FBgn0051313	2167.94351610221	1.0609108078243	0.231242428583885	20.606920972855	5.63918827565799e-06	0.000245553048023988	530.707603744691	278.243993167718	FBgn0051313		protein_coding	318677
FBgn0036109	146.20434283666	-1.78320375425456	0.385265866419167	20.3907377187573	6.31346301377124e-06	0.000273496614266668	10.2004963221853	37.4009973080357	FBgn0036109	Cuticular protein 67Fa2	protein_coding	39224
FBgn0266579	266.533294301106	1.06287484371391	0.233860798143026	20.3495307060205	6.45089072126236e-06	0.000278016849340969	8.26710843647397	4.8385421505674	FBgn0266579	tau	protein_coding	326116
FBgn0038242	40.5190926290578	-4.99130569998566	1.0420194738302	20.3326189185549	6.50815789976542e-06	0.000279053872396064	0.22160337100307	11.3172403820966	FBgn0038242		protein_coding	41765
FBgn0052404	254.579969015169	1.79957458469303	0.391297270423732	20.0590677447243	7.50866567974382e-06	0.000320318915596787	84.7112957125719	34.3332252813599	FBgn0052404	Cuticular protein 65Aw	protein_coding	38706
FBgn0036199	377.611946064704	1.34805757912531	0.300033353768436	19.596018955063	9.56683334335522e-06	0.000401998337087786	17.6608215082678	8.00559981260542	FBgn0036199	Bmcp	protein_coding	39322
FBgn0030828	471.08342336812	1.58457894865222	0.351693346556558	19.4325796733728	1.04214039441429e-05	0.000435728749982972	23.2912624217312	9.42556395266649	FBgn0030828		protein_coding	32709
FBgn0004047	434.195660258045	2.22478972075129	0.484350768479989	19.3986237337824	1.06083480791268e-05	0.000441349293351394	33.4994387832291	5.58492240393228	FBgn0004047	Yolk protein 3	protein_coding	32339
FBgn0000644	61.682893470932	1.88926316731622	0.423942301556124	19.2832147006324	1.12692713363987e-05	0.000466536730596525	4.70396950228636	1.89639508000477	FBgn0000644	Follicle cell protein 3C	protein_coding	31294
FBgn0036332	84.8690903264977	2.30698950364539	0.50765892445434	19.2438312916249	1.15041493936702e-05	0.000473925840707865	2.41477644539038	0.723674438880383	FBgn0036332	Cullin 6	protein_coding	39474
FBgn0051380	36.608710946647	-3.6587053632871	0.795955013740474	19.1446501115467	1.21176668973513e-05	0.00049676523222117	0.137301848190184	2.82810926401486	FBgn0051380		protein_coding	318701
FBgn0039304	1160.85925771851	1.03067273117811	0.233656100168249	19.0767431943229	1.25565753920595e-05	0.000512259512596449	58.7910188009126	33.3873292339242	FBgn0039304		protein_coding	43043
FBgn0037850	118.233982307427	2.26800303744618	0.504652435601504	18.7730030668049	1.47236638391624e-05	0.000594892648578467	11.4260200949816	2.23767667831082	FBgn0037850		protein_coding	41314
FBti0018993	191.292507500748	1.87627005776999	0.422348142119304	18.7113199716425	1.52076990087838e-05	0.000611509581195308	4.62141845000066	1.43580012995657	FBti0018993		transposable_element	NA
FBgn0025709	294.258667182988	1.16057980950298	0.266158089555921	18.6567240178281	1.564943883525e-05	0.000626275637959244	10.433182256085	5.6628014541257	FBgn0025709	Concentrative nucleoside transporter 2	protein_coding	35914
FBgn0037126	248.044048222106	-1.80823805881226	0.407905460111996	18.636550874704	1.58159025385468e-05	0.000629937653715388	11.7786982935974	36.1644580908155	FBgn0037126		protein_coding	40420
FBgn0032436	28.308340005784	2.88127915512978	0.652144662794284	18.598934624824	1.61310673510209e-05	0.000639459858575377	2.63112755818574	0.31519740530298	FBgn0032436		protein_coding	34663
FBgn0038717	211.125633554702	1.4311246941764	0.327499135155524	18.5296248156968	1.67283884530746e-05	0.00065141677881458	10.1754894726954	3.84486181892974	FBgn0038717		protein_coding	42336
FBgn0052379	79.996715989142	1.68298906974608	0.384876479428057	18.5276990636366	1.67452983362881e-05	0.00065141677881458	5.42877202653848	1.96813469117857	FBgn0052379		protein_coding	326211
FBgn0262005	44.2950256706787	-3.90338075547505	0.845440980988193	18.5191859682422	1.68202571397863e-05	0.00065141677881458	0.796383386652099	13.4177586462105	FBgn0262005		protein_coding	3885578
FBgn0051446	263.334140802206	1.31514064106906	0.301838954697654	18.4921666737566	1.7060405001021e-05	0.000657686438663215	27.9397775224057	11.1934177301783	FBgn0051446		protein_coding	318741
FBgn0035041	170.507986323538	-1.21149062193956	0.279872096777266	18.4275434917826	1.76488403667145e-05	0.000677264175533645	1.80016510917811	4.74812295472539	FBgn0035041		protein_coding	37940
FBgn0031466	33.3411938001398	2.49748932512736	0.574204913844449	18.1384344240334	2.05413204435913e-05	0.000781127859764438	3.05100200316022	0.770533639132946	FBgn0031466		protein_coding	33479
FBgn0032281	2941.53020118581	2.01392573013132	0.456184890161842	18.0964982914388	2.0998725314438e-05	0.000794924718660078	936.914671557235	346.885375763056	FBgn0032281		protein_coding	34467
FBgn0034139	135.755624134693	-1.54740794714942	0.359534629606458	17.9840456955135	2.22764191408233e-05	0.000835763510979816	2.7952529269372	8.4585861913924	FBgn0034139		protein_coding	36852
FBgn0040252	574.09664115074	1.08600536656154	0.254188736348047	17.8905864056462	2.33975580112975e-05	0.000873924789008641	23.4304197825141	14.0712779886396	FBgn0040252	UDP-glycosyltransferase family 303 member A1	protein_coding	53503
FBgn0033904	31.4308215187118	2.73820184607399	0.632519685602542	17.7573072139721	2.50951750928182e-05	0.00093318518354002	2.91278120534184	0.531257308581741	FBgn0033904		protein_coding	36567
FBti0019425	1309.26599754245	2.71989569516576	0.606885885601309	17.7004751289823	2.58562010401007e-05	0.000957248958330423	23.010497860934	2.78218822796623	FBti0019425		transposable_element	NA
FBgn0035426	121.06027121764	2.73290944965812	0.616050889549301	17.6762197812206	2.61880199118794e-05	0.000965281225172957	7.54432529378744	1.90478578489028	FBgn0035426		protein_coding	38401
FBgn0027657	732.304249930554	2.31298492983594	0.525824931191582	17.6273797807581	2.68692027945697e-05	0.000986064542731718	73.5848775377096	16.3549333197529	FBgn0027657	globin 1	protein_coding	41930
FBgn0033792	314.357037604471	2.51457347712279	0.571219096852955	17.4543083500091	2.94296544623154e-05	0.00106830725889352	12.4237018781171	2.64053356261207	FBgn0033792		protein_coding	36437
FBgn0010295	901.983727813255	1.4828087509481	0.352873202511246	16.9592969847527	3.81898406247801e-05	0.00136573370472618	161.72259205754	76.7904707087504	FBgn0010295	new glue 3	protein_coding	31299
FBgn0034819	3026.15057942111	-2.11450532597856	0.498683954029058	16.5727963512147	4.68177888167932e-05	0.00165317940006861	283.749709185514	1647.90064348921	FBgn0034819		protein_coding	37666
FBgn0040832	138.405087034509	1.39856777032022	0.340235465992091	16.4479221176708	5.00049611582214e-05	0.00175833344591503	35.5034312728326	14.2759720682414	FBgn0040832		protein_coding	50305
FBgn0002569	246.058861925881	2.12373204237953	0.505571407298145	16.3756068897477	5.19495133749641e-05	0.00181709089955981	8.18440231102568	2.20125052382302	FBgn0002569	Maltase A2	protein_coding	35825
FBgn0052750	319.852790165293	1.49544287435069	0.362720117390388	16.3698192876123	5.21083896708607e-05	0.00181709089955981	14.0459637544349	5.8232003236456	FBgn0052750		protein_coding	326238
FBgn0033453	590.203972284782	1.44783060538794	0.35141131607095	16.3395913262432	5.29461564104473e-05	0.00183867561352644	28.0529952764159	13.4203297020338	FBgn0033453	Sting	protein_coding	36016
FBgn0037167	78.1831059837632	1.28400931858182	0.316492250030182	16.3069584745523	5.38657857105543e-05	0.00186291383996501	5.87835349545579	3.17914359605454	FBgn0037167		protein_coding	40472
FBti0019151	8912.45950273005	2.11472106113315	0.505813419766924	16.1103246517061	5.97573641395505e-05	0.00204146702532025	99.3990335015911	39.3897531492019	FBti0019151		transposable_element	NA
FBgn0023076	99.4140947930481	-1.58325185580159	0.390460918881578	15.940153563901	6.53769718323519e-05	0.00220653843887183	0.732137856774037	2.22088248364199	FBgn0023076	Clock	protein_coding	38872
FBgn0033397	84.4901864425932	1.86574241615436	0.458001883072334	15.8692182648162	6.78737338708197e-05	0.00228164343780147	3.70134969378807	1.40268840880414	FBgn0033397	Cytochrome P450 4p3	protein_coding	35948
FBgn0038353	7341.36457968481	1.05250036834859	0.261967696806098	15.7994940991907	7.04213351781546e-05	0.00235785219457056	661.004974550796	338.166862860389	FBgn0038353		protein_coding	41900
FBgn0042105	205.285409444759	1.40977611164475	0.350740538905836	15.6607751536345	7.57795912374584e-05	0.00251720033501818	9.33706753115942	3.84418439626491	FBgn0042105		protein_coding	59144
FBgn0053306	2260.65237891739	1.21731041566795	0.30455903939599	15.5302537405223	8.11953205065045e-05	0.00268647824227033	277.269223760414	140.503898746079	FBgn0053306		protein_coding	2768915
FBgn0030157	792.131119106173	1.49001178247119	0.370553365813471	15.5184451069543	8.17041052528709e-05	0.00269271098252991	84.8540250771609	40.507621257945	FBgn0030157		protein_coding	31920
FBgn0037818	121.822073820713	1.18475962655717	0.298643683130635	15.4964287260332	8.26612802535138e-05	0.00271361484082238	6.63932850483179	3.79632901606394	FBgn0037818		protein_coding	41274
FBgn0038750	307.242315733854	-1.01202298663775	0.255555663179676	15.4105555873522	8.65037370729475e-05	0.00282870586132704	5.51549750194614	13.1867301616049	FBgn0038750		protein_coding	42374
FBgn0260026	62.2952543804873	1.30054540676289	0.330526780873915	15.34032490695	8.97795133432176e-05	0.00292444585324186	5.09924071167651	2.53011626355354	FBgn0260026		protein_coding	8674087
FBgn0004430	9621.71045409092	1.92375239629838	0.474938272164264	15.3211583544548	9.06949876066746e-05	0.00294285975230306	2599.56464174955	705.124835173548	FBgn0004430	Lysozyme S	protein_coding	38130
FBgn0243514	864.436813221679	-1.01796313948345	0.258357088358369	15.2596839888854	9.36951252378838e-05	0.00302851474038144	9.2555224727073	19.1117169743809	FBgn0243514	eater	protein_coding	43262
FBgn0039094	425.572431952832	1.92279866113001	0.478086392191353	15.163443909817	9.85937921849976e-05	0.00316252759359817	23.1022183411812	7.92338708292134	FBgn0039094		protein_coding	42783
FBgn0034295	1629.09654682534	1.59383325919126	0.402280985595958	14.9716600750754	0.000109138001890326	0.00348743637979581	91.6066560570086	47.7534743471961	FBgn0034295		protein_coding	37058
FBgn0038194	3754.91575718108	-1.27210145741265	0.324960666745025	14.8543232515766	0.000116141555978434	0.00366937457309307	72.3900131823856	198.969911459864	FBgn0038194	Cytochrome P450 6d5	protein_coding	41706
FBgn0261633	39.0334606987436	4.36749723059982	1.0357376457176	14.8553116222834	0.000116080712553124	0.00366937457309307	29.2000601189598	1.58299554563144	FBgn0261633		protein_coding	10178784
FBgn0031774	294.547371830395	-1.01288371577956	0.261261170618569	14.7982301110495	0.00011964774273461	0.00376599112337702	7.6957337196193	17.2757984660822	FBgn0031774		protein_coding	33855
FBgn0035207	2552.83154101254	-1.07003335210094	0.275731300793515	14.7421910890457	0.000123256960737012	0.00385074906332286	25.1738054552877	50.3847207886131	FBgn0035207	HECT and RLD domain containing E3 ubiquitin ligase 4	protein_coding	38151
FBgn0032283	5252.20960233669	1.54674500869585	0.39416851546101	14.7162103585074	0.000124967251877422	0.00388124897112995	1014.15127884791	365.407599621765	FBgn0032283		protein_coding	34469
FBgn0033234	404.93705854958	1.76425838293778	0.44761395288126	14.7133517299952	0.000125156886146622	0.00388124897112995	20.9621130312636	6.8900804881894	FBgn0033234	Major Facilitator Superfamily Transporter 12	protein_coding	35745
FBgn0013767	68.7357509295963	1.94799407884745	0.497022714734444	14.6083595063081	0.000132326248980474	0.0040884918986467	9.60664576605083	3.75648127671376	FBgn0013767	Corazonin	protein_coding	41742
FBgn0040503	404.533884471777	1.88892915975342	0.480068402453131	14.5322380165018	0.000137781479697404	0.00422596918020797	42.8516943708109	16.3168189108279	FBgn0040503		protein_coding	36235
FBgn0032066	649.226267129132	2.0383646427484	0.515962674593552	14.4950416994372	0.000140528944864926	0.00427900453856825	9.84316653126441	4.83640327454153	FBgn0032066	Lysosomal alpha-mannosidase III	protein_coding	34203
FBgn0262588	46.2111079120648	1.8882728075732	0.487134938370349	14.4988283682896	0.000140246742969293	0.00427900453856825	5.79012249727888	1.72386350940202	FBgn0262588		protein_coding	12798281
FBgn0038349	1597.54544009086	-1.36029639512346	0.351329696536603	14.4875503760966	0.000141088922051381	0.00428054621270687	11.5197936691942	31.8208231150339	FBgn0038349	Aldehyde oxidase 3	protein_coding	41896
FBgn0003091	110.022530118697	1.24827094520671	0.325583743713401	14.4264705784321	0.000145739296508952	0.004389939239646	2.40879110896053	1.07154459472602	FBgn0003091	Protein C kinase 53E	protein_coding	48311
FBgn0033978	1309.88690477725	-2.19344575908165	0.556226815346059	14.2716725373674	0.000158228289230883	0.00471542745637	9.86777268182995	76.0912043282249	FBgn0033978	Cytochrome P450 6a23	protein_coding	36661
FBgn0041183	485.66043858402	1.11761704032522	0.294760302000448	14.0823370942539	0.000174979249872757	0.0051921685116262	8.60949244583943	4.13239037591304	FBgn0041183	Thioester-containing protein 1	protein_coding	34937
FBgn0026721	2174.57117490169	-1.15781087763397	0.305022243942509	14.0494152005571	0.000178069196353636	0.00525085447774019	29.4346563930301	72.3069735214206	FBgn0026721	fat-spondin	protein_coding	36919
FBgn0031490	88.7567802914999	2.17533458521953	0.563651960126766	13.8891692795267	0.000193912697448167	0.00569805003270768	2.85618966677629	0.512469460534805	FBgn0031490		protein_coding	33511
FBgn0266448	1275.37483183239	1.18933895507105	0.319063846811722	13.5325118492802	0.000234466025173848	0.00684184887347575	43.6570395941939	24.9307850858987	FBgn0266448		protein_coding	19836061
FBgn0027528	1743.74677982343	1.11177983569451	0.299188168335807	13.4907101516565	0.000239747443571077	0.00697175610993541	34.5804739768094	18.5726636332471	FBgn0027528	gone early	protein_coding	32660
FBgn0034470	8190.82205620357	1.27554819004357	0.342468842815261	13.4442117683708	0.000245763258423083	0.00709757533947624	1493.76889208499	757.685397271202	FBgn0034470	Odorant-binding protein 56d	protein_coding	37266
FBgn0031937	704.865125720191	1.00198475916105	0.270969437763978	13.4201544104325	0.00024893520780403	0.00716455988488038	20.1434659219291	12.1282643735736	FBgn0031937		protein_coding	34049
FBgn0270926	1107.27258284314	1.02771645194159	0.27793706934052	13.4134981698059	0.000249820094373003	0.00716548830413215	37.9126225479364	19.9615982539672	FBgn0270926	Asparagine synthetase	protein_coding	2768965
FBgn0013276	135.393801594342	-2.21225974978802	0.583294878838778	13.3680412130445	0.000255948533272456	0.0072914965207516	1.03008550445217	3.41347687450956	FBgn0013276	Heat shock protein 70 Ab	protein_coding	44920
FBgn0003356	99006.3643430037	1.56054048571232	0.418754382442096	13.259389115941	0.000271218017379282	0.00770039262856582	11506.8551498565	3995.2032859173	FBgn0003356	Jonah 99Cii	protein_coding	43544
FBgn0050052	243.164106382598	1.08018283082909	0.295318794936277	13.1467784911899	0.000288014005838896	0.00812238156063786	27.8131621057897	14.7737996293736	FBgn0050052	Odorant-binding protein 49a	protein_coding	36399
FBgn0010387	1150.79404844625	1.39684044085693	0.380095435988982	13.0224305751975	0.000307782080301852	0.00859335748457398	333.131138797609	183.80660135694	FBgn0010387	Acyl-CoA binding protein 2	protein_coding	38784
FBgn0033848	184.450766000909	-1.02013673248355	0.281282234440343	12.9671169528951	0.000317009807608349	0.00882169014284955	2.90711652353395	6.73760847527862	FBgn0033848		protein_coding	36501
FBgn0053470	428.384966550869	-2.55261123312272	0.67164027378957	12.9539330435666	0.000319250084263753	0.00883882865830677	6.90193042894917	27.5936757083117	FBgn0053470	Baramicin A1	protein_coding	2768831
FBgn0037410	31.7085615426318	2.22526729300573	0.608407425828141	12.8723938879677	0.000333464774806058	0.00918832120482005	2.11713375443446	0.566386996705505	FBgn0037410	Osiris 2	protein_coding	40756
FBgn0036394	634.293027549282	2.30213590575322	0.613263897878257	12.8380135961425	0.000339647990466663	0.00929772544586917	81.0641877784624	23.5835472354954	FBgn0036394		protein_coding	39546
FBgn0283433	51.0491856246291	-4.93558868151606	1.22746673262621	12.8244475906875	0.000342119501504558	0.00933497496962436	0	2.38414224626561	FBgn0283433	Sperm-specific dynein intermediate chain B	protein_coding	26067075
FBgn0038238	18.7536718957258	2.85037376942762	0.779597018645672	12.8119176317381	0.00034441837108099	0.00933707093730529	3.27503038216654	0.524014496171839	FBgn0038238		protein_coding	41761
FBgn0033294	510.012985782941	1.80411653219609	0.491138750367833	12.7333255164577	0.000359197278148958	0.00966369182848872	23.3665625789722	7.87618952174627	FBgn0033294	Maltase A4	protein_coding	35827
FBgn0034479	229.927346986232	1.38840880497191	0.38312701807398	12.7295861628857	0.00035991617590635	0.00966369182848872	7.88723409082076	3.47255203847391	FBgn0034479		protein_coding	37275
FBgn0040843	72.2399454385492	1.42551149384542	0.395709156182688	12.6718982202828	0.000371192489543797	0.00993471873288557	39.2660435760316	17.6458129023416	FBgn0040843		protein_coding	50316
FBgn0042101	170.42631593244	1.3753270946787	0.381250659041072	12.6447691376121	0.000376617974823163	0.01001715973816	10.0090593184068	3.82039801584184	FBgn0042101		protein_coding	59140
FBgn0033731	358.976409892046	1.55621521100305	0.429393772582081	12.5855547542473	0.000388739630045263	0.0102734838078629	25.4801549619941	14.7823735416436	FBgn0033731	Cuticular protein 49Ah	protein_coding	36354
FBti0215395	582.623166583527	6.58726381669162	1.47443378482322	12.4774239279759	0.000411899827244704	0.0108514299315501	10.184133546295	0.0413155997550035	FBti0215395		transposable_element	NA
FBgn0261502	27.5815334776649	-2.65712014576956	0.724895494579877	12.4639358478622	0.000414884813786473	0.0108959124220673	0.51944903607985	3.95046501589734	FBgn0261502		protein_coding	10178825
FBgn0030607	200.833175431669	1.09922740190711	0.310187430277625	12.3192905289588	0.00044830106144565	0.0116663472595863	6.91230096955935	3.99437871378869	FBgn0030607	doppelganger von brummer	protein_coding	32436
FBgn0030369	60.2083635639168	1.52510063137193	0.430795243606089	12.266416195855	0.000461183093724962	0.0118889040480508	2.81168300923733	1.18912327252759	FBgn0030369	Cytochrome P450 318a1	protein_coding	32172
RR48347_transposable_element	677.227286073108	7.64886887318844	1.65396339020352	12.2710957747252	0.000460028071934039	0.0118889040480508	3.65399988075908	0.0898645028812684	RR48347_transposable_element		transposable_element	NA
FBgn0002868	2741.26706317526	1.53270418721676	0.428188085565419	12.2556539470219	0.000463850567820194	0.0119211014433055	1543.00552069518	767.678948219332	FBgn0002868	Metallothionein A	protein_coding	41202
FBgn0051875	52.0323005802372	-1.58042120644583	0.448009131279132	12.1091597071472	0.000501747409343756	0.0127392302964499	1.46699290731304	4.25573438566139	FBgn0051875		protein_coding	318996
FBgn0037563	388.789236586721	1.05414193976828	0.300214571236764	12.0993322710745	0.000504398828077076	0.0127679751540956	26.594536538877	16.6053219076515	FBgn0037563		protein_coding	40977
FBgn0036469	217.46399667735	1.54404428830775	0.435361859614242	12.0703259778151	0.000512307421602894	0.0129292239373896	48.7531932904802	24.486918997567	FBgn0036469		protein_coding	39636
FBgn0033749	257.001665046186	-1.05661220852575	0.301001574350182	12.0610133341849	0.000514872974207227	0.0129550672911304	3.69346091674309	8.40876826868535	FBgn0033749	achintya	protein_coding	36373
FBgn0039428	23.5570128423236	2.58234343470989	0.72474393088906	12.0499757135405	0.000517930543401631	0.0129887471154968	12.0331423862032	2.23356177924126	FBgn0039428		protein_coding	43194
