baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0039356	61.7238938307462	-2.29337983613807	0.441149592003708	25.8423451814676	3.70470994014348e-07	2.11607543321825e-05	2.49896734429928	9.20597309427483	FBgn0039356		protein_coding	43100
FBgn0031695	296.704105211365	1.83521309342663	0.352682432496936	25.6315400043895	4.1322967848135e-07	2.34295150791889e-05	17.9478986179657	4.26816831553391	FBgn0031695	Cytochrome P450 4ac3	protein_coding	33756
FBgn0027259	123.126600626473	-1.60282681369389	0.312472990168245	25.5842162193184	4.23489354162834e-07	2.38359591967125e-05	6.78415273476907	17.8906251928581	FBgn0027259	kinetochore Mis12-Ndc80 network component 1	protein_coding	32102
FBgn0261534	1379.85935072798	-1.72392564610397	0.332154700620714	25.5163275078803	4.38655017320512e-07	2.45106437576701e-05	70.7364448063139	225.14271276312	FBgn0261534	lethal (2) 34Fc	protein_coding	34838
FBgn0036606	66.6595863685572	-3.52050747895756	0.655591549091002	25.3142255847878	4.87103041751803e-07	2.70219536327205e-05	2.14650899527202	12.8132608039364	FBgn0036606		protein_coding	39802
FBgn0040582	20.0191101411626	-5.222248083401	1.01164374156121	25.2654799583335	4.9957005634498e-07	2.75156050319725e-05	0.287782812658711	8.94329023298205	FBgn0040582	Bomanin Bicipital 3	protein_coding	50055
FBgn0042206	334.297589032458	-1.71722848926334	0.336408538982795	24.8495747593367	6.1982717163915e-07	3.38970731951027e-05	13.8686875424994	34.0468870034025	FBgn0042206	Glutathione S transferase D10	protein_coding	59240
FBgn0039613	97.2475303792133	-1.63986237287466	0.327553088905379	24.5581152169568	7.21020413691009e-07	3.91534395068406e-05	1.26074338761403	3.5956004241365	FBgn0039613	Neprilysin-like 20	protein_coding	43412
FBgn0033708	256.048807628223	2.44313875577259	0.473577352573509	24.2048810863308	8.66124928921086e-07	4.67041211672062e-05	11.8060994607114	1.8520339598847	FBgn0033708		protein_coding	36331
FBgn0000055	34912.8673820925	-2.0477710499154	0.401459020406228	24.0907917604732	9.18986975827492e-07	4.92104761847624e-05	648.160993272041	2976.52960933966	FBgn0000055	Alcohol dehydrogenase	protein_coding	3771877
FBgn0040736	48.5529862527907	-2.85369495565868	0.572140978880518	23.3448085299135	1.35408480001749e-06	7.20092958133441e-05	7.01581557650268	56.4222176897237	FBgn0040736	Bomanin Short 3	protein_coding	50209
FBgn0036601	356.012091284517	-2.7909805220359	0.5440773174891	23.2709601480813	1.4070857641554e-06	7.4315331009605e-05	13.4858808098318	72.753934768411	FBgn0036601		protein_coding	39797
FBgn0033153	954.05668944362	-1.51309426826465	0.308134494093475	23.1340870876729	1.5108837606804e-06	7.92545896503846e-05	19.4045302097772	46.021793840498	FBgn0033153	Growth arrest and DNA damage-inducible 45	protein_coding	35646
FBgn0051633	231.01413769753	-1.29062676123119	0.265329293227566	23.061751662434	1.56880676286268e-06	8.17369523542845e-05	5.88634577110366	10.2969319458884	FBgn0051633		protein_coding	33931
FBgn0039635	2845.85993967406	-1.13636966740608	0.234983743982591	22.8246679885488	1.7747311475158e-06	9.18453146207671e-05	81.5139253747876	154.094147697034	FBgn0039635	Pyruvate dehydrogenase E1 beta subunit	protein_coding	43437
FBgn0033108	171.396332536042	1.93002165047226	0.39420491004103	22.784350866622	1.81235480032912e-06	9.31671191022523e-05	3.14540971358441	0.454927383986504	FBgn0033108		protein_coding	35595
FBgn0016691	3259.77965824179	-1.16972749170567	0.242499670479878	22.6666286164201	1.92685419024867e-06	9.77498201382071e-05	179.131454127571	350.008511458973	FBgn0016691	ATP synthase, oligomycin sensitivity conferring protein	protein_coding	41845
FBgn0250836	1651.82140280368	-2.05944301813836	0.416312363777407	22.6766844558426	1.91679646877713e-06	9.77498201382071e-05	138.407183738588	728.530213856818	FBgn0250836	Acyl-CoA binding protein 3	protein_coding	38783
FBgn0033917	288.535462747287	-1.18417431538995	0.246246351379179	22.6407192901361	1.95301296448133e-06	9.84293004517353e-05	6.0313369049939	11.2664616309093	FBgn0033917	SET and MYND domain containing, arthropod-specific, member 1	protein_coding	36581
FBti0020021	459.427225007524	2.87539644423875	0.56520101251727	22.6225808844199	1.97153771303559e-06	9.87177097741394e-05	8.26863885581943	0.955139313143067	FBti0020021		transposable_element	NA
FBgn0051496	582.171778085649	1.28245883425187	0.266121684645247	22.5955638051172	1.99945755945853e-06	9.94697886515142e-05	63.4999298790553	18.8304867962485	FBgn0051496		protein_coding	326145
FBgn0039719	278.493058389299	-3.80504099684319	0.72465462818582	22.4647894502857	2.14031161315742e-06	0.000105794505442672	3.96185241204585	111.411593343265	FBgn0039719		protein_coding	43538
FBgn0020642	1008.6258035747	-1.51865081540899	0.314831692962954	22.306526662581	2.32415337189235e-06	0.000113403711946676	95.8126488515575	202.300792789132	FBgn0020642	Lcp65Ac	protein_coding	38708
FBgn0032668	52.2535676663505	-2.32252540032759	0.481772546695962	22.3018695294758	2.32979676676129e-06	0.000113403711946676	0.856274314153735	3.62715362185769	FBgn0032668		protein_coding	35086
FBgn0050043	1121.27538332937	-1.69537189643618	0.349959410244649	22.2948141614456	2.33837248080942e-06	0.000113403711946676	10.4400687173444	27.0691049081039	FBgn0050043		protein_coding	246412
FBgn0028737	12376.0305431412	-1.0348655006076	0.217637442456901	22.1449433052256	2.52821016240215e-06	0.000121843928514269	777.542001160524	1224.3074315778	FBgn0028737	eukaryotic translation elongation factor 1 beta	protein_coding	45249
FBgn0051741	285.598247522855	-1.84990163796654	0.382852681035319	22.1065783738248	2.57924359326263e-06	0.000123531349985392	3.21416056871755	9.84682686354385	FBgn0051741		protein_coding	35079
FBgn0037817	368.610741252991	1.89420315516027	0.391749054849501	21.987539831299	2.74426283660502e-06	0.000130623523043588	20.0150367968538	4.86931119425976	FBgn0037817	Cytochrome P450 12e1	protein_coding	41272
FBti0019103	18.2091659058232	7.55726960929823	1.57623784898904	21.8095615686353	3.01095898907313e-06	0.00014157015100453	3.91794998672452	0	FBti0019103		transposable_element	NA
FBgn0063492	142.65109095169	-2.30564864247114	0.475690210391402	21.7707858940121	3.07243001274035e-06	0.000143584895928733	4.11187766643657	16.6393668874807	FBgn0063492	Glutathione S transferase E8	protein_coding	37113
FBgn0019644	4036.78507796049	-1.06225943983833	0.22567616763524	21.6825576642894	3.21703153910062e-06	0.000149436928903644	186.096466958541	349.466046690447	FBgn0019644	ATP synthase, subunit B	protein_coding	39143
FBgn0038056	175.536094880034	1.58019329188717	0.334259830927202	21.56447935958	3.42129887281484e-06	0.000154592644555334	10.5651564373871	3.04254056570103	FBgn0038056		protein_coding	41541
FBgn0039178	1260.08883260512	1.30657453633586	0.276998308708971	21.5605790374705	3.42826380741307e-06	0.000154592644555334	35.4250560281978	12.0962152266772	FBgn0039178		protein_coding	42893
FBgn0053499	456.033437095214	-3.07941093189022	0.61429846935676	21.5673394621828	3.41620051743938e-06	0.000154592644555334	3.26379422118685	16.3635318960011	FBgn0053499	Sperm-specific dynein intermediate chain 4	protein_coding	2768886
FBgn0067861	164.019999266579	1.74572895613232	0.368119607051098	21.5861005349876	3.38294593067911e-06	0.000154592644555334	6.55733837596532	1.77298510852044	FBgn0067861	Sperm-specific dynein intermediate chain 1	protein_coding	43984
FBgn0002933	797.472292880422	-1.91725558489511	0.400769761583114	21.4412593550722	3.64835323155518e-06	0.000161740478187079	45.4553834601654	187.258737671634	FBgn0002933	new glue 1	protein_coding	31300
FBti0019568	1785.62892686185	3.29357398439636	0.651493237547113	21.4405512303057	3.64970084354192e-06	0.000161740478187079	18.6405124528464	2.11892055099573	FBti0019568		transposable_element	NA
FBgn0027620	322.167252848566	-1.39701889356004	0.297183763066907	21.4198984380518	3.6892250723862e-06	0.000161888815423937	1.88011614301573	3.6772192068102	FBgn0027620	ATP-dependent chromatin assembly factor large subunit	protein_coding	43751
FBgn0036728	2293.02661288745	-1.3160651802632	0.279826259228331	21.4168801593878	3.69503715660913e-06	0.000161888815423937	358.954094615273	743.637153346569	FBgn0036728	Ubiquinol-cytochrome c reductase ubiquinone-binding protein	protein_coding	39950
FBgn0035888	580.054459141884	2.0519107026622	0.428485911228835	21.3240611385244	3.87832942405413e-06	0.00016895931180159	20.0350185388634	3.85678088707505	FBgn0035888		protein_coding	38954
FBgn0000644	49.1733929885343	2.70929618984632	0.570819051608024	21.1826097662585	4.17535931712397e-06	0.000180877503900803	4.70396950228636	0.904480977222333	FBgn0000644	Follicle cell protein 3C	protein_coding	31294
FBgn0263743	28.9202014461081	-2.98455734241631	0.63320630256802	21.1331885796757	4.2844329305402e-06	0.000184565711326232	0.874666050575056	4.0402469410183	FBgn0263743		protein_coding	14462617
FBgn0021906	2476.47332569623	-1.42192554229929	0.303695759666451	21.0988485968632	4.36190137240684e-06	0.000186859008236829	111.524696409709	241.977164352308	FBgn0021906	Rieske iron-sulfur protein	protein_coding	44390
FBgn0037548	327.902179858963	-1.13992729877633	0.246308688547797	20.9816025727279	4.63714963022642e-06	0.000197552822092132	6.60282989544188	11.9831730881498	FBgn0037548		protein_coding	40957
FBgn0035032	3401.32979049986	-1.09959481308875	0.237383767569348	20.9627944126637	4.68289857936386e-06	0.000198405664535575	363.803905539668	682.916947699867	FBgn0035032	ATP synthase, subunit F	protein_coding	37931
FBgn0050163	2083.15164369482	-1.75413400663121	0.372551130548372	20.938873353904	4.7417391515157e-06	0.000199800822936271	200.872907538368	543.426938968889	FBgn0050163	Cuticular protein 60D	protein_coding	246492
FBgn0033221	783.899693802337	1.14787014283641	0.248910373801053	20.7637931690694	5.19560089634066e-06	0.000217735209302624	161.394183041888	64.5995678570658	FBgn0033221		protein_coding	35726
FBgn0286222	3735.05667824248	-1.23915551299491	0.269035693278988	20.6068360310437	5.63943848220359e-06	0.000235057892628497	85.3850925303368	151.344761924692	FBgn0286222	Fumarase 1	protein_coding	31605
FBgn0027528	1454.84277993739	1.33130135981598	0.288987810881493	20.5413016883934	5.83583694579451e-06	0.000241936229510868	34.5804739768094	10.9785178110132	FBgn0027528	gone early	protein_coding	32660
FBgn0034576	969.32056203402	-1.1805970906781	0.257161200554052	20.5302843295524	5.86952234010484e-06	0.000242031480024323	69.1137044619812	119.321691540141	FBgn0034576	NADH dehydrogenase (ubiquinone) B14.7 subunit	protein_coding	37385
FBgn0021967	1394.27237139274	-1.02255643386942	0.22354818048661	20.5112873044909	5.92806446053296e-06	0.000243145239655158	114.21619588511	191.497157005547	FBgn0021967	NADH dehydrogenase (ubiquinone) PDSW subunit	protein_coding	44228
FBgn0011227	336.947914156955	-1.33852965807365	0.292378966067478	20.3026097047755	6.61103505376347e-06	0.000267908093725634	106.028298322781	250.018946458555	FBgn0011227	oxen	protein_coding	45401
FBgn0051041	284.447816770844	2.16451678011394	0.462490574475475	20.2953887816864	6.63603240845494e-06	0.000267908093725634	36.0776915575531	8.67146478020346	FBgn0051041		protein_coding	318567
FBgn0053664	31.2870673103001	8.34555337991854	1.69668993290376	20.3085970751316	6.59037969863038e-06	0.000267908093725634	2.45972086153152	0	FBgn0053664		protein_coding	3772644
FBgn0266490	369.746752386526	-1.05429865303254	0.232268989658907	20.2405142074567	6.82912322565037e-06	0.000274267547880156	47.8802919258115	92.2810274362447	FBgn0266490		protein_coding	19835262
FBgn0035743	3079.55741517557	-1.43129391246162	0.312476018859698	20.1825473149677	7.03922472808597e-06	0.000281240735120575	531.69748933917	1094.83523598825	FBgn0035743	Acyl-CoA binding protein 6	protein_coding	38782
FBgn0030816	633.68355597294	1.30298427617949	0.286264154077103	20.1169222895672	7.28492584187716e-06	0.00028955702663255	20.0435715904731	6.88754510726393	FBgn0030816		protein_coding	32694
FBgn0013276	490.86700795817	-4.48278903277265	0.871515667307934	20.0917289832873	7.38152087871235e-06	0.000290402589264036	1.03008550445217	8.33548722560252	FBgn0013276	Heat shock protein 70 Ab	protein_coding	44920
FBgn0038242	21.7039911744712	-4.20957185216531	0.927787866762749	20.0938837242087	7.37320922604036e-06	0.000290402589264036	0.22160337100307	4.68835560393523	FBgn0038242		protein_coding	41765
FBgn0031974	99.5133160504309	-2.86011473880022	0.602603230405346	19.9592743742308	7.91092934920594e-06	0.000309650640668665	1.03895567749407	9.17768450330427	FBgn0031974		protein_coding	34092
FBgn0052304	135.447283853457	1.35385587649407	0.300394722400231	19.919796356612	8.07597367798394e-06	0.000314514308237041	20.3862420882182	5.7140088684671	FBgn0052304	obstructor-I	protein_coding	317966
FBgn0004428	295.258829478878	-1.70325184206485	0.372786280580011	19.8781932346813	8.25364497673786e-06	0.000319481800154211	19.0397765645544	54.455489375311	FBgn0004428	Lysozyme E	protein_coding	38128
FBgn0013767	57.5213764916835	2.33303301248744	0.509319521548539	19.8706237446858	8.28639087418521e-06	0.000319481800154211	9.60664576605083	2.02388024719489	FBgn0013767	Corazonin	protein_coding	41742
FBgn0038301	338.521071843124	-1.22092905438664	0.270877003993854	19.8028276535406	8.58555707042775e-06	0.000329369306318748	5.21485085856429	9.82984850723125	FBgn0038301		protein_coding	41831
FBgn0005670	5747.29064947357	-1.07574277633274	0.239777423447965	19.6857853779397	9.12778130069737e-06	0.000348437235691472	134.952067556564	226.649281231189	FBgn0005670	Cytochrome P450 4d1	protein_coding	31188
FBgn0016684	996.874979794673	1.03992300902602	0.233001898968627	19.5404789335615	9.84903811246497e-06	0.000372283984731458	38.6353157871073	17.1425149962336	FBgn0016684	Na[+]-dependent inorganic phosphate cotransporter	protein_coding	36651
FBgn0035886	97065.5101776842	-1.27798415994242	0.284575276590101	19.5413565895295	9.84451429030159e-06	0.000372283984731458	5055.71799207669	9864.50354097319	FBgn0035886	Jonah 66Ci	protein_coding	38952
FBgn0046875	350.016147157796	-1.77850124108659	0.392649371858411	19.4440398327223	1.03590596372082e-05	0.000389652238353719	18.030133226215	74.8120215959615	FBgn0046875	Odorant-binding protein 83g	protein_coding	170878
FBgn0032833	4670.37050830702	-1.15416752849197	0.258665616227176	19.4081572969049	1.05555237194525e-05	0.00039375982790925	279.874240702465	551.423612989867	FBgn0032833	Cytochrome c oxidase subunit 4	protein_coding	35279
FBgn0052571	1592.98058948806	-2.15520062123534	0.469407866629527	19.405469279067	1.05703909191045e-05	0.00039375982790925	24.1263572250004	108.542223393394	FBgn0052571	TweedleX	protein_coding	318094
FBgn0030777	4844.45437385652	-1.09001225185277	0.245085895869073	19.3357111206083	1.09636582690728e-05	0.000406446004388558	298.556457317536	474.233342734708	FBgn0030777		protein_coding	32651
FBgn0028342	2170.06178282327	-1.17051332069863	0.262920278092964	19.30927302903	1.11165155999672e-05	0.000409824592978082	151.406240456153	302.155847000788	FBgn0028342	ATP synthase, delta subunit	protein_coding	31950
FBti0018951	2155.81971862777	-1.5433256276697	0.344059485503204	19.2505387677999	1.14638022592766e-05	0.000418944925219347	11.3784720891652	31.6027758133173	FBti0018951		transposable_element	NA
FBgn0259209	5339.53912808615	-1.30680108909292	0.293474253015422	19.1906587753529	1.18290826796687e-05	0.000430254983693043	668.336346431649	1770.3530759131	FBgn0259209	Muscle LIM protein at 60A	protein_coding	37853
FBgn0259998	5201.24589161626	1.45316887201656	0.325664827249459	19.128018258631	1.222371930936e-05	0.000442521594340257	517.041175577973	141.252097809811	FBgn0259998		protein_coding	35409
FBgn0034470	6679.99196502741	1.69801611997303	0.378187618090177	19.0974801418808	1.2420877432682e-05	0.000445476213411214	1493.76889208499	403.004033854078	FBgn0034470	Odorant-binding protein 56d	protein_coding	37266
FBgn0283494	1946.79445865132	-1.08426708660165	0.245356025777302	19.1031841719381	1.23838104576084e-05	0.000445476213411214	73.5262432764262	141.852360005535	FBgn0283494	Adenylate kinase 2	protein_coding	37834
FBgn0037001	3084.2174685155	-1.0444990789193	0.236877001782514	19.0438725929429	1.27747302709182e-05	0.000456046042217824	78.8267743252194	145.257337137803	FBgn0037001	NADH dehydrogenase (ubiquinone) 39 kDa subunit	protein_coding	40272
FBgn0029971	402.89154309872	-1.04742451575467	0.238509557324322	18.936288930238	1.3515712260887e-05	0.000480274918173732	52.8871235227404	103.550528508241	FBgn0029971	NADH dehydrogenase (ubiquinone) MNLL subunit	protein_coding	31697
FBti0018993	166.384477586134	1.91278114087837	0.428451900594792	18.9177366240696	1.36477870912775e-05	0.000482743514957984	4.62141845000066	1.18749456019478	FBti0018993		transposable_element	NA
FBgn0034392	314.135837042837	1.3575119372353	0.30772800257827	18.8747538894011	1.39587854815672e-05	0.000491489474193445	15.0724668525115	4.84575181431894	FBgn0034392	Major Facilitator Superfamily Transporter 15	protein_coding	37168
FBgn0036876	184.490029347351	-1.39465758742366	0.317465801709322	18.7646059998184	1.47886357460388e-05	0.000518341682898658	4.48233285348191	11.7501038141919	FBgn0036876		protein_coding	40118
FBgn0031675	116.190653351199	1.35798062192522	0.311602769293891	18.648892634744	1.57138514406737e-05	0.000548278318819161	3.94242865378997	1.11713135794237	FBgn0031675		protein_coding	33732
FBgn0027513	110.39955698148	1.40201554647766	0.322481201151042	18.591811987346	1.6191450353495e-05	0.000562397629170271	7.40076734563149	1.7801045507848	FBgn0027513	anastral spindle 2	protein_coding	35878
FBgn0029608	274.965795767912	1.08934203213786	0.250992441535723	18.5099290640733	1.69021478270324e-05	0.000584450501767923	18.989353523774	7.41319878412908	FBgn0029608		protein_coding	31210
FBgn0035298	863.064628812765	-1.57769024625631	0.358761936677	18.4924560913608	1.70578144925546e-05	0.000587200033714682	13.0943343656585	40.8686601575893	FBgn0035298	Succinyl-CoA:3-ketoacid CoA transferase	protein_coding	38261
FBgn0031021	870.090383685246	-1.09551727529438	0.25239727861725	18.4160515667246	1.7755597034439e-05	0.000605811543064422	57.8801145859515	91.6766826075653	FBgn0031021	NADH dehydrogenase (ubiquinone) 18 kDa subunit	protein_coding	32936
FBgn0038858	425.557986085932	-1.71196583006071	0.388876626560022	18.4050621929491	1.78582918520607e-05	0.000606631226745549	18.081578817263	42.5913761673093	FBgn0038858		protein_coding	42505
FBgn0034462	163.568337790721	2.68092294022331	0.592745727787496	18.3799360067859	1.80953413421658e-05	0.000611987618813335	22.6626464861157	2.03931746939305	FBgn0034462		protein_coding	37257
FBgn0015031	1241.81247941159	-1.04165484377355	0.241441743110062	18.2472764222267	1.94003149212979e-05	0.000650416645035339	248.508903316499	445.404539851431	FBgn0015031	cyclope	protein_coding	46040
FBgn0050295	116.837007767764	1.25807582558313	0.29368241021215	18.0667376358218	2.13295248945659e-05	0.000711999854813842	3.95798539633381	1.13404458234717	FBgn0050295	Inositol phosphate kinase 1	protein_coding	37360
FBgn0250838	2457.24614955362	-1.31666733743912	0.304935114452378	18.0463459501518	2.15592030969709e-05	0.000716564720175615	190.172477962414	438.192261314432	FBgn0250838	reduction of Rh1	protein_coding	246602
FBgn0037906	937.614505711206	-1.40007232781189	0.326071763686252	17.7946822568004	2.46070021702851e-05	0.00080400251582656	34.9388134256181	69.4063472819825	FBgn0037906	Peptidoglycan recognition protein LB	protein_coding	41379
FBgn0014454	227.796772647212	-3.96860614092956	0.845993842668144	17.6726461317167	2.62372686366706e-05	0.000850065455703224	1.04685609066701	26.4380781252634	FBgn0014454	Adult cuticle protein 1	protein_coding	34052
FBgn0036659	1224.08655876434	-1.3406937611033	0.314412954358867	17.598144171642	2.72854488720975e-05	0.000880326762563781	22.5349673843028	41.3434442944545	FBgn0036659		protein_coding	39872
FBgn0002869	73.788451933828	-2.04603155848608	0.477392688599156	17.508698839865	2.85996156193206e-05	0.000918881816835754	19.1986854875953	61.6709809936099	FBgn0002869	Metallothionein B	protein_coding	42424
FBgn0050049	102.929051081639	-1.65660815227711	0.389467984499218	17.4810256371002	2.9018946702602e-05	0.000928485883916032	0.891470763217646	3.04069636017594	FBgn0050049		protein_coding	246416
FBgn0033483	682.764438388272	1.08174970302962	0.256766035145465	17.3772954229863	3.06465093943295e-05	0.000972490674648867	25.1675825835506	9.5402846389713	FBgn0033483	eiger	protein_coding	36054
FBgn0038074	3970.78562158179	-2.50918885843047	0.571297554857241	17.271586854207	3.23995538865288e-05	0.00102390557384846	91.5095150230481	436.449872946929	FBgn0038074	Glycine N-methyltransferase	protein_coding	41561
FBgn0086611	322.807295431851	-3.25089318905933	0.72078322364232	17.2607313928732	3.25851899138499e-05	0.00102556897724774	5.28189068017002	57.0095982958223	FBgn0086611	Larval cuticle protein	protein_coding	59159
FBgn0033327	7567.78075398999	-2.3153353410821	0.532013296919215	17.2074059295006	3.35127345559697e-05	0.00105047437463855	424.74389708547	1553.01301537509	FBgn0033327	Peptidoglycan recognition protein SC1b	protein_coding	35861
FBgn0031630	95.8554352847163	-1.37156177542233	0.327467786926505	17.1602430300454	3.4355180239915e-05	0.00107252143655864	2.01884806168698	4.50478884790263	FBgn0031630		protein_coding	33679
FBgn0033128	320.214792241162	-1.01405053366802	0.243792714995896	17.050378662543	3.64011157080515e-05	0.00112275601289914	11.9316637339126	19.4344142687571	FBgn0033128	Tetraspanin 42Eg	protein_coding	35616
FBgn0037127	1131.30745712673	-1.54854195710015	0.367222910783202	17.0224890124223	3.6939699340646e-05	0.00113482877137738	58.819744046213	146.566131580816	FBgn0037127		protein_coding	40421
FBgn0034139	158.346845501114	-2.06564669908445	0.48519408043376	16.9699640691923	3.79758663987842e-05	0.0011574383628499	2.7952529269372	8.02449154383895	FBgn0034139		protein_coding	36852
FBgn0039323	75.4744568992477	1.41574044955822	0.340740224297636	16.9749785521228	3.78756962099221e-05	0.0011574383628499	4.89923888421938	1.48298932266342	FBgn0039323		protein_coding	43063
FBgn0031412	77.3895125412061	-1.68942181319788	0.404434201773212	16.8493480733657	4.04672276824024e-05	0.00122369722611374	3.95966664085186	10.8559597543758	FBgn0031412		protein_coding	33413
FBgn0036228	126.350911350786	1.56893372986836	0.377094450327802	16.7221396579572	4.32730511894126e-05	0.00130343163172485	13.3969887944407	3.51502912758687	FBgn0036228	obstructor-G	protein_coding	39355
FBgn0004363	8254.03725867952	-1.00139399101776	0.244727859162171	16.4213250283169	5.07114979106694e-05	0.00152154225832363	299.728740239422	485.359381046289	FBgn0004363	porin	protein_coding	34500
FBgn0020235	5905.87999693153	-1.02759701876926	0.251380502321279	16.373566974177	5.2005455727984e-05	0.00155408375613528	210.961930274195	367.48561383446	FBgn0020235	ATP synthase, gamma subunit	protein_coding	43507
FBgn0051148	708.400273032576	1.1225363311811	0.27437704357685	16.3665207742456	5.2199156119704e-05	0.00155408375613528	36.0281544896701	12.2817473616639	FBgn0051148	Glucocerebrosidase 1a	protein_coding	42796
FBgn0031471	221.312025095127	1.40315315539404	0.342581124910346	16.2625391327951	5.51434404293594e-05	0.0016354271890415	16.4559827618836	4.65892993270405	FBgn0031471		protein_coding	33484
FBgn0033602	139.630959001231	4.47496489183458	0.980672182962253	16.2454405863837	5.56433387905689e-05	0.00164393021231447	8.63542983498033	0.185431656537436	FBgn0033602	Cuticular protein 47Ee	protein_coding	36193
FBgn0053459	466.691987533739	-1.50116173519835	0.365146722818443	16.2230566369305	5.63046577333345e-05	0.00165711914420512	18.5752517662189	41.6943013624187	FBgn0053459		protein_coding	2768847
FBgn0025578	5454.69520736306	-1.87859150482065	0.451828546523262	16.1938044656578	5.71808231553198e-05	0.00167650694810141	634.139521597566	2217.09729895	FBgn0025578	Larval cuticle protein 9	protein_coding	37963
FBgn0034335	894.655930659698	-1.19131805125064	0.292328066405388	16.1856868489082	5.74263846869149e-05	0.00167732898606364	46.8534099626173	95.5503291190211	FBgn0034335	Glutathione S transferase E1	protein_coding	37106
FBgn0026268	57.0320032366064	-3.24571561627958	0.762062136432017	16.1225504227403	5.93728497278649e-05	0.0017276379028361	0.883183130969215	4.23848494635263	FBgn0026268	Antennal dehydrogenase	protein_coding	32058
FBgn0011660	191.427690272269	1.02486638089697	0.253626742764074	16.0982851847443	6.01384665511634e-05	0.00174333727660158	4.6805015785389	1.9284381549112	FBgn0011660	Pms2	protein_coding	36705
FBgn0033600	1831.07572573247	-2.44712303200046	0.579160959919855	16.0706025752569	6.10240416463455e-05	0.00176238346492498	34.1822906909315	277.875742552904	FBgn0033600	Cuticular protein 47Ec	protein_coding	36191
FBgn0250814	3529.79352517896	-1.12930500527231	0.278508435562022	16.0451057157078	6.18512932565513e-05	0.00177960941157189	77.7430486344184	147.201551972657	FBgn0250814	Ubiquinol-cytochrome c reductase core protein 2	protein_coding	39846
FBgn0265185	2220.17468346352	1.54549162280026	0.377592214279878	16.0192483674418	6.27017617453374e-05	0.00179737280601597	193.279822308771	50.1680236111263	FBgn0265185		protein_coding	19836034
FBgn0011834	112.887230866078	-1.42493817849891	0.352831504499945	15.9113885968416	6.63781023951289e-05	0.00188871419767099	4.34073416543735	10.7153109408959	FBgn0011834	Serine protease 6	protein_coding	33073
FBgn0038799	658.921084855384	-1.29352467727358	0.31953398672264	15.9153397555577	6.62396786817193e-05	0.00188871419767099	13.2200098864801	24.6781751030721	FBgn0038799	Major Facilitator Superfamily Transporter 9	protein_coding	42426
FBgn0039207	1796.89082608066	1.33025170951344	0.328802127736038	15.8376106181455	6.90169300366284e-05	0.00195657921879574	20.7902920527103	9.55145134412801	FBgn0039207	CF transmembrane conductance regulator	protein_coding	42928
FBgn0016120	3028.45776741728	-1.12396974591815	0.28042696028721	15.6839317357765	7.48574193652745e-05	0.00209188962208703	211.07276647812	403.070142136979	FBgn0016120	ATP synthase, subunit D	protein_coding	42291
FBgn0030733	1210.65141930739	-1.12293941700462	0.280110039574754	15.6855328939954	7.47940747904871e-05	0.00209188962208703	137.395162683888	275.429023041896	FBgn0030733	Ubiquinol-cytochrome c reductase 14 kDa subunit	protein_coding	32586
FBgn0034796	498.174541742121	-1.26388056895106	0.315041947471931	15.6766459526811	7.51463396859173e-05	0.00209188962208703	19.1928560788182	32.7081709894185	FBgn0034796		protein_coding	37640
FBgn0019952	3443.78084490581	1.46417203393414	0.362565639135378	15.6608665943556	7.5775927381402e-05	0.00210182797135968	134.188907687114	39.2303738172478	FBgn0019952	Organic cation transporter	protein_coding	42891
FBgn0050424	70.0854041350077	2.34954902908543	0.573688309240343	15.6211311909782	7.73849562561056e-05	0.00213876486627538	5.83384474090487	1.26520857359896	FBgn0050424	cGAS-like receptor 2	protein_coding	246606
FBgn0003360	16472.1087449239	-1.14915334326646	0.287293901444767	15.5952446090313	7.84516433788001e-05	0.00216050222176403	358.401568721881	664.518308170902	FBgn0003360	stress-sensitive B	protein_coding	32007
FBgn0039052	210.372989114768	-1.88027922383154	0.464023257434598	15.5517938053638	8.02754446484393e-05	0.0022028610451392	5.20646391177125	14.7496389739315	FBgn0039052		protein_coding	42731
FBgn0034629	1019.15399756873	-1.85665185181972	0.457968922804041	15.447911105141	8.48106300455307e-05	0.00231905946198967	11.9097600507163	34.0842870526647	FBgn0034629	acyl-Coenzyme A oxidase at 57D distal	protein_coding	37446
FBgn0034837	28.633627746718	-5.04729947384262	1.17371911914412	15.4306345903383	8.55894890089421e-05	0.00233208674822598	0	2.23679410953856	FBgn0034837	Ribosomal protein L22-like	protein_coding	37684
FBgn0032925	483.453180953092	1.14645524455833	0.289028111081464	15.3877524947304	8.75539425043973e-05	0.00236887175667161	16.8288362317702	5.77379418244672	FBgn0032925		protein_coding	35386
FBgn0032715	2873.90092164354	-1.15039578326037	0.289779692100445	15.3667771296663	8.85312960536739e-05	0.00238636242739811	81.7553877763254	139.939076788081	FBgn0032715		protein_coding	35140
FBgn0034318	1352.8916532442	-1.01241427410189	0.255886213058748	15.3606395069175	8.88193511429463e-05	0.00238636242739811	116.11249717523	169.621696660786	FBgn0034318		protein_coding	37087
FBgn0040503	352.659609696087	1.99442190696872	0.494476615930361	15.1840200242777	9.75252408531698e-05	0.00260213540560136	42.8516943708109	10.064702320704	FBgn0040503		protein_coding	36235
