baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionko	ensembl	description	gene_biotype	entrezgene_id
FBgn0051742	65.2409211068335	2.95435811765264	0.883195964420273	9.91972432513387	0.00163516871464916	0.0260381121032455	3.15003547948787	0.352291571193742	FBgn0051742	Proteasome beta5 subunit-related 2	protein_coding	318924
FBgn0034828	68.0318206857332	-2.74753115958735	0.828847571100435	9.90081618667429	0.0016520548490159	0.026158100494377	2.99263056364405	13.1412225874002	FBgn0034828		protein_coding	37675
FBgn0024289	1517.91883379213	-1.4607464696097	0.455863229720672	9.86410343695218	0.00168534786104964	0.0266305683535939	43.2283895093442	112.079504796238	FBgn0024289	Sorbitol dehydrogenase 1	protein_coding	40836
FBgn0004782	89.1705973962757	-2.84625256317098	0.854142131279471	9.83712190598872	0.00171024880056682	0.0269137316350424	0.554319417115995	13.3209825336415	FBgn0004782	Ccp84Ab	protein_coding	40824
FBgn0030593	4689.78566324096	-1.98348394730769	0.610662619783546	9.81395280697701	0.0017319286232653	0.0271993922892032	43.8826187702169	150.217840341944	FBgn0030593		protein_coding	32419
FBgn0031791	1222.83215541175	1.42918266734514	0.448136594692363	9.78679481809719	0.0017576957705251	0.027502290906525	170.727254489526	47.7316396152736	FBgn0031791	Arylalkylamine N-acetyltransferase-like 2	protein_coding	33874
FBgn0037891	3643.01230735273	-1.06898685039764	0.338030554510471	9.78392763686014	0.00176043868732396	0.027502290906525	80.5612143596239	143.449832923248	FBgn0037891		protein_coding	41360
FBgn0050091	401.112805798818	-1.25592977656157	0.395830945024406	9.78238561902363	0.00176191566694636	0.027502290906525	9.00242810620479	16.4853213594823	FBgn0050091		protein_coding	246449
FBgn0030544	1434.36185412282	-1.21406018201599	0.383181422671779	9.75654454746059	0.00178685452354291	0.0278352226889685	127.77288455334	240.75806819856	FBgn0030544		protein_coding	32366
FBgn0052407	202.250007222401	-1.39251039908551	0.440328830269477	9.68618648459461	0.00185658462795573	0.028863153359207	6.96382209981905	17.631964211798	FBgn0052407		protein_coding	38667
FBgn0028544	11080.979312814	-1.90486080641741	0.592202989685576	9.67318756245864	0.00186976629588822	0.0289756394371655	144.208309390764	578.66906634486	FBgn0028544		protein_coding	34812
FBti0059730	31.5644908669475	1.78505414015296	0.567901055466585	9.67164625303057	0.00187133555177129	0.0289756394371655	4.29759095928573	1.42758454161745	FBti0059730		transposable_element	NA
FBgn0004430	23213.3659512515	-1.33617327193131	0.422575271508125	9.66040984648137	0.0018828161064202	0.0290756712910966	2599.56464174955	5481.75004959484	FBgn0004430	Lysozyme S	protein_coding	38130
FBgn0053002	271.007309030547	-1.70501497929643	0.534892354342498	9.62905323902	0.00191523309984497	0.0294296246483409	18.8163875462805	51.7022751207391	FBgn0053002	mitochondrial ribosomal protein L27	protein_coding	318825
FBgn0051087	594.96245748066	-1.11061506549394	0.354281447620855	9.61464476163007	0.00193031798778091	0.0295330992138464	15.6338075036775	31.3509814306344	FBgn0051087		protein_coding	43062
FBgn0033033	2092.47166790062	-1.51260392493616	0.478277947018373	9.5822331683748	0.00196469289232639	0.0299732970151862	22.4146234790002	47.7383863996585	FBgn0033033	scarface	protein_coding	35505
FBgn0063499	265.564244218797	-1.10468424134078	0.353532447604983	9.57658062832527	0.00197075108114374	0.0299732970151862	13.0820333868397	24.3997427420583	FBgn0063499	Glutathione S transferase E10	protein_coding	37105
FBgn0029690	494.496123005777	-1.4075968787785	0.447136241470056	9.5632424194245	0.00198512167565715	0.0300732283713012	8.82604530357079	19.1162342900831	FBgn0029690		protein_coding	31352
FBgn0000053	8898.63861870187	1.03394253181372	0.331121885466423	9.54985381386828	0.00199965342299061	0.030233975577805	149.490846666863	59.9709531214053	FBgn0000053	GART trifunctional enzyme	protein_coding	33986
FBgn0039736	144.769971634922	-1.72786385240859	0.546672903227467	9.53514412749644	0.00201574343288179	0.03041760784922	1.776316900318	4.597885187624	FBgn0039736		protein_coding	43561
FBgn0002570	1367.82622257323	1.57736274393804	0.49962013510559	9.51324556911075	0.00203994043255546	0.0307226185067093	70.1168685413098	18.243229738147	FBgn0002570	Maltase A1	protein_coding	35824
FBgn0039830	18260.4087625218	-1.12162926243359	0.361062074087158	9.41703712923535	0.00214978598550594	0.0321259684772021	814.868280035635	1563.79442700065	FBgn0039830	ATP synthase, subunit C	protein_coding	43693
FBgn0020641	40.9570908273879	-2.00781216458627	0.639582503361732	9.3946477103002	0.00217619815865964	0.0323747026001503	2.81673152205317	9.74526433256007	FBgn0020641	Lcp65Ad	protein_coding	38707
FBgn0036547	2053.56955495626	-1.16774507718965	0.376190552732531	9.38768137897102	0.00218448309681179	0.0323933637682994	73.6746786606847	136.316862574448	FBgn0036547		protein_coding	39736
FBgn0038774	3884.6094292754	-1.13167203824115	0.365415383192862	9.35664345230975	0.00222178655477762	0.0328578005284696	203.731389064994	418.111919053131	FBgn0038774		protein_coding	42400
FBgn0004240	366.754615701262	3.36289447903701	1.00552567383138	9.34567958386624	0.0022351175587486	0.0329540946376873	62.3894670093829	8.829839967064	FBgn0004240	Diptericin A	protein_coding	37183
FBgn0031498	70.0531073616918	1.45838121293297	0.469737272621371	9.33998864010813	0.00224206915552902	0.0329935024013059	3.91612044338032	1.49936193192625	FBgn0031498		protein_coding	33519
FBgn0265052	100.880848120475	-1.11815879569873	0.362873356913086	9.31978336097415	0.00226692794949207	0.0332957741305397	3.20238362305106	6.19584559107361	FBgn0265052	Sulfotransferase 3	protein_coding	37743
FBgn0287423	3051.62328302582	-2.25726310855514	0.709862772934097	9.2260873240245	0.00238590960637405	0.0348442215430877	159.129023896044	1044.27274787629	FBgn0287423	Neuropeptide-like precursor 2	protein_coding	50286
FBgn0010423	3168.42362691294	-1.28519367259679	0.418849017598726	9.12275032441296	0.00252450138153584	0.0363858507533137	231.929251735613	557.563984592213	FBgn0010423	Troponin C at 47D	protein_coding	36195
FBgn0034317	148.1320957482	1.86375124249757	0.599546859833261	9.10931178216177	0.00254311536668253	0.0365176212150632	21.3231214280796	4.30900406167922	FBgn0034317		protein_coding	37086
FBgn0039674	2100.76115894065	-1.02902566870087	0.337907536418197	9.08766592098186	0.00257339085889293	0.0368836745593371	47.5765793009675	82.1758400876497	FBgn0039674		protein_coding	43483
FBgn0261682	164.769224468667	-1.00220311659344	0.330761079554924	9.07921135113345	0.0025853151674961	0.0369858353554033	18.8265598320489	25.7250660885532	FBgn0261682		protein_coding	3885667
FBgn0063494	227.848404141177	-1.23165644878473	0.404078598723861	9.06319637144904	0.00260805663897567	0.0372200034686652	11.9790817994384	30.791704744722	FBgn0063494	Glutathione S transferase E6	protein_coding	37111
FBgn0031097	2690.17810729346	-1.37614019754079	0.449537472419646	9.03903567349764	0.00264275004389924	0.0375289974005655	80.4084320450373	144.093255665715	FBgn0031097	obstructor-A	protein_coding	33022
FBgn0031830	1559.83414110009	-1.03498192199293	0.341032954308914	9.01896254351422	0.00267193005187926	0.0378736261581636	150.545493133016	275.062429961972	FBgn0031830	Cytochrome c oxidase subunit 5B	protein_coding	33918
FBgn0039521	33.9729814786965	-1.8898726620367	0.612795694013223	8.99468069608971	0.00270766580216136	0.038309744954984	1.36897754933393	6.05307488000098	FBgn0039521		protein_coding	43306
FBgn0261349	59.1335290452132	1.97722147395077	0.641730695517049	8.98039561870635	0.00272891557729058	0.0385396850118822	2.2975841596174	0.785384975024466	FBgn0261349	Male-specific transcript 36Fb	protein_coding	8673957
FBgn0039609	81.4433086932391	-1.45384655060396	0.480429688802262	8.94750204953208	0.00277849264011388	0.0390966364013104	1.47592614021062	3.21433463575611	FBgn0039609	Neprilysin-like 17	protein_coding	43408
FBgn0261633	35.9929329688707	3.48515213600398	1.08118862945537	8.94360890015262	0.00278442059477477	0.0391086834358984	29.2000601189598	2.41584605574746	FBgn0261633		protein_coding	10178784
FBgn0260955	64.5490699259084	1.72635430778211	0.565561227367936	8.93690303514669	0.00279466149737207	0.0391811541931565	117.995446626197	26.1352235002014	FBgn0260955		protein_coding	8674060
FBgn0036024	60073.6374579428	-1.03267373831811	0.342793673767919	8.88813253758042	0.00287030157772655	0.0401685943118864	3322.3346278525	5094.00046882354	FBgn0036024		protein_coding	39125
FBgn0031559	63.7864693431227	2.79076170498192	0.885295837149474	8.86250725879894	0.00291087477024011	0.0405890693550117	9.73064649901689	3.84299125852831	FBgn0031559		protein_coding	33590
FBgn0062565	25.5554226200386	-2.60632694612133	0.847642445579229	8.86253611952871	0.00291082874812375	0.0405890693550117	0.513546194721567	2.04580642555183	FBgn0062565	Odorant receptor 19b	protein_coding	260693
FBgn0032772	119.857966633492	-1.45194414906479	0.480406241257646	8.85427586080263	0.00292403099641377	0.0406989224067628	4.18756826197526	8.75670176739174	FBgn0032772		protein_coding	35210
FBgn0038631	29.2664207207347	-1.49003876204654	0.497415468922438	8.83274246331	0.00295873418223449	0.0411077464490273	1.6842631819798	3.70640809813551	FBgn0038631		protein_coding	42234
FBgn0039801	135.664456739333	-1.08916511464295	0.363626687244037	8.82633387049982	0.00296914282571311	0.0411207297863686	13.3811438273018	20.3302393353168	FBgn0039801	Niemann-Pick type C-2h	protein_coding	43649
FBgn0022355	11319.671807622	-1.22039137864844	0.406031662126754	8.77772457797398	0.00304931342577678	0.0419131119895984	225.121228985302	370.138569201756	FBgn0022355	Transferrin 1	protein_coding	32821
FBgn0033658	101.587560176673	-1.3539664109607	0.451581659514314	8.76865067613902	0.00306452073643939	0.0420471875421426	5.80703163411446	13.0617286846168	FBgn0033658	Tweedlebeta	protein_coding	36265
FBgn0052499	1464.91493638922	-1.31492959841179	0.437475168567897	8.7447423729101	0.00310495964813825	0.0424509642673654	23.8693817494773	50.6888214528677	FBgn0052499	Chitin deacetylase-like 4	protein_coding	33144
FBgn0037714	142.778251448774	-2.71757323474765	0.870346428599934	8.67729209932057	0.00322199366378512	0.0438953942428393	3.75271956447332	28.7527501136354	FBgn0037714		protein_coding	41156
FBgn0014869	7064.73532271003	-1.08328460071922	0.364198712289872	8.64811658709286	0.0032739961797208	0.0442908500733808	275.028566440144	479.658690266988	FBgn0014869	Phosphoglyceromutase 78	protein_coding	43447
FBgn0086917	169.546269852552	2.10604383713219	0.688966805773732	8.65745136011387	0.00325726570622517	0.0442908500733808	4.58417179131881	1.90774127734234	FBgn0086917	spookier	protein_coding	5740359
FBgn0031562	456.519629188934	-1.04647181962064	0.353100448244712	8.59823939343539	0.00336488143055324	0.0452820256736405	46.8606153771034	76.2734042993987	FBgn0031562		protein_coding	33593
FBgn0033961	383.959239122077	-1.18593698012883	0.398868949079883	8.60018340313208	0.0033612915154999	0.0452820256736405	49.1338402454231	93.3010729803755	FBgn0033961	NADH dehydrogenase (ubiquinone) B15 subunit	protein_coding	36640
FBgn0028396	1353.50260665352	1.79332967320859	0.597711658773807	8.47969509677293	0.00359132289508307	0.0477460186965268	163.789578379011	86.2451803689628	FBgn0028396	Turandot A	protein_coding	44121
FBgn0036600	397.243980678969	-1.91418130603592	0.636217870884584	8.48559662727729	0.00357969165258502	0.0477460186965268	17.6699251067174	66.3206718957367	FBgn0036600		protein_coding	39796
FBgn0052302	8184.17749449613	1.06581819616704	0.362476735397243	8.4571321843303	0.00363614729440375	0.0481758278129679	784.689974510335	296.121128422258	FBgn0052302		protein_coding	38293
FBgn0031032	73.3716169432639	4.34207848031858	1.32739627193811	8.38725801263453	0.00377860499422434	0.0496823463690736	2.15265910633664	0.144877314994685	FBgn0031032		protein_coding	32950
