	h1M8_1	h1M8_2	h1M8_3	h2F14_1	h2F14_2	h2F14_3	h2M8_1	h2M8_2	h2M8_3	KO_1	KO_2	KO_3	WT_1	WT_2	WT_3
FBgn0000075	1.76504526379766	2.22076042569634	2.5525151466238	2.65603249724875	2.39982948204257	1.55215748248368	1.86062382368489	2.15505569937465	2.32672626906424	2.57295546088124	1.3050390215039	2.14480484660068	1.51920704090261	2.2285353244618	1.49099458288355
FBgn0000077	8.15724262146689	5.91986495011119	6.35503563928489	6.08229385601408	7.26371230920827	9.69010246763669	7.6284389318998	4.91410319569071	6.0751214246043	5.78756449897826	5.80441729476297	6.51215927728852	7.51125705393713	7.34344127268264	8.29203167220068
FBgn0000078	165.968926791945	122.6018270505	142.976660266689	321.577840087563	356.577151254477	340.675274104015	374.464803580177	59.1358075839555	104.767954707257	359.642591083278	100.334449122209	351.638422262613	79.6240960898008	57.3910380848982	56.2924515868098
FBgn0000079	49.7571040892478	42.9684076281843	48.8694273111842	122.559048800337	120.825394345134	121.512853168649	145.027083493366	15.1435636976246	42.4604193546413	153.825950689793	53.9203994922184	197.481468744801	33.0996872345133	28.1287921140398	24.3703952897644
FBgn0000083	357.036636832608	335.093731441933	329.936047566545	296.576738374197	338.241332984289	265.667547964812	249.856251812674	397.848233149946	248.756946454433	331.922663670452	300.613324599044	369.277688747781	358.366827840749	358.74296870817	343.42473789471
FBgn0000084	44.6115268807458	39.8796356461982	41.0588290754814	48.7278285539206	65.5206507041398	60.1199450343037	36.0112743984448	39.9604283729838	26.3935429240068	32.5784563983098	40.4678013919676	48.8883980656181	57.7189042721447	51.7686484706468	65.2219124166478
FBgn0000092	0.131447277190232	0.233897427687637	0.141050918725812	0.282749703182644	0.34730380549751	0.390684544032911	0.537089480145817	0.208493878135091	0.215739009878386	0.0613117747039774	0.394232941298382	0	0.226659025636769	0.195313646993551	0.253556523181454
FBgn0000094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000097	15.2991031239833	7.04052880302177	21.265125848162	12.6629015073374	15.4429627942195	7.95336445137427	7.11847077813905	2.77950339318916	8.28120505869267	7.4912638823098	20.2246141790526	4.9487680314158	13.321048110542	15.5084447987109	32.8899048396076
FBgn0000100	1397.76443919507	1472.13523507411	1324.09698310906	1352.74720760609	1376.73399548369	1210.64264189666	1423.77527076166	1388.58516015375	1315.77960062326	1367.1297316494	1619.96821760454	1359.9049390123	1434.3802317791	1220.82125439591	1345.23045530836
FBgn0000108	6.0773657268468	4.42107694066077	6.80861380419499	9.9712804094673	13.7027388237522	5.3904503821335	4.52043558231845	1.90472298405344	4.18946577528905	6.24293815668343	8.8110956103393	3.34205760296967	11.2895286693626	13.5011561368151	13.8898328069868
FBgn0000109	16.3444167869865	21.9358108687744	18.0488981790004	23.6067035627785	23.2927043478091	26.1752268420614	14.990300768776	16.933841960408	13.8430721191699	17.1344971812891	21.7436197936336	19.2146424524093	22.6173937791403	24.4980522745873	24.9796927931973
FBgn0000114	14.1393236910855	8.01671800783385	11.7083096605135	12.3118871254244	11.4920451514325	10.4738243229083	25.0858778327529	13.1490277570059	12.7911149793518	7.05706734340263	12.0515402342187	6.35223999391325	19.0578026431678	14.3831022318038	13.6962732949571
FBgn0000115	47.1684627779832	56.357261521307	50.3905226261259	48.0188362653598	55.0233466356329	52.4185059130416	53.5654861231705	71.273847882054	42.8623734661493	48.3595915914708	58.0044339750138	45.3274291247924	53.7616107917781	48.027956495423	52.6546366490619
FBgn0000116	2442.87715759886	2752.27663888882	2568.1980614043	3050.05108965194	1951.10384549629	1189.65122611722	2524.94508552349	1862.19854070665	2763.95612836626	3133.70087473201	2671.55532946703	2803.99394049275	1450.8375060028	1441.39258934506	1188.02999239348
FBgn0000117	127.509290868623	87.2453235742547	123.037883849693	125.461826423804	161.276343087751	83.7938459506671	95.0533303771176	67.4956385059505	79.662316646222	82.800552128789	112.334734138303	84.1632752706943	149.275690610052	154.885265201759	164.928579500126
FBgn0000119	12.4844965001372	9.65935646492265	13.9457955150619	14.1136589279208	15.7429894836059	6.10892697119302	10.3158468838382	3.59714413622422	9.11548223454067	9.21704095550595	9.4153935244429	6.54598158042787	14.4949807337299	18.1188148169712	16.9300608842408
FBgn0000120	1.44396477892339	1.63025119388872	1.23535590758182	2.15200212671319	2.70985072569377	2.51405547793106	2.09220292495959	1.89803576124419	1.28041012215843	2.99556789677086	3.03831958789578	2.41927566778983	1.28525670526669	0.98709701759033	1.56339699165975
FBgn0000121	0.155295380114337	0.312089743416043	0.0837048188839735	0.251235647103849	0.318026746480918	0.22967463337689	0.287221283323098	0.274782890455212	0.468888003331964	0.180014371882699	0.198203457504231	0.0325507675145836	0.199900106848913	0.268343624629425	0.112909050333409
FBgn0000137	0.648307106144527	0.435281988042456	0.6757349010739	0.55028014597557	0.567848968714152	0.478070916784152	0.401060881140521	0.398634013749202	0.611340867543176	0.470745362235275	0.843671061645641	0.506554879246649	1.01059935736203	0.981240143924637	0.78794468813655
FBgn0000139	14.6763534399842	14.6432204544194	15.1541977501324	16.2067896518957	19.8711436950568	15.5221783392377	15.9111648356962	10.8903428688269	16.4720353198559	13.3641000386661	13.0052608304467	12.8910305370521	18.0461162865896	22.9907379940196	19.3893663983226
FBgn0000140	3.61474304305107	2.41547161414871	3.69208019649233	3.8750258507866	4.726833889918	2.12683134441473	3.94718142079263	1.57945927969991	3.15081769728588	2.633133821616	3.97015589202701	1.81020852177135	5.41945312039174	5.60010757011232	3.76770865815807
FBgn0000146	1.03947182108188	1.12426724795442	0.827285966977682	1.14453463738845	1.21340488964831	0.494687611641143	1.94278342619014	0.567270119529758	1.25202060870707	0.452772111364307	0.7803968924568	0.627633207290489	1.9458768872632	1.31385335383683	0.82343728883375
FBgn0000147	5.540876565082	3.69526546483316	4.00994644619516	3.68416381392568	4.06316941769503	7.91282555419804	8.89260566888465	6.86252237706553	4.8340372104205	2.9908843348542	4.90717278773847	2.10048409975159	9.47580692041917	6.14495892353237	5.29869761778295
FBgn0000150	1081.12350434085	1348.89142431608	916.052640906491	935.323576078122	1026.21209071283	1342.79151803545	1127.90448245772	972.752045987701	804.196460551259	1171.12446807809	1652.54856739482	966.151907507308	1286.91715745728	1049.07098646747	1069.41580370149
FBgn0000152	14.2594389010645	11.2851179421364	13.6071787385272	14.3650860687247	15.0902769351126	12.4071849117494	10.1587534731418	7.18417019609707	10.8008907931305	11.7460481109994	11.1008662940971	11.6079057174622	13.2421074305452	16.4768660009309	14.4924253627557
FBgn0000153	46.515978812254	4.31851268128337	139.41718947011	6.59217032933763	34.2659030367502	24.9012877681786	7.04243579851176	2.87154178580214	2.56011624312297	2.3121303502392	140.630725201844	7.73282872609874	22.4527557111747	22.9365122488498	188.923602931585
