baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	expressionh2F14	expressionwt	ensembl	description	gene_biotype	entrezgene_id
FBgn0034335	356.483976599668	2.96781775391547	0.311970302140614	89.5151663011857	3.04296744582316e-21	5.63302810901218e-19	53.9009758466092	7.66793032215118	FBgn0034335	Glutathione S transferase E1	protein_coding	37106
FBgn0039098	436.157872534829	-2.57102211773008	0.25677500713602	86.8600156140806	1.16480648230552e-20	2.10724081798908e-18	8.8852535305287	54.0837252240998	FBgn0039098	Gamma-interferon-inducible lysosomal thiol reductase 3	protein_coding	42787
FBgn0039309	649.028471200066	3.5441638592733	0.37092057238249	86.7128441744912	1.25479232047559e-20	2.21958819355238e-18	49.3481812356545	4.13030991844282	FBgn0039309		protein_coding	3772439
FBgn0030187	58.1984588325674	6.18735061709752	0.766924793189901	84.4398727983454	3.96078886063857e-20	6.85388681101805e-18	4.82074706127382	0.0370234308059772	FBgn0030187		protein_coding	31954
FBgn0004047	512.879652797694	2.53960664186046	0.277073256178094	84.1549818742337	4.57469747591232e-20	7.74778551239618e-18	35.0263786901402	5.58492240393228	FBgn0004047	Yolk protein 3	protein_coding	32339
FBgn0027657	872.004485812146	2.6596575929024	0.290461849863005	83.2109635825631	7.37475606592871e-20	1.22298038093318e-17	90.2433661460264	16.3549333197529	FBgn0027657	globin 1	protein_coding	41930
FBgn0001285	6021.70467928462	3.0980463313974	0.338641156577257	80.777760738642	2.5258462595727e-19	4.10321147473443e-17	822.408904403916	112.516542758433	FBgn0001285	Jonah 44E	protein_coding	35853
FBgn0052581	43.5649306713992	9.14722505836478	1.31214706360739	80.0210779621206	3.70436914091062e-19	5.89735567232971e-17	4.08152731005642	0	FBgn0052581	suppression of retinal degeneration disease 1 upon overexpression 2	protein_coding	318098
FBgn0034715	201.795078229197	-3.85131394446166	0.400253296465288	78.6848324933571	7.28527780481642e-19	1.13707473188899e-16	0.511536260178547	7.60728250029379	FBgn0034715	Organic anion transporting polypeptide 58Db	protein_coding	37544
FBgn0034756	551.563478720855	3.16513673546746	0.354651386567384	77.366165873263	1.42027470691836e-18	2.17411282059042e-16	33.6200366898907	3.61721221425064	FBgn0034756	Cytochrome P450 6d2	protein_coding	37594
FBgn0037974	581.181873987582	3.68739139850676	0.407854423968665	76.9855784851788	1.72210883914241e-18	2.58641252067427e-16	62.9801070921605	4.77267147503749	FBgn0037974		protein_coding	41453
FBgn0039519	125.008322656926	5.0366774117836	0.566400289179493	76.7653035479567	1.92530557693418e-18	2.8380430356289e-16	7.04172441366885	0.132147133631083	FBgn0039519	Cytochrome P450 6a18	protein_coding	43304
FBgn0039779	104.154866690485	3.92850751054703	0.456216538483506	74.3637848454561	6.49700061170493e-18	9.40293179439477e-16	6.95663977851659	0.555214653891221	FBgn0039779	prolyl-4-hydroxylase-alpha SG2	protein_coding	43623
FBgn0033304	802.924154980307	-1.67511962589433	0.185312565053779	74.1113896426155	7.38311147506377e-18	1.04945655966978e-15	10.5378955298617	35.4499387756462	FBgn0033304	Cytochrome P450 6a13	protein_coding	35837
FBgn0085244	279.381625860939	3.29529615883824	0.381609762318646	72.6789197257854	1.52554923663186e-17	2.13041612694554e-15	127.587469745835	11.9548826477799	FBgn0085244		protein_coding	5740170
FBgn0014931	164.405929857771	3.18919091521304	0.375095091827409	72.0057149351324	2.14575031278037e-17	2.94485732581581e-15	9.51694414446236	1.02410292954142	FBgn0014931		protein_coding	40937
FBgn0035343	703.791859788406	-1.43405609114335	0.164587079152011	70.780539709637	3.99255947440063e-17	5.38657176546254e-15	23.255864773964	65.3617882259074	FBgn0035343		protein_coding	38310
FBgn0051148	815.286295513709	1.54331321171593	0.187406666546741	69.4659906549489	7.77435395692394e-17	1.03139762495191e-14	37.372928044078	14.1475743742062	FBgn0051148	Glucocerebrosidase 1a	protein_coding	42796
FBgn0033292	643.104429841468	-1.98744279910545	0.225741236925693	68.6024669539441	1.20453331310303e-16	1.57181724136068e-14	6.83587783416835	26.4318321433646	FBgn0033292	Cytochrome P450 4ad1	protein_coding	35821
FBgn0033518	213.773801410202	4.30563022334582	0.506747451266605	67.2082280823139	2.44292424066055e-16	3.13639950897709e-14	33.8149701617236	1.74576621682634	FBgn0033518	Peroxiredoxin 2540-2	protein_coding	36098
FBgn0038241	226.244434264625	-6.99487949108419	0.80004797419979	67.1499583878007	2.51620615743907e-16	3.17920651003412e-14	0.489063722236817	81.12852303009	FBgn0038241		protein_coding	41764
FBgn0034317	139.84122064013	5.92064686448593	0.698824497186811	66.5714580375225	3.3743677175859e-16	4.19686984874747e-14	23.1559981644103	0.467862716500672	FBgn0034317		protein_coding	37086
FBgn0003082	655.049250678315	-1.59403053318932	0.189728224610658	64.8691268560968	8.00413633460994e-16	9.80198849592233e-14	8.4175382764058	27.2691437616657	FBgn0003082	photorepair	protein_coding	35735
FBgn0039769	744.985807508524	5.0956157461573	0.590727280563573	63.1855040425122	1.88127792972227e-15	2.26893520008928e-13	38.4704728070808	0.870849561670041	FBgn0039769		protein_coding	43613
FBgn0041180	3348.31186721306	2.42410913190312	0.30558148711982	62.8883151846058	2.1876622869311e-15	2.59907340357785e-13	62.6544699263502	14.4422678357116	FBgn0041180	Thioester-containing protein 4	protein_coding	35248
FBgn0030098	20573.3818697528	-1.07975309158343	0.131736346934578	62.7168648182485	2.38663241113762e-15	2.79376382244934e-13	929.149564881611	2147.89359331944	FBgn0030098		protein_coding	31854
FBgn0053926	2078.00689573704	-1.91536768076854	0.226392360631258	62.4056141805558	2.79525240215966e-15	3.22466798857839e-13	60.6819982368942	228.638344188688	FBgn0053926		protein_coding	39092
FBgn0015568	1409.33135646592	1.48334113913538	0.190444122254604	62.1948890244474	3.11094272724935e-15	3.53758630127212e-13	52.0007911420858	19.2799885971165	FBgn0015568	alpha-Esterase-1	protein_coding	40909
FBgn0031678	178.42077300331	3.02657634531737	0.384768708698438	61.6301427573291	4.14425542878297e-15	4.64623566381865e-13	8.02982158204625	0.912497846490265	FBgn0031678	Neprilysin-like 3	protein_coding	326172
FBgn0034837	80.3580934660334	-9.59665044439563	1.56431134688686	60.0166320392693	9.40591772533714e-15	1.0398764596345e-12	0	5.56714141309021	FBgn0034837	Ribosomal protein L22-like	protein_coding	37684
FBgn0052212	169.617225924124	2.43313407536502	0.318638360099759	59.2733446953671	1.37222748111268e-14	1.49629188351465e-12	29.1701828751484	5.16768785093739	FBgn0052212		protein_coding	317917
FBgn0003961	684.951652411876	3.54482389023706	0.450472509517628	58.5089817628288	2.02364993117122e-14	2.17679100704364e-12	62.7457647756593	5.09396012118069	FBgn0003961	Urate oxidase	protein_coding	34060
FBgn0037518	280.434615532968	1.92165896406809	0.254058404703778	58.4037747289192	2.13481016892923e-14	2.26574519262356e-12	16.8825128637037	5.1506216945511	FBgn0037518		protein_coding	40921
FBti0019469	3265.52007316045	2.08709537990186	0.276012210662235	57.8734890460445	2.79529110526617e-14	2.92769963130509e-12	52.7182177224142	13.0617890392896	FBti0019469		transposable_element	NA
FBgn0015035	61.7124418889293	4.08091106056625	0.545527372843591	57.7864737407944	2.9217192462129e-14	3.02037470127983e-12	3.82487678247451	0.251688121774087	FBgn0015035	Cytochrome P450 4e3	protein_coding	34291
FBgn0030836	10764.1227816058	-1.39607303857577	0.175312025279346	57.664821155457	3.10812154132916e-14	3.17187788063847e-12	493.753085916183	1441.85115707385	FBgn0030836		protein_coding	32719
FBgn0013278	399.262921139654	3.69760508805832	0.472927029358665	57.63160423849	3.16105512525455e-14	3.18506313886408e-12	18.1150311525233	1.14254662600579	FBgn0013278	Heat shock protein 70 Bb	protein_coding	48582
FBgn0262983	56.9751347723023	3.63846492733506	0.485320489566883	57.4406514649269	3.48332902033954e-14	3.46591237523784e-12	4.30398588458715	0.325173313177095	FBgn0262983		protein_coding	12797901
FBgn0037304	61.4614331076666	3.78586894055269	0.516362940858898	55.5323716682582	9.19325612602493e-14	9.03436034113067e-12	3.65146189111011	0.265805640217375	FBgn0037304		protein_coding	40629
FBti0019621	1300.51537398532	2.19381474882501	0.29594137610575	55.4599556380713	9.53824022567225e-14	9.25907221906721e-12	21.7538919000095	5.70774515106997	FBti0019621		transposable_element	NA
FBgn0038083	2054.26601358879	1.54131326607446	0.209669118144219	55.3659997673596	1.00052160931246e-13	9.59536386762312e-12	101.140427002062	35.0062237675469	FBgn0038083	UDP-glycosyltransferase family 37 member A3	protein_coding	41574
FBgn0038783	784.222936179583	1.35226964717434	0.185010772423418	54.7939785700011	1.33850236822395e-13	1.26839033941222e-11	88.0831832859419	36.5467502130668	FBgn0038783		protein_coding	42409
FBgn0038194	4413.25703127888	-1.66275263391956	0.212541169614636	54.4644313983066	1.58287003370602e-13	1.48231123156469e-11	59.3599765021361	198.969911459864	FBgn0038194	Cytochrome P450 6d5	protein_coding	41706
FBgn0039321	686.646990504127	-2.24816821116298	0.283317762116913	53.8206845005091	2.19648075726038e-13	2.03302172416193e-11	7.35772629174715	40.3425593686114	FBgn0039321		protein_coding	43061
FBgn0037683	1125.78458884126	1.37786386051907	0.190333270095301	53.7496722107681	2.27732198047106e-13	2.08361873155743e-11	73.1885860315057	28.1853624395522	FBgn0037683		protein_coding	41116
FBgn0051288	270.499552350615	2.55017451566091	0.349060653176193	53.5198405864956	2.55994362601674e-13	2.31558537080605e-11	20.158527035091	3.15558157463792	FBgn0051288		protein_coding	318664
FBgn0003357	95441.5285208455	1.92757494556066	0.267217596339027	52.8960145604953	3.51682420567772e-13	3.14538434575221e-11	12109.2023818462	3300.18334193616	FBgn0003357	Jonah 99Ciii	protein_coding	43543
FBgn0038301	500.936554891004	-1.53593849095755	0.203344682714535	52.6969037067466	3.89204205583285e-13	3.4422949738255e-11	4.96407064330839	15.8229374710604	FBgn0038301		protein_coding	41831
FBgn0036194	1385.63621779718	1.92106134476805	0.26722541966309	52.5755518031952	4.14011069869155e-13	3.62145946830601e-11	71.2435301491325	17.5787841202541	FBgn0036194	Diphthamide biosynthesis 1	protein_coding	39317
FBgn0028920	20169.46636114	1.23592943396086	0.172818381559084	52.5504322829413	4.19340436952694e-13	3.62820638928635e-11	2034.65437060353	926.664958742925	FBgn0028920		protein_coding	34799
